#{"t_start": 1696993659.1142414, "env_id": null}
r,l,t
-1515405.4,397,56.019161
-1330509.1,463,64.100854
-1283240.1,216,78.483319
-1531548.8,345,86.48148
-1301545.9,254,99.557859
-1273831.0,216,105.912736
-1286133.1,233,119.772841
-1275562.8,237,126.148438
-1288083.1,227,139.356134
-1275260.5,213,145.139419
-1292976.6,224,158.674009
-1284002.2,219,164.276706
-1279880.0,210,177.707152
-1282534.4,210,183.306845
-1282344.9,209,196.960219
-1279854.2,209,202.614361
-1282461.4,205,215.724855
-1280612.5,205,221.371295
-1287843.4,205,234.587583
-1285573.8,205,240.204188
-1288587.2,205,253.828686
-1287783.8,205,259.374814
-1288168.1,205,272.798993
-1287280.8,205,278.389029
-1287766.6,205,291.464745
-1284272.8,205,297.088272
-1288157.2,205,310.304987
-1285214.9,205,315.967918
-1286931.8,205,329.71087
-1285305.9,205,335.316428
-1282450.4,205,348.325497
-1282376.9,205,353.928091
-1293200.1,207,367.116601
-1287975.4,206,372.638159
-1289030.8,207,385.949355
-1287981.4,207,391.549648
-1286872.2,207,404.909749
-1284617.8,207,410.51853
-1289964.0,208,423.889547
-1275708.1,207,429.394496
-1267897.8,210,442.836015
-1272696.9,212,448.447272
-1277490.0,216,462.098611
-1277818.6,215,467.642548
-1286683.1,218,481.436424
-1288183.2,218,486.952084
-1295938.8,224,500.878562
-1295677.1,224,506.445122
-1297911.9,232,520.91539
-1306737.2,236,526.596083
-1311940.1,240,540.779963
-1307316.1,237,546.401679
-1313097.9,246,561.369286
-1301282.4,240,566.865405
-1293844.5,237,581.564629
-1297459.5,237,586.839359
-1286980.4,234,601.507167
-1302332.8,240,606.651954
-1294139.0,240,622.929545
-1303733.8,243,628.216745
-1298905.9,236,644.749067
-1285796.6,234,649.901608
-1286350.1,228,666.101363
-1291839.0,226,671.16604
-1285296.1,233,686.564147
-1291788.4,233,691.642328
-1286423.4,227,706.659499
-1277809.4,227,711.749375
-1289694.4,222,726.597867
-1291578.5,223,731.772515
-1280286.9,227,747.408041
-1278110.9,229,752.722378
