traj_tx,traj_ty
-2.9999956500000273,-150.0074234
-2.9998094770000274,-150.0491522
-2.9993499640000274,-150.0908315
-2.9986188600000276,-150.132459
-2.9976179370000273,-150.1740324
-2.9963489900000275,-150.2155497
-2.9948138300000275,-150.2570087
-2.9930142890000275,-150.2984076
-2.9909522110000277,-150.3397444
-2.9886294580000277,-150.3810172
-2.9860478990000274,-150.4222242
-2.9832094180000275,-150.4633637
-2.9801159040000273,-150.5044341
-2.9767692550000273,-150.5454336
-2.9731713760000273,-150.5863609
-2.9693241730000275,-150.6272142
-2.9652295570000273,-150.6679923
-2.9608894400000274,-150.7086937
-2.9563057330000277,-150.7493171
-2.9514803460000274,-150.7898611
-2.9464151860000274,-150.8303247
-2.9411121580000277,-150.8707066
-2.9355731610000277,-150.9110056
-2.9298000870000274,-150.9512207
-2.9237948220000276,-150.9913509
-2.9175592450000276,-151.0313952
-2.9110952250000275,-151.0713527
-2.904404622000028,-151.1112224
-2.897489286000028,-151.1510035
-2.890351055000028,-151.1906952
-2.882991756000028,-151.2302967
-2.875413205000028,-151.2698073
-2.867617201000028,-151.3092263
-2.8596055320000278,-151.348553
-2.851379970000028,-151.3877868
-2.842942272000028,-151.4269271
-2.834294178000028,-151.4659735
-2.825437415000028,-151.5049252
-2.816373684000028,-151.543782
-2.807104669000028,-151.5825434
-2.797632029000028,-151.6212089
-2.787957401000028,-151.6597784
-2.778082404000028,-151.6982514
-2.768008634000028,-151.7366277
-2.757737666000028,-151.7749071
-2.747271054000028,-151.8130894
-2.736610329000028,-151.8511743
-2.725757000000028,-151.8891618
-2.714712555000028,-151.9270517
-2.703478462000028,-151.9648438
-2.692056166000028,-152.0025381
-2.680447092000028,-152.0401345
-2.668652647000028,-152.077633
-2.656674216000028,-152.1150334
-2.644513167000028,-152.1523358
-2.632170847000028,-152.1895401
-2.619648585000028,-152.2266463
-2.606947688000028,-152.2636543
-2.5940694460000278,-152.3005642
-2.581015129000028,-152.3373759
-2.567785986000028,-152.3740895
-2.554383248000028,-152.410705
-2.540808123000028,-152.4472225
-2.527061804000028,-152.4836419
-2.513145459000028,-152.5199634
-2.499060242000028,-152.556187
-2.484807283000028,-152.5923127
-2.470387697000028,-152.6283407
-2.455802577000028,-152.6642709
-2.4410530010000278,-152.7001036
-2.426140028000028,-152.7358387
-2.411064699000028,-152.7714764
-2.395828038000028,-152.8070168
-2.380431050000028,-152.8424599
-2.364874724000028,-152.8778058
-2.349160027000028,-152.9130547
-2.333287910000028,-152.9482066
-2.317259306000028,-152.9832617
-2.301075131000028,-153.0182201
-2.284736285000028,-153.0530818
-2.268243654000028,-153.0878471
-2.251598106000028,-153.1225159
-2.234800498000028,-153.1570884
-2.217851669000028,-153.1915647
-2.200752448000028,-153.2259449
-2.183503647000028,-153.2602291
-2.166106067000028,-153.2944173
-2.148560492000028,-153.3285097
-2.130867698000028,-153.3625063
-2.113028447000028,-153.3964072
-2.095043488000028,-153.4302125
-2.076913559000028,-153.4639221
-2.058639385000028,-153.4975363
-2.0402216760000282,-153.531055
-2.0216611350000284,-153.5644782
-2.0029584490000283,-153.5978061
-1.9841142980000281,-153.6310386
-1.9651293500000282,-153.6641758
-1.9460042620000282,-153.6972177
-1.9267396790000282,-153.7301644
-1.9073362400000282,-153.7630157
-1.8877945710000281,-153.7957718
-1.8681152910000283,-153.8284326
-1.8482990120000282,-153.8609982
-1.8283463350000282,-153.8934684
-1.8082578560000282,-153.9258432
-1.7880341580000283,-153.9581227
-1.7676758200000282,-153.9903068
-1.7471834080000281,-154.0223954
-1.7265574850000283,-154.0543885
-1.7057986030000283,-154.0862859
-1.6849073060000284,-154.1180877
-1.6638841340000283,-154.1497937
-1.6427296180000284,-154.1814039
-1.6214442830000284,-154.2129182
-1.6000286480000285,-154.2443364
-1.5784832270000284,-154.2756584
-1.5568085270000285,-154.3068842
-1.5350050510000284,-154.3380135
-1.5130732950000285,-154.3690463
-1.4910137540000283,-154.3999824
-1.4688269140000285,-154.4308216
-1.4465132580000284,-154.4615637
-1.4240732660000284,-154.4922086
-1.4015074120000284,-154.5227562
-1.3788161650000283,-154.5532061
-1.3559999910000284,-154.5835583
-1.3330593510000284,-154.6138124
-1.3099947040000284,-154.6439683
-1.2868065050000284,-154.6740258
-1.2634952050000283,-154.7039845
-1.2400612520000285,-154.7338444
-1.2165050900000285,-154.763605
-1.1928271590000283,-154.7932663
-1.1690278970000285,-154.8228278
-1.1451077390000284,-154.8522893
-1.1210671160000285,-154.8816505
-1.0969064600000284,-154.9109112
-1.0726262000000284,-154.9400711
-1.0482267620000285,-154.9691297
-1.0237085710000284,-154.9980869
-0.9990720490000286,-155.0269423
-0.9743176170000285,-155.0556955
-0.9494456920000285,-155.0843462
-0.9244566910000286,-155.1128941
-0.8993510300000286,-155.1413388
-0.8741291230000285,-155.16968
-0.8487913840000285,-155.1979172
-0.8233382240000285,-155.2260501
-0.7977700560000285,-155.2540784
-0.7720872870000285,-155.2820015
-0.7462903280000285,-155.3098192
-0.7203795840000285,-155.337531
-0.6943554640000286,-155.3651365
-0.6682183710000286,-155.3926353
-0.6419687100000285,-155.4200269
-0.6156068850000286,-155.4473109
-0.5891333000000285,-155.4744869
-0.5625483590000285,-155.5015545
-0.5358524640000285,-155.5285131
-0.5090460170000285,-155.5553623
-0.48212941800002856,-155.5821016
-0.4551030640000286,-155.6087307
-0.4279673540000286,-155.6352489
-0.4007226840000286,-155.6616559
-0.3733694510000286,-155.687951
-0.3459080530000286,-155.7141339
-0.3183388840000286,-155.7402041
-0.2906623380000286,-155.7661609
-0.26287881100002863,-155.792004
-0.23498869400002861,-155.8177328
-0.20699238000002862,-155.8433468
-0.17889026000002864,-155.8688454
-0.15068272500002863,-155.8942282
-0.12237016700002865,-155.9194945
-0.09395297700002864,-155.9446439
-0.06543154300002865,-155.9696758
-0.03680625500002866,-155.9945897
-0.00807750000002866,-156.0193849
0.020754339999971335,-156.0440611
0.049688880999971326,-156.0686175
0.07872574199997133,-156.0930536
0.10786453999997132,-156.1173689
0.13710489199997133,-156.1415627
0.16644641599997131,-156.1656346
0.1958887309999713,-156.1895839
0.2254314579999713,-156.21341
0.2550742169999713,-156.2371123
0.2848166319999713,-156.2606903
0.3146583259999713,-156.2841434
0.3445989269999713,-156.3074709
0.3746380639999713,-156.3306722
0.4047753649999713,-156.3537468
0.4350104629999713,-156.3766941
0.46534298799997126,-156.3995133
0.49577257599997127,-156.4222039
0.5262988609999713,-156.4447654
0.5569214819999713,-156.4671969
0.5876400769999712,-156.489498
0.6184542909999713,-156.5116681
0.6493637689999713,-156.5337063
0.6803681579999712,-156.5556123
0.7114671069999713,-156.5773852
0.7426602649999713,-156.5990245
0.7739472899999712,-156.6205295
0.8053278689999712,-156.6418996
0.8368016959999712,-156.6631342
0.8683684879999712,-156.6842326
0.9000279899999712,-156.7051943
0.9317799459999713,-156.7260186
0.9636240939999713,-156.746705
0.9955601679999713,-156.7672527
1.027587891999971,-156.7876612
1.0597069819999712,-156.8079298
1.091917145999971,-156.8280579
1.124218085999971,-156.8480447
1.156609505999971,-156.8678896
1.1890911119999712,-156.8875919
1.221662618999971,-156.907151
1.254323754999971,-156.9265661
1.287074258999971,-156.9458366
1.319913890999971,-156.9649618
1.352842418999971,-156.983941
1.3858596229999711,-157.0027736
1.418965290999971,-157.0214589
1.4521592159999712,-157.0399962
1.485441189999971,-157.0583849
1.518811002999971,-157.0766242
1.5522684249999712,-157.0947134
1.5858132019999711,-157.1126518
1.6194450699999712,-157.1304387
1.653163761999971,-157.1480733
1.6869690149999712,-157.1655548
1.7208605659999712,-157.1828826
1.754838158999971,-157.2000558
1.7889015449999712,-157.2170736
1.8230504799999712,-157.2339354
1.857284724999971,-157.2506404
1.8916040459999712,-157.2671877
1.9260082159999712,-157.2835766
1.9604970089999711,-157.2998063
1.9950702049999711,-157.3158761
2.029727589999971,-157.3317851
2.0644689599999713,-157.3475326
2.0992941199999713,-157.3631178
2.1342028909999713,-157.3785398
2.169195104999971,-157.3937979
2.2042706069999713,-157.4088912
2.2394292449999713,-157.4238191
2.274670874999971,-157.4385805
2.309995345999971,-157.4531749
2.345402507999971,-157.4676012
2.380934492999971,-157.4818756
2.416667440999971,-157.4960264
2.452603348999971,-157.5100516
2.488743475999971,-157.5239488
2.525089068999971,-157.5377156
2.561641365999971,-157.5513494
2.598401599999971,-157.5648477
2.635370995999971,-157.5782078
2.672550768999971,-157.5914272
2.7099421269999713,-157.6045032
2.747546259999971,-157.6174329
2.785364342999971,-157.6302136
2.823397526999971,-157.6428424
2.8616469319999713,-157.6553164
2.900113646999971,-157.6676326
2.938798721999971,-157.6797879
2.977703170999971,-157.6917792
3.0168279719999713,-157.7036034
3.0561740669999713,-157.7152573
3.095742364999971,-157.7267375
3.1355337469999713,-157.7380407
3.175549066999971,-157.7491635
3.2157891579999713,-157.7601024
3.256254832999971,-157.7708541
3.296946888999971,-157.7814147
3.337866099999971,-157.7917809
3.3790132159999713,-157.8019488
3.420388955999971,-157.8119148
3.461993999999971,-157.821675
3.5038289949999712,-157.8312256
3.545894591999971,-157.8405627
3.588191481999971,-157.8496823
3.6307204349999713,-157.8585804
3.673482312999971,-157.867253
3.7164780509999713,-157.8756961
3.759708617999971,-157.8839054
3.803174956999971,-157.8918767
3.846877903999971,-157.8996058
3.8908181219999713,-157.9070883
3.9349960179999712,-157.9143196
3.9794116799999713,-157.9212952
4.02406484299997,-157.9280103
4.068954903999971,-157.9344601
4.114080963999971,-157.9406397
4.159441912999971,-157.9465442
4.20503652399997,-157.9521687
4.250863551999971,-157.9575081
4.2969217999999705,-157.9625574
4.343210174999971,-157.9673116
4.38972768699997,-157.9717655
4.43647344199997,-157.9759143
4.483446606999971,-157.9797526
4.530646364999971,-157.9832754
4.5780718509999705,-157.9864775
4.62572208499997,-157.9893536
4.67359590099997,-157.9918985
4.721691884999971,-157.9941067
4.770008337999971,-157.9959729
4.818543269999971,-157.9974917
4.867294405999971,-157.9986576
4.916259222999971,-157.9994651
4.9654349939999705,-157.9999088
5.014810795999971,-157.9999833
5.064256008999971,-157.999685
5.113722578999971,-157.9990139
5.163206469999971,-157.9979704
5.212703789999971,-157.9965548
5.26221079599997,-157.9947677
5.31172387999997,-157.9926095
5.361239543999971,-157.990081
5.410754365999971,-157.9871827
5.46026496799997,-157.9839153
5.50976798199997,-157.9802797
5.559260024999971,-157.9762766
5.60873767599997,-157.9719069
5.658197470999971,-157.9671717
5.707635904999971,-157.9620719
5.757049434999971,-157.9566086
5.806434503999971,-157.950783
5.855787563999971,-157.9445962
5.90510510499997,-157.9380496
5.95438367299997,-157.9311444
6.003619896999971,-157.9238821
6.05281050099997,-157.916264
6.101952311999971,-157.9082917
6.1510422619999705,-157.8999665
6.200077386999971,-157.8912901
6.24905481099997,-157.8822639
6.297971737999971,-157.8728896
6.346825431999971,-157.8631687
6.395613196999971,-157.8531028
6.444332376999971,-157.8426938
6.492980339999971,-157.8319432
6.541554480999971,-157.8208528
6.590052215999971,-157.8094243
6.6384709869999705,-157.7976596
6.686808265999971,-157.7855605
6.735061567999971,-157.7731288
6.78322846399997,-157.7603664
6.831306587999971,-157.7472752
6.879293648999971,-157.7338571
6.927187429999971,-157.7201139
6.974985783999971,-157.7060477
7.02268663699997,-157.6916602
7.070287975999971,-157.6769535
7.1177878479999706,-157.6619294
7.1651843409999705,-157.6465899
7.212475579999971,-157.6309369
7.25965971399997,-157.6149723
7.30673491399997,-157.5986982
7.353699371999971,-157.5821164
7.40055129499997,-157.565229
7.44728891399997,-157.5480379
7.493910481999971,-157.5305452
7.540414277999971,-157.5127528
7.5867986109999705,-157.4946627
7.63306182599997,-157.476277
7.679202303999971,-157.4575976
7.725218463999971,-157.4386266
7.771108761999971,-157.4193659
7.816871690999971,-157.3998175
7.862505776999971,-157.3799835
7.908009571999971,-157.3598658
7.953381654999971,-157.3394663
7.998620623999971,-157.3187871
8.04372509399997,-157.2978302
8.088693698999972,-157.2765975
8.133525081999972,-157.255091
8.178217904999972,-157.2333127
8.22277084299997,-157.2112645
8.26718259099997,-157.1889485
8.311451859999972,-157.1663666
8.355577385999972,-157.1435207
8.399557919999971,-157.1204129
8.443392240999971,-157.097045
8.487079143999972,-157.0734191
8.530617449999971,-157.049537
8.574005995999972,-157.0254006
8.617243636999971,-157.001012
8.660329241999971,-156.9763729
8.703261686999971,-156.9514852
8.746039863999972,-156.926351
8.788662667999972,-156.9009721
8.831129005999971,-156.8753503
8.873437788999972,-156.8494875
8.915587937999971,-156.8233856
8.957578380999971,-156.7970466
8.999408048999971,-156.7704722
9.041075883999971,-156.7436643
9.082580829999971,-156.7166247
9.123921840999971,-156.6893554
9.165097874999972,-156.6618582
9.206107896999972,-156.6341349
9.246950875999971,-156.6061873
9.28762578299997,-156.5780173
9.328131589999971,-156.5496267
9.368467267999971,-156.5210173
9.40863178799997,-156.492191
9.448624116999971,-156.4631496
9.488443217999972,-156.4338948
9.52808804999997,-156.4044287
9.567557568999971,-156.3747529
9.606850726999971,-156.3448693
9.645966469999971,-156.3147797
9.684903741999971,-156.2844861
9.723661482999972,-156.2539901
9.762238627999972,-156.2232938
9.800634104999972,-156.1923988
9.838846837999972,-156.1613071
9.876875743999971,-156.1300206
9.914719732999972,-156.0985411
9.952377707999972,-156.0668704
9.989848556999972,-156.0350105
10.027131169999972,-156.0029633
10.064224409999971,-155.9707306
10.101127179999972,-155.9383145
10.137838359999972,-155.9057166
10.174356839999971,-155.8729391
10.210681509999972,-155.8399837
10.246811259999971,-155.8068524
10.282744979999972,-155.7735471
10.318481539999972,-155.7400697
10.354019789999972,-155.7064222
10.389358599999971,-155.6726066
10.424496809999972,-155.6386248
10.45943323999997,-155.6044788
10.494166709999972,-155.5701707
10.528696039999971,-155.5357025
10.563020049999972,-155.5010761
10.597137519999972,-155.4662938
10.631047269999971,-155.4313575
10.664748089999971,-155.3962694
10.698238769999971,-155.3610316
10.731518099999972,-155.3256461
10.76458487999997,-155.2901152
10.797437889999971,-155.254441
10.830075919999972,-155.2186256
10.862497759999972,-155.1826713
10.894702179999971,-155.1465802
10.926687949999971,-155.1103547
10.958453849999971,-155.0739969
10.989998649999972,-155.0375091
11.021321109999972,-155.0008937
11.052419999999971,-154.964153
11.083294059999972,-154.9272894
11.113942059999971,-154.8903052
11.144362769999972,-154.8532028
11.174555009999972,-154.8159847
11.204517619999972,-154.7786531
11.234249479999972,-154.7412105
11.263749469999972,-154.7036592
11.293016499999972,-154.6660014
11.322049489999971,-154.6282397
11.350847369999972,-154.5903764
11.379409069999971,-154.5524139
11.407733529999971,-154.5143545
11.435819699999971,-154.4762009
11.463666529999971,-154.4379553
11.491272989999972,-154.3996204
11.518638049999971,-154.3611986
11.545760669999972,-154.3226925
11.572639849999971,-154.2841046
11.599274579999971,-154.2454375
11.625663859999971,-154.2066938
11.651806719999971,-154.1678762
11.677702179999972,-154.1289873
11.70334929999997,-154.0900298
11.728747129999972,-154.0510064
11.753894759999971,-154.0119198
11.778791299999972,-153.9727727
11.803435869999971,-153.933568
11.827827599999972,-153.8943083
11.85196567999997,-153.8549965
11.875849279999972,-153.8156354
11.899477619999972,-153.7762278
11.922849929999972,-153.7367765
11.945965489999972,-153.6972844
11.968823569999971,-153.6577544
11.991423499999971,-153.6181893
12.013764629999972,-153.5785921
12.035846339999972,-153.5389657
12.057668029999972,-153.499313
12.079229139999972,-153.4596369
12.100529149999971,-153.4199404
12.121567559999972,-153.3802264
12.14234392999997,-153.3404979
12.162857829999972,-153.3007578
12.183108869999971,-153.2610092
12.203096719999971,-153.2212549
12.222821059999971,-153.1814979
12.242281629999972,-153.1417413
12.261478219999972,-153.1019879
12.280410619999971,-153.0622407
12.299078699999972,-153.0225027
12.317482359999971,-152.9827769
12.33562152999997,-152.9430661
12.353496189999971,-152.9033734
12.371106379999972,-152.8637016
12.388452159999972,-152.8240538
12.405533629999972,-152.7844327
12.42235095999997,-152.7448413
12.438904349999971,-152.7052825
12.455194039999972,-152.6657592
12.471220319999972,-152.6262742
12.486983539999972,-152.5868303
12.510236339999972,-152.5274886
12.53883888999997,-152.4524737
12.566726369999971,-152.3770052
12.593886819999971,-152.3010833
12.620307959999971,-152.224708
12.645977189999972,-152.1478797
12.670881559999971,-152.0705987
12.695007809999971,-151.9928659
12.718342279999971,-151.9146818
12.740870999999972,-151.8360476
12.762579619999972,-151.7569646
12.783453439999972,-151.6774343
12.803477419999972,-151.5974586
12.82263614999997,-151.5170394
12.840913869999971,-151.4361795
12.858294459999971,-151.3548815
12.874761459999972,-151.2731487
12.89029805999997,-151.190985
12.904887119999971,-151.1083944
12.918511159999971,-151.0253817
12.931152399999972,-150.941952
12.942792769999972,-150.8581114
12.95341389999997,-150.7738661
12.962997169999971,-150.6892233
12.971523709999971,-150.6041909
12.978974469999972,-150.5187773
12.985330159999972,-150.4329919
12.990571379999972,-150.3468447
12.994678589999971,-150.2603469
12.99763218999997,-150.1735102
12.999412509999972,-150.0863473
12.999999999999972,-149.9993523
