`,Time,x,y,z,traj_tx,traj_ty,traj_tz
2062,20.62,719.2310844,-23.41203932,0.662712722,718.6388762,-23.41595334,-0.018691259
2063,20.63,719.3997884,-23.41989931,0.662366972,718.8071159,-23.42587868,-0.019023804
2064,20.64,719.5685065,-23.42779033,0.662018183,718.9753697,-23.43583654,-0.019359193
2065,20.65,719.7372385,-23.43571323,0.66166635,719.1436376,-23.44582593,-0.019697426
2066,20.66,719.9059844,-23.44366893,0.661311472,719.3119197,-23.45584586,-0.020038501
2067,20.67,720.0747441,-23.45165832,0.660953574,719.4802162,-23.46589533,-0.020382414
2068,20.68,720.2435174,-23.45968219,0.660592676,719.648527,-23.47597335,-0.020729165
2069,20.69,720.4123042,-23.46774124,0.660228809,719.8168523,-23.48607892,-0.021078751
2070,20.7,720.5811046,-23.47583597,0.659862019,719.9851921,-23.49621106,-0.021431169
2071,20.71,720.7499184,-23.48396671,0.659492346,720.1535465,-23.50636877,-0.021786418
2072,20.72,720.9187455,-23.49213364,0.659119832,720.3219155,-23.51655105,-0.022144496
2073,20.73,721.0875859,-23.50033676,0.658744528,720.4902991,-23.52675691,-0.022505401
2074,20.74,721.2564395,-23.50857594,0.658366485,720.6586975,-23.53698535,-0.022869129
2075,20.75,721.4253063,-23.51685094,0.657985755,720.8271106,-23.54723537,-0.02323568
2076,20.76,721.5941862,-23.52516149,0.65760238,720.9955385,-23.55750599,-0.023605051
2077,20.77,721.7630793,-23.53350726,0.657216389,721.1639812,-23.5677962,-0.02397724
2078,20.78,721.9319854,-23.54188796,0.656827797,721.3324388,-23.57810501,-0.024352245
2079,20.79,722.1009045,-23.55030335,0.656436603,721.5009112,-23.58843143,-0.024730064
2080,20.8,722.2698366,-23.55875326,0.656042793,721.6693986,-23.59877446,-0.025110694
2081,20.81,722.4387817,-23.56723762,0.655646341,721.837901,-23.6091331,-0.025494134
2082,20.82,722.6077395,-23.57575645,0.655247217,722.0064184,-23.61950635,-0.025880381
2083,20.83,722.7767102,-23.58430993,0.654845388,722.1749508,-23.62989324,-0.026269433
2084,20.84,722.9456937,-23.5928983,0.65444082,722.3434984,-23.64029275,-0.026661289
2085,20.85,723.1146897,-23.60152191,0.654033485,722.5120612,-23.6507039,-0.027055946
2086,20.86,723.2836984,-23.61018119,0.653623372,722.6806392,-23.66112568,-0.027453402
2087,20.87,723.4527196,-23.61887657,0.65321047,722.8492325,-23.67155712,-0.027853655
2088,20.88,723.6217531,-23.62760853,0.652794767,723.0178411,-23.68199721,-0.028256703
2089,20.89,723.790799,-23.6363775,0.652376256,723.1864652,-23.69244496,-0.028662544
2090,20.9,723.9598572,-23.64518388,0.65195494,723.3551047,-23.70289938,-0.029071176
2091,20.91,724.1289275,-23.65402799,0.651530827,723.5237598,-23.71335946,-0.029482597
2092,20.92,724.2980099,-23.66291008,0.65110393,723.6924304,-23.72382422,-0.029896805
2093,20.93,724.4671043,-23.6718303,0.650674262,723.8611166,-23.73429266,-0.030313798
2094,20.94,724.6362107,-23.68078873,0.650241839,724.0298185,-23.74476378,-0.030733573
2095,20.95,724.805329,-23.68978533,0.649806673,724.198536,-23.75523659,-0.031156129
2096,20.96,724.9744592,-23.69881998,0.649368777,724.3672692,-23.76571009,-0.031581464
2097,20.97,725.1436011,-23.70789246,0.648928159,724.5360181,-23.77618329,-0.032009575
2098,20.98,725.3127549,-23.71700243,0.648484829,724.7047827,-23.78665519,-0.03244046
2099,20.99,725.4819204,-23.72614941,0.648038794,724.8735631,-23.79712478,-0.032874118
2100,21,725.6510976,-23.73533279,0.647590061,725.0423592,-23.80759108,-0.033310545
2101,21.01,725.8202864,-23.74455175,0.647138633,725.211171,-23.81805309,-0.033749741
2102,21.02,725.989487,-23.75380529,0.646684517,725.3799985,-23.8285098,-0.034191702
2103,21.03,726.1586994,-23.7630922,0.646227723,725.5488418,-23.83896022,-0.034636427
2104,21.04,726.3279234,-23.77241103,0.645768279,725.7177007,-23.84940336,-0.035083913
2105,21.05,726.4971593,-23.78176011,0.645306207,725.8865755,-23.8598382,-0.035534159
2106,21.06,726.666407,-23.79113754,0.644841526,726.0554659,-23.87026377,-0.035987162
2107,21.07,726.8356666,-23.80054119,0.644374252,726.2243721,-23.88067905,-0.03644292
2108,21.08,727.0049382,-23.80996876,0.643904412,726.3932939,-23.89108305,-0.03690143
2109,21.09,727.1742219,-23.81941775,0.643432041,726.5622315,-23.90147477,-0.037362692
2110,21.1,727.3435178,-23.82888553,0.642957189,726.7311848,-23.91185321,-0.037826701
2111,21.11,727.5128259,-23.83836938,0.642479917,726.9001538,-23.92221738,-0.038293458
2112,21.12,727.6821464,-23.84786656,0.642000293,727.0691385,-23.93256628,-0.038762958
2113,21.13,727.8514793,-23.85737437,0.641518382,727.238139,-23.94289891,-0.039235201
2114,21.14,728.0208248,-23.86689021,0.641034242,727.4071552,-23.95321428,-0.039710184
2115,21.15,728.1901829,-23.87641165,0.640547919,727.5761872,-23.96351138,-0.040187905
2116,21.16,728.3595537,-23.88593643,0.640059447,727.745235,-23.97378922,-0.040668362
2117,21.17,728.5289373,-23.89546255,0.639568844,727.9142985,-23.98404681,-0.041151553
2118,21.18,728.6983336,-23.90498818,0.639076119,728.0833778,-23.99428314,-0.041637475
2119,21.19,728.8677428,-23.91451174,0.638581266,728.2524729,-24.00449721,-0.042126127
2120,21.2,729.0371648,-23.92403181,0.638084264,728.4215838,-24.01468804,-0.042617506
2121,21.21,729.2065998,-23.93354708,0.637585078,728.5907104,-24.02485461,-0.04311161
2122,21.22,729.3760476,-23.94305635,0.637083657,728.7598527,-24.03499593,-0.043608438
2123,21.23,729.5455083,-23.95255844,0.636579937,728.9290107,-24.04511101,-0.044107986
2124,21.24,729.7149819,-23.96205212,0.636073841,729.0981843,-24.05519883,-0.044610252
2125,21.25,729.8844685,-23.97153611,0.635565283,729.2673736,-24.0652584,-0.045115235
2126,21.26,730.053968,-23.98100901,0.635054163,729.4365784,-24.07528872,-0.045622931
2127,21.27,730.2234805,-23.9904693,0.634540376,729.6057987,-24.08528879,-0.046133339
2128,21.28,730.3930061,-23.99991532,0.634023817,729.7750343,-24.0952576,-0.046646457
2129,21.29,730.5625447,-24.00934526,0.633504386,729.9442853,-24.10519415,-0.047162281
2130,21.3,730.7320965,-24.01875724,0.632981983,730.1135516,-24.11509745,-0.047680809
2131,21.31,730.9016614,-24.02814926,0.632456517,730.282833,-24.12496648,-0.04820204
2132,21.32,731.0712395,-24.03751932,0.631927905,730.4521296,-24.13480025,-0.04872597
2133,21.33,731.2408309,-24.04686538,0.631396067,730.6214412,-24.14459776,-0.049252598
2134,21.34,731.4104356,-24.05618547,0.630860936,730.7907678,-24.15435801,-0.049781921
2135,21.35,731.5800536,-24.06547767,0.630322448,730.9601093,-24.16408,-0.050313936
2136,21.36,731.749685,-24.07474018,0.629780549,731.1294658,-24.17376272,-0.050848642
2137,21.37,731.9193298,-24.08397135,0.6292352,731.2988371,-24.18340518,-0.051386036
2138,21.38,732.088988,-24.09316962,0.62868639,731.4682232,-24.19300638,-0.051926116
2139,21.39,732.2586596,-24.10233363,0.628134129,731.6376242,-24.20256533,-0.052468879
2140,21.4,732.4283446,-24.11146212,0.627578448,731.8070399,-24.21208102,-0.053014324
2141,21.41,732.5980429,-24.12055399,0.627019389,731.9764705,-24.22155245,-0.053562448
2142,21.42,732.7677547,-24.12960824,0.626457002,732.1459157,-24.23097864,-0.05411325
2143,21.43,732.9374797,-24.13862398,0.625891338,732.3153758,-24.24035858,-0.054666726
2144,21.44,733.1072181,-24.14760036,0.625322448,732.4848506,-24.24969127,-0.055222874
2145,21.45,733.2769697,-24.15653662,0.624750379,732.6543401,-24.25897573,-0.055781693
2146,21.46,733.4467346,-24.16543199,0.624175179,732.8238443,-24.26821095,-0.05634318
2147,21.47,733.6165127,-24.17428573,0.623596892,732.9933631,-24.27739593,-0.056907333
2148,21.48,733.786304,-24.18309706,0.623015563,733.1628967,-24.28652967,-0.05747415
2149,21.49,733.9561084,-24.1918652,0.622431235,733.3324449,-24.29561119,-0.058043628
2150,21.5,734.1259259,-24.20058931,0.62184395,733.5020077,-24.30463948,-0.058615766
2151,21.51,734.2957564,-24.20926852,0.62125375,733.6715851,-24.31361355,-0.05919056
2152,21.52,734.4656,-24.21790192,0.620660677,733.841177,-24.3225324,-0.05976801
2153,21.53,734.6354566,-24.22648857,0.620064771,734.0107835,-24.33139503,-0.060348111
2154,21.54,734.8053262,-24.23502751,0.619466068,734.1804045,-24.34020045,-0.060930863
2155,21.55,734.9752087,-24.24351776,0.618864606,734.35004,-24.34894765,-0.061516263
2156,21.56,735.1451041,-24.25195835,0.618260423,734.5196899,-24.35763565,-0.062104308
2157,21.57,735.3150124,-24.26034832,0.617653561,734.6893542,-24.36626344,-0.062694997
2158,21.58,735.4849336,-24.26868674,0.617044069,734.8590328,-24.37483002,-0.063288327
2159,21.59,735.6548675,-24.27697275,0.616431995,735.0287258,-24.38333441,-0.063884295
2160,21.6,735.8248141,-24.28520551,0.615817387,735.1984331,-24.3917756,-0.0644829
2161,21.61,735.9947735,-24.29338429,0.615200288,735.3681545,-24.4001526,-0.065084139
2162,21.62,736.1647455,-24.30150839,0.614580737,735.5378902,-24.40846441,-0.06568801
2163,21.63,736.3347302,-24.30957721,0.613958771,735.7076401,-24.41671004,-0.066294511
2164,21.64,736.5047273,-24.31759022,0.613334421,735.877404,-24.42488849,-0.066903638
2165,21.65,736.674737,-24.32554696,0.612707711,736.0471821,-24.43299876,-0.06751539
2166,21.66,736.8447591,-24.33344707,0.612078662,736.2169741,-24.44103985,-0.068129765
2167,21.67,737.0147935,-24.34129022,0.611447288,736.3867801,-24.44901078,-0.06874676
2168,21.68,737.1848403,-24.34907616,0.610813597,736.5566,-24.45691054,-0.069366373
2169,21.69,737.3548992,-24.35680471,0.610177588,736.7264338,-24.46473814,-0.0699886
2170,21.7,737.5249703,-24.36447575,0.609539258,736.8962813,-24.47249259,-0.070613441
2171,21.71,737.6950535,-24.3720892,0.608898594,737.0661425,-24.48017288,-0.071240892
2172,21.72,737.8651486,-24.37964504,0.60825558,737.2360173,-24.48777802,-0.071870951
2173,21.73,738.0352557,-24.38714331,0.607610197,737.4059057,-24.49530701,-0.072503616
2174,21.74,738.2053747,-24.39458408,0.606962418,737.5758076,-24.50275887,-0.073138883
2175,21.75,738.3755054,-24.4019675,0.606312217,737.7457228,-24.51013259,-0.073776751
2176,21.76,738.5456477,-24.40929376,0.605659567,737.9156513,-24.51742717,-0.074417217
2177,21.77,738.7158017,-24.41656312,0.605004455,738.0855929,-24.52464164,-0.075060278
2178,21.78,738.8859671,-24.42377589,0.604346862,738.2555477,-24.53177497,-0.075705932
2179,21.79,739.056144,-24.43093248,0.603686769,738.4255155,-24.5388262,-0.076354176
2180,21.8,739.2263322,-24.43803334,0.603024168,738.5954962,-24.54579431,-0.077005008
2181,21.81,739.3965316,-24.44507901,0.602359071,738.7654897,-24.55267831,-0.077658425
2182,21.82,739.5667422,-24.45207013,0.601691492,738.9354959,-24.55947722,-0.078314424
2183,21.83,739.7369637,-24.45900741,0.601021442,739.1055147,-24.56619003,-0.078973003
2184,21.84,739.9071962,-24.46589166,0.600348938,739.275546,-24.57281576,-0.079634159
2185,21.85,740.0774396,-24.47272379,0.599674,739.4455896,-24.57935341,-0.08029789
2186,21.86,740.2476936,-24.4795048,0.598996648,739.6156455,-24.58580199,-0.080964193
2187,21.87,740.4179582,-24.48623578,0.598316897,739.7857135,-24.5921605,-0.081633064
2188,21.88,740.5882333,-24.4929179,0.597634754,739.9557934,-24.59842795,-0.082304502
2189,21.89,740.7585188,-24.49955244,0.596950222,740.1258852,-24.60460335,-0.082978504
2190,21.9,740.9288145,-24.50614076,0.596263298,740.2959887,-24.61068572,-0.083655065
2191,21.91,741.0991204,-24.5126843,0.595573973,740.4661037,-24.61667404,-0.084334185
2192,21.92,741.2694363,-24.51918458,0.594882237,740.63623,-24.62256734,-0.085015859
2193,21.93,741.4397621,-24.52564321,0.594188076,740.8063675,-24.62836462,-0.085700085
2194,21.94,741.6100977,-24.53206186,0.593491484,740.976516,-24.63406489,-0.08638686
2195,21.95,741.7804429,-24.53844228,0.592792461,741.1466751,-24.63966716,-0.08707618
2196,21.96,741.9507976,-24.54478626,0.592091015,741.3168448,-24.64517044,-0.087768043
2197,21.97,742.1211617,-24.55109568,0.591387155,741.4870249,-24.65057374,-0.088462445
2198,21.98,742.2915351,-24.55737247,0.590680889,741.657215,-24.65587607,-0.089159382
2199,21.99,742.4619176,-24.56361862,0.589972213,741.827415,-24.66107644,-0.089858853
2200,22,742.6323091,-24.56983618,0.589261114,741.9976245,-24.66617386,-0.090560852
2201,22.01,742.8027094,-24.5760273,0.588547573,742.1678434,-24.67116735,-0.091265378
2202,22.02,742.9731184,-24.58219414,0.587831571,742.3380713,-24.67605591,-0.091972426
2203,22.03,743.143536,-24.58833896,0.587113094,742.5083079,-24.68083857,-0.092681992
2204,22.04,743.3139621,-24.59446405,0.586392138,742.6785529,-24.68551432,-0.093394073
2205,22.05,743.4843964,-24.60057173,0.585668701,742.8488059,-24.69008219,-0.094108666
2206,22.06,743.6548388,-24.60666442,0.584942789,743.0190667,-24.6945412,-0.094825765
2207,22.07,743.8252893,-24.61274455,0.584214394,743.1893349,-24.69889036,-0.095545369
2208,22.08,743.9957476,-24.61881464,0.583483506,743.35961,-24.70312868,-0.096267471
2209,22.09,744.1662135,-24.62487724,0.582750111,743.5298917,-24.70725519,-0.096992069
2210,22.1,744.336687,-24.63093496,0.582014197,743.7001796,-24.7112689,-0.097719158
2211,22.11,744.5071679,-24.63699047,0.581275756,743.8704733,-24.71516883,-0.098448734
2212,22.12,744.677656,-24.64304645,0.580534776,744.0407721,-24.71895401,-0.099180792
2213,22.13,744.8481512,-24.64910564,0.57979124,744.2110758,-24.72262346,-0.099915328
2214,22.14,745.0186532,-24.65517081,0.579045128,744.3813838,-24.72617619,-0.100652337
2215,22.15,745.189162,-24.66124478,0.578296417,744.5516955,-24.72961124,-0.101391814
2216,22.16,745.3596773,-24.66733041,0.577545082,744.7220104,-24.73292764,-0.102133754
2217,22.17,745.530199,-24.67343062,0.576791114,744.8923281,-24.7361244,-0.102878153
2218,22.18,745.7007269,-24.67954836,0.576034513,745.0626479,-24.73920057,-0.103625005
2219,22.19,745.8712608,-24.68568662,0.575275284,745.2329692,-24.74215517,-0.104374306
2220,22.2,746.0418005,-24.69184842,0.574513442,745.4032914,-24.74498724,-0.105126049
2221,22.21,746.2123458,-24.6980368,0.573748994,745.573614,-24.74769581,-0.10588023
2222,22.22,746.3828965,-24.7042548,0.572981941,745.7439362,-24.75027993,-0.106636843
2223,22.23,746.5534525,-24.7105055,0.572212288,745.9142573,-24.75273863,-0.107395881
2224,22.24,746.7240135,-24.716792,0.571440059,746.0845768,-24.75507095,-0.10815734
2225,22.25,746.8945793,-24.7231174,0.570665304,746.2548938,-24.75727595,-0.108921213
2226,22.26,747.0651496,-24.72948483,0.569888083,746.4252076,-24.75935266,-0.109687495
2227,22.27,747.2357244,-24.73589742,0.569108452,746.5955174,-24.76130014,-0.110456178
2228,22.28,747.4063033,-24.74235833,0.568326451,746.7658225,-24.76311745,-0.111227256
2229,22.29,747.5768861,-24.7488707,0.567542105,746.9361219,-24.76480363,-0.112000724
2230,22.3,747.7474727,-24.75543772,0.566755435,747.1064149,-24.76635775,-0.112776573
2231,22.31,747.9180627,-24.76206259,0.565966475,747.2767006,-24.76777887,-0.113554797
2232,22.32,748.0886559,-24.7687485,0.565175268,747.446978,-24.76906606,-0.114335389
2233,22.33,748.2592522,-24.77549869,0.564381858,747.6172462,-24.77021839,-0.115118341
2234,22.34,748.4298511,-24.78231637,0.563586281,747.7875042,-24.77123492,-0.115903646
2235,22.35,748.6004526,-24.78920481,0.562788561,747.9577511,-24.77211474,-0.116691296
2236,22.36,748.7710562,-24.79616726,0.561988718,748.1279857,-24.77285693,-0.117481283
2237,22.37,748.9416617,-24.80320701,0.56118678,748.2982072,-24.77346058,-0.1182736
2238,22.38,749.112269,-24.81032735,0.560382766,748.4775615,-24.77394575,-0.119111011
2239,22.39,749.2828777,-24.81753154,0.559576485,748.6630638,-24.77428354,-0.119979912
2240,22.4,749.4534876,-24.82482279,0.558767241,748.8486333,-24.77445341,-0.120851959
2241,22.41,749.6240987,-24.83220439,0.557954075,749.0342684,-24.77445393,-0.121727144
2242,22.42,749.7947104,-24.83967966,0.557136099,749.2199679,-24.77428373,-0.12260546
2243,22.43,749.9653224,-24.84725198,0.556312687,749.4057302,-24.77394142,-0.1234869
2244,22.44,750.1359344,-24.85492471,0.555483521,749.5915542,-24.77342559,-0.124371458
2245,22.45,750.306546,-24.86270125,0.554648524,749.7774388,-24.77273487,-0.125259128
2246,22.46,750.4771569,-24.87058492,0.553807743,749.9633832,-24.77186788,-0.126149905
2247,22.47,750.6477668,-24.87857908,0.552961245,750.1372892,-24.77099239,-0.127043785
2248,22.48,750.8183753,-24.88668704,0.552109061,750.3082563,-24.77045301,-0.127940761
2249,22.49,750.9889821,-24.89491214,0.55125116,750.4792455,-24.77026003,-0.128840828
2250,22.5,751.1595868,-24.90325771,0.550387488,750.6502549,-24.77041353,-0.129743983
2251,22.51,751.3301891,-24.91172707,0.549517995,750.8212832,-24.77091363,-0.13065022
2252,22.52,751.5007886,-24.92032355,0.548642651,750.9923287,-24.77176041,-0.131559532
2253,22.53,751.6713849,-24.92905044,0.547761465,751.1633899,-24.77295396,-0.132471917
2254,22.54,751.8419775,-24.937911,0.546874488,751.3344654,-24.77449435,-0.133387368
2255,22.55,752.0125661,-24.94690848,0.545981799,751.5055538,-24.77638167,-0.134305882
2256,22.56,752.1831502,-24.95604606,0.545083396,751.6766537,-24.77861597,-0.135227454
2257,22.57,752.3537294,-24.96532687,0.544178817,751.8477641,-24.78119733,-0.136152081
2258,22.58,752.524303,-24.97475404,0.543267283,752.0188844,-24.78412582,-0.137079764
2259,22.59,752.6948707,-24.98433065,0.542348108,752.1900136,-24.7874015,-0.1380105
2260,22.6,752.8654319,-24.9940598,0.541420886,752.361151,-24.79102446,-0.138944288
2261,22.61,753.0359864,-25.00394454,0.540485561,752.5322954,-24.79499474,-0.139881125
2262,22.62,753.2065337,-25.01398794,0.539542335,752.7034454,-24.7993124,-0.140821006
2263,22.63,753.3770735,-25.02419302,0.538591551,752.8745999,-24.80397749,-0.141763928
2264,22.64,753.5476051,-25.03456285,0.537633593,753.0457572,-24.80899004,-0.142709885
2265,22.65,753.7181283,-25.04510045,0.536668828,753.2169162,-24.81435009,-0.143658873
2266,22.66,753.8886424,-25.0558089,0.535697583,753.3880753,-24.82005767,-0.144610887
2267,22.67,754.0591471,-25.06669126,0.534720162,753.5592333,-24.82611281,-0.145565923
2268,22.68,754.2296417,-25.07775061,0.533736872,753.7303888,-24.83251552,-0.146523976
2269,22.69,754.4001257,-25.08899004,0.532748043,753.9015405,-24.83926582,-0.147485041
2270,22.7,754.5705986,-25.10041261,0.531754041,754.072687,-24.84636371,-0.148449115
2271,22.71,754.7410599,-25.11202139,0.530755258,754.2438269,-24.85380921,-0.149416191
2272,22.72,754.9115091,-25.12381945,0.529752099,754.414959,-24.86160232,-0.150386266
2273,22.73,755.0819455,-25.13580979,0.528744962,754.5860818,-24.86974302,-0.151359335
2274,22.74,755.2523685,-25.14799546,0.527734245,754.7571942,-24.87823131,-0.152335393
2275,22.75,755.4227778,-25.16037941,0.52672034,754.9282947,-24.88706717,-0.153314436
2276,22.76,755.5931725,-25.17296461,0.525703619,755.0993822,-24.8962506,-0.154296458
2277,22.77,755.7635522,-25.18575394,0.524684425,755.2704553,-24.90578157,-0.155281457
2278,22.78,755.9339163,-25.19875024,0.523663056,755.441513,-24.91566006,-0.156269427
2279,22.79,756.1042641,-25.2119563,0.522639763,755.6125538,-24.92588604,-0.157260365
2280,22.8,756.2745951,-25.22537484,0.521614765,755.7835767,-24.93645948,-0.158254265
2281,22.81,756.4449087,-25.23900854,0.520588262,755.9545804,-24.94738035,-0.159251125
2282,22.82,756.6152042,-25.25286002,0.519560443,756.1255637,-24.95864861,-0.160250939
2283,22.83,756.785481,-25.26693185,0.518531484,756.2965254,-24.97026423,-0.161253703
2284,22.84,756.9557386,-25.2812266,0.517501555,756.4674645,-24.98222715,-0.162259414
2285,22.85,757.1259762,-25.29574678,0.516470803,756.6383797,-24.99453735,-0.163268067
2286,22.86,757.2961933,-25.3104949,0.515439351,756.8092699,-25.00719476,-0.164279659
2287,22.87,757.4663891,-25.32547342,0.514407297,756.9801341,-25.02019935,-0.165294186
2288,22.88,757.636563,-25.34068482,0.513374709,757.1509711,-25.03355107,-0.166311644
2289,22.89,757.8067144,-25.35613153,0.512341624,757.3217799,-25.04724985,-0.167332029
2290,22.9,757.9768425,-25.37181598,0.511308044,757.4925593,-25.06129566,-0.168355338
2291,22.91,758.1469468,-25.38774056,0.510273948,757.6633085,-25.07568842,-0.169381567
2292,22.92,758.3170264,-25.40390762,0.509239297,757.8340262,-25.09042809,-0.170410713
2293,22.93,758.4870807,-25.42031952,0.508204037,758.0047115,-25.1055146,-0.171442772
2294,22.94,758.6571091,-25.43697857,0.507168105,758.1753633,-25.12094789,-0.17247774
2295,22.95,758.8271107,-25.45388706,0.506131433,758.3459806,-25.1367279,-0.173515614
2296,22.96,758.9970849,-25.47104726,0.505093944,758.5165623,-25.15285456,-0.174556391
2297,22.97,759.1670309,-25.48846144,0.50405555,758.6871076,-25.1693278,-0.175600066
2298,22.98,759.3369479,-25.50613182,0.503016154,758.8576153,-25.18614755,-0.176646638
2299,22.99,759.5068354,-25.52406064,0.501975648,759.0280845,-25.20331375,-0.177696101
2300,23,759.6766924,-25.54225011,0.500933922,759.1985142,-25.22082633,-0.178748454
2301,23.01,759.8465182,-25.56070245,0.499890872,759.3689035,-25.2386852,-0.179803692
2302,23.02,760.016312,-25.57941987,0.498846407,759.5392513,-25.2568903,-0.180861813
2303,23.03,760.1860731,-25.59840457,0.497800426,759.7095568,-25.27544156,-0.181922814
2304,23.04,760.3558005,-25.61765876,0.496752821,759.879819,-25.29433889,-0.18298669
2305,23.05,760.5254936,-25.63718466,0.495703475,760.0500369,-25.31358223,-0.184053441
2306,23.06,760.6951514,-25.65698447,0.494652263,760.2202098,-25.33317149,-0.185123061
2307,23.07,760.8647732,-25.6770604,0.493599044,760.3903365,-25.3531066,-0.186195549
2308,23.08,761.0343581,-25.69741464,0.492543673,760.5604162,-25.37338748,-0.187270901
2309,23.09,761.2039052,-25.71804939,0.491486008,760.730448,-25.39401403,-0.188349113
2310,23.1,761.3734136,-25.73896684,0.490425912,760.9004308,-25.41498617,-0.189430183
2311,23.11,761.5428826,-25.76016917,0.489363261,761.0703638,-25.43630382,-0.190514107
2312,23.12,761.7123111,-25.78165855,0.48829794,761.240246,-25.45796688,-0.191600882
2313,23.13,761.8816982,-25.80343716,0.487229849,761.4100765,-25.47997526,-0.192690506
2314,23.14,762.0510432,-25.82550716,0.486158902,761.5798544,-25.50232888,-0.193782974
2315,23.15,762.2203449,-25.84787069,0.485085024,761.7495787,-25.52502764,-0.194878285
2316,23.16,762.3896026,-25.87052987,0.484008151,761.9192486,-25.54807146,-0.195976434
2317,23.17,762.5588152,-25.89348681,0.482928227,762.0888632,-25.57146022,-0.197077419
2318,23.18,762.7279818,-25.91674357,0.481845199,762.2584208,-25.59519376,-0.198181232
2319,23.19,762.8971015,-25.94030219,0.480759018,762.4279182,-25.6192716,-0.199287855
2320,23.2,763.0661733,-25.96416464,0.479669637,762.5973541,-25.64369362,-0.200397282
2321,23.21,763.2351962,-25.98833287,0.478577009,762.7667278,-25.66845967,-0.20150951
2322,23.22,763.4041694,-26.01280875,0.477481088,762.9360384,-25.69356966,-0.202624537
2323,23.23,763.5730918,-26.0375941,0.476381829,763.1052849,-25.71902347,-0.20374236
2324,23.24,763.7419624,-26.06269066,0.47527918,763.2744666,-25.74482097,-0.204862974
2325,23.25,763.9107805,-26.08810012,0.474173091,763.4435826,-25.77096205,-0.205986379
2326,23.26,764.0795449,-26.11382408,0.473063505,763.6126321,-25.79744658,-0.20711257
2327,23.27,764.2482549,-26.13986406,0.471950357,763.7816154,-25.82427464,-0.208241545
2328,23.28,764.4169093,-26.16622155,0.470833575,763.9505337,-25.85144636,-0.209373301
2329,23.29,764.5855074,-26.19289793,0.469713092,764.1193862,-25.87896153,-0.210507835
2330,23.3,764.7540482,-26.21989456,0.468588846,764.2881721,-25.90681994,-0.211645144
2331,23.31,764.9225307,-26.2472127,0.46746078,764.4568907,-25.93502136,-0.212785227
2332,23.32,765.0909541,-26.27485359,0.46632885,764.6255412,-25.9635656,-0.21392808
2333,23.33,765.2593175,-26.30281838,0.465193016,764.7941227,-25.99245243,-0.215073701
2334,23.34,765.4276199,-26.33110819,0.464053246,764.9626346,-26.02168165,-0.216222087
2335,23.35,765.5958604,-26.35972408,0.462909516,765.1310762,-26.05125305,-0.217373236
2336,23.36,765.7640382,-26.38866704,0.461761812,765.2994465,-26.08116641,-0.218527146
2337,23.37,765.9321523,-26.41793805,0.460610126,765.467745,-26.11142152,-0.219683814
2338,23.38,766.1002019,-26.44753803,0.459454463,765.6359708,-26.14201819,-0.220843237
2339,23.39,766.2681861,-26.47746785,0.458294838,765.8041233,-26.17295619,-0.222005415
2340,23.4,766.4361039,-26.50772835,0.457131274,765.9722017,-26.20423532,-0.223170343
2341,23.41,766.6039545,-26.53832032,0.455963803,766.1402052,-26.23585537,-0.224338021
2342,23.42,766.7717371,-26.56924453,0.454792464,766.3081333,-26.26781614,-0.225508445
2343,23.43,766.9394507,-26.60050169,0.453617303,766.475985,-26.30011741,-0.226681613
2344,23.44,767.1070946,-26.63209246,0.45243837,766.6437597,-26.33275897,-0.227857524
2345,23.45,767.2746677,-26.66401745,0.451255723,766.8114568,-26.36574062,-0.229036176
2346,23.46,767.4421693,-26.69627725,0.450069417,766.9790754,-26.39906216,-0.230217565
2347,23.47,767.6095986,-26.72887236,0.448879513,767.1466148,-26.43272337,-0.23140169
2348,23.48,767.7769547,-26.76180326,0.447686071,767.3140745,-26.46672405,-0.232588548
2349,23.49,767.9442367,-26.79507036,0.446489152,767.4814536,-26.501064,-0.233778139
2350,23.5,768.1114438,-26.82867404,0.445288817,767.6487514,-26.53574301,-0.234970459
2351,23.51,768.2785753,-26.86261462,0.44408513,767.8159673,-26.57076087,-0.236165507
2352,23.52,768.4456303,-26.89689239,0.442878153,767.9831006,-26.60611739,-0.23736328
2353,23.53,768.612608,-26.9315076,0.44166795,768.1501506,-26.64181235,-0.238563777
2354,23.54,768.7795077,-26.96646046,0.440454584,768.3171165,-26.67784556,-0.239766996
2355,23.55,768.9463284,-27.00175117,0.439238115,768.4839978,-26.71421682,-0.240972935
2356,23.56,769.1130695,-27.03737989,0.438018604,768.6507936,-26.75092591,-0.242181591
2357,23.57,769.2797302,-27.07334677,0.43679611,768.8175034,-26.78797265,-0.243392963
2358,23.58,769.4463096,-27.10965194,0.435570689,768.9841264,-26.82535682,-0.244607049
2359,23.59,769.612807,-27.14629553,0.434342396,769.1506619,-26.86307822,-0.245823847
2360,23.6,769.7792215,-27.18327766,0.433111287,769.3171093,-26.90113666,-0.247043356
2361,23.61,769.9455525,-27.22059846,0.431877413,769.4834679,-26.93953193,-0.248265572
2362,23.62,770.1117991,-27.25825804,0.430640827,769.649737,-26.97826383,-0.249490495
2363,23.63,770.2779605,-27.29625651,0.429401579,769.8159159,-27.01733216,-0.250718122
2364,23.64,770.4440359,-27.33459399,0.428159717,769.9820039,-27.05673672,-0.251948452
2365,23.65,770.6100246,-27.37327059,0.426915287,770.1480003,-27.0964773,-0.253181483
2366,23.66,770.7759257,-27.41228641,0.425668331,770.3139045,-27.1365537,-0.254417212
