`,Time,x,y,z,traj_tx,traj_ty,traj_tz
3423,34.23,813.5759951,-169.9088692,-2.043927936,813.7837595,-169.3219566,-2.715131538
3424,34.24,813.4898356,-170.0539745,-2.046953927,813.6993048,-169.4680392,-2.718154937
3425,34.25,813.4036555,-170.1990741,-2.049981389,813.6148476,-169.6141262,-2.721179371
3426,34.26,813.3174536,-170.3441671,-2.053010276,813.5303878,-169.7602174,-2.724204838
3427,34.27,813.2312287,-170.4892528,-2.056040539,813.4459254,-169.9063129,-2.727231336
3428,34.28,813.1449798,-170.6343306,-2.059072131,813.3614606,-170.0524126,-2.730258862
3429,34.29,813.0587056,-170.7793995,-2.062105008,813.2769933,-170.1985164,-2.733287415
3430,34.3,812.9724047,-170.9244588,-2.065139124,813.1925236,-170.3446243,-2.736316992
3431,34.31,812.886076,-171.0695076,-2.068174439,813.1080515,-170.4907362,-2.73934759
3432,34.32,812.799718,-171.2145451,-2.071210913,813.023577,-170.6368521,-2.742379206
3433,34.33,812.7133294,-171.3595704,-2.074248519,812.9391002,-170.7829719,-2.745411839
3434,34.34,812.6269087,-171.5045826,-2.077287232,812.8546212,-170.9290954,-2.748445484
3435,34.35,812.5404545,-171.6495807,-2.080327028,812.7701398,-171.0752227,-2.751480141
3436,34.36,812.4539654,-171.7945638,-2.083367875,812.6856563,-171.2213537,-2.754515805
3437,34.37,812.3674397,-171.939531,-2.086409734,812.6011707,-171.3674883,-2.757552473
3438,34.38,812.280876,-172.0844811,-2.089452554,812.5166829,-171.5136263,-2.760590144
3439,34.39,812.1942725,-172.2294132,-2.092496277,812.4321931,-171.6597679,-2.763628814
3440,34.4,812.1076277,-172.3743262,-2.09554084,812.3477012,-171.8059128,-2.76666848
3441,34.41,812.0209399,-172.519219,-2.09858619,812.2632074,-171.9520609,-2.76970914
3442,34.42,811.9342074,-172.6640905,-2.101632291,812.1787116,-172.0982123,-2.77275079
3443,34.43,811.8474284,-172.8089396,-2.104679122,812.094214,-172.2443668,-2.775793426
3444,34.44,811.7606012,-172.9537652,-2.107726677,812.0097146,-172.3905242,-2.778837046
3445,34.45,811.6737239,-173.098566,-2.110774952,811.9252134,-172.5366846,-2.781881646
3446,34.46,811.5867948,-173.243341,-2.113823939,811.8407106,-172.6828477,-2.784927221
3447,34.47,811.4998121,-173.3880888,-2.116873613,811.7562062,-172.8290134,-2.787973769
3448,34.48,811.4127737,-173.5328083,-2.119923943,811.6717002,-172.9751817,-2.791021285
3449,34.49,811.3256779,-173.6774983,-2.122974894,811.5871928,-173.1213524,-2.794069766
3450,34.5,811.2385227,-173.8221574,-2.126026434,811.5026839,-173.2675254,-2.797119208
3451,34.51,811.1513062,-173.9667844,-2.129078547,811.4181738,-173.4137005,-2.800169608
3452,34.52,811.0640264,-174.111378,-2.132131231,811.3336624,-173.5598777,-2.80322096
3453,34.53,810.9766814,-174.255937,-2.135184491,811.2491498,-173.7060568,-2.806273261
3454,34.54,810.8892691,-174.4004599,-2.138238335,811.1646361,-173.8522376,-2.809326506
3455,34.55,810.8017875,-174.5449454,-2.141292763,811.0801215,-173.99842,-2.81238069
3456,34.56,810.7142347,-174.6893923,-2.144347767,810.995606,-174.1446038,-2.81543581
3457,34.57,810.6266085,-174.833799,-2.147403338,810.9110897,-174.2907888,-2.818491859
3458,34.58,810.538907,-174.9781643,-2.150459474,810.8265726,-174.436975,-2.821548834
3459,34.59,810.451128,-175.1224867,-2.153516189,810.742055,-174.5831621,-2.82460673
3460,34.6,810.3632695,-175.2667649,-2.156573518,810.6575368,-174.7293499,-2.827665542
3461,34.61,810.2753294,-175.4109975,-2.159631504,810.5730182,-174.8755383,-2.830725264
3462,34.62,810.1873056,-175.555183,-2.16269018,810.4884994,-175.0217271,-2.833785891
3463,34.63,810.099196,-175.6993199,-2.165749555,810.4039804,-175.1679161,-2.836847418
3464,34.64,810.0109986,-175.8434069,-2.168809608,810.3194613,-175.3141051,-2.839909839
3465,34.65,809.9227112,-175.9874425,-2.171870315,810.2349422,-175.4602939,-2.84297315
3466,34.66,809.8343316,-176.1314251,-2.17493166,810.1504232,-175.6064823,-2.846037346
3467,34.67,809.7458578,-176.2753534,-2.177993642,810.0659046,-175.7526702,-2.849102419
3468,34.68,809.6572876,-176.4192258,-2.181056282,809.9813863,-175.8988573,-2.852168366
3469,34.69,809.5686188,-176.5630407,-2.184119629,809.8968685,-176.0450433,-2.855235179
3470,34.7,809.4798492,-176.7067968,-2.187183737,809.8123514,-176.1912281,-2.858302851
3471,34.71,809.3909766,-176.8504923,-2.190248647,809.727835,-176.3374114,-2.861371377
3472,34.72,809.301999,-176.9941259,-2.19331439,809.6433197,-176.4835929,-2.864440749
3473,34.73,809.212914,-177.1376959,-2.196380986,809.5588055,-176.6297724,-2.867510961
3474,34.74,809.1237197,-177.2812007,-2.199448442,809.4742925,-176.7759495,-2.870582004
3475,34.75,809.0344138,-177.4246389,-2.202516767,809.387012,-176.9269134,-2.873754536
3476,34.76,808.9449942,-177.5680092,-2.205586406,809.2974526,-177.0818186,-2.87701087
3477,34.77,808.8554588,-177.7113104,-2.208659029,809.2078831,-177.2367413,-2.880268556
3478,34.78,808.7658056,-177.8545408,-2.211736987,809.1183043,-177.39168,-2.883527561
3479,34.79,808.6760323,-177.997699,-2.21482247,809.0287171,-177.5466331,-2.88678785
3480,34.8,808.5861368,-178.1407829,-2.217917037,808.9391222,-177.7015992,-2.890049396
3481,34.81,808.4961167,-178.2837908,-2.221021638,808.8495203,-177.8565774,-2.893312173
3482,34.82,808.4059698,-178.4267208,-2.224136685,808.7599119,-178.0115667,-2.896576163
3483,34.83,808.3156937,-178.5695713,-2.22726216,808.6702973,-178.1665667,-2.899841352
3484,34.84,808.2252862,-178.7123405,-2.230397807,808.5838486,-178.315939,-2.903107731
3485,34.85,808.1347451,-178.8550269,-2.23354341,808.4988391,-178.4621846,-2.906375288
3486,34.86,808.0440683,-178.9976288,-2.236698857,808.4135324,-178.6082703,-2.909644013
3487,34.87,807.9532535,-179.1401446,-2.239864117,808.3279291,-178.754195,-2.912913893
3488,34.88,807.8622987,-179.2825727,-2.243039184,808.2420299,-178.8999576,-2.916184916
3489,34.89,807.7712018,-179.4249113,-2.246224012,808.1558353,-179.0455571,-2.919457068
3490,34.9,807.6799606,-179.5671588,-2.249418476,808.069346,-179.1909922,-2.922730339
3491,34.91,807.588573,-179.7093134,-2.252622369,807.9825627,-179.336262,-2.926004716
3492,34.92,807.497037,-179.8513736,-2.255835396,807.8954858,-179.4813654,-2.929280191
3493,34.93,807.4053506,-179.9933378,-2.259057342,807.8081161,-179.6263017,-2.932556754
3494,34.94,807.3135122,-180.1352041,-2.262288965,807.7204535,-179.7710706,-2.935834414
3495,34.95,807.2215202,-180.276971,-2.265531995,807.6324978,-179.9156724,-2.939113191
3496,34.96,807.1293728,-180.4186367,-2.268788054,807.5442488,-180.0601075,-2.942393107
3497,34.97,807.0370681,-180.5601996,-2.272058023,807.4557065,-180.204376,-2.945674174
3498,34.98,806.9446044,-180.7016583,-2.275341928,807.366871,-180.3484775,-2.948956397
3499,34.99,806.8519796,-180.8430112,-2.278639143,807.2777429,-180.4924111,-2.952239768
3500,35,806.7591918,-180.9842569,-2.281948681,807.1883227,-180.6361758,-2.955524276
3501,35.01,806.6662391,-181.1253938,-2.285269429,807.0986112,-180.7797704,-2.958809908
3502,35.02,806.5731194,-181.2664202,-2.2886003,807.0086089,-180.9231939,-2.962096652
3503,35.03,806.479831,-181.4073344,-2.291940272,806.9183167,-181.066445,-2.965384494
3504,35.04,806.3863718,-181.5481348,-2.295288388,806.827735,-181.2095229,-2.968673424
3505,35.05,806.2927399,-181.6888196,-2.298643718,806.7368646,-181.3524264,-2.97196343
3506,35.06,806.1989333,-181.8293871,-2.302005336,806.645706,-181.4951545,-2.9752545
3507,35.07,806.1049503,-181.9698357,-2.305372307,806.55426,-181.6377062,-2.978546622
3508,35.08,806.010789,-182.1101637,-2.308743682,806.4625272,-181.7800803,-2.981839785
3509,35.09,805.9164474,-182.2503693,-2.312118503,806.3705082,-181.9222759,-2.985133977
3510,35.1,805.8219239,-182.3904511,-2.315495826,806.2782039,-182.0642919,-2.988429185
3511,35.11,805.7272168,-182.5304073,-2.318874737,806.1856147,-182.2061273,-2.991725398
3512,35.12,805.6323243,-182.6702364,-2.322254357,806.0927414,-182.3477809,-2.995022605
3513,35.13,805.5372448,-182.8099368,-2.325633852,805.9995846,-182.489252,-2.998320796
3514,35.14,805.4419768,-182.9495071,-2.329012439,805.9061449,-182.6305394,-3.001619959
3515,35.15,805.3465188,-183.0889457,-2.332389392,805.8124231,-182.7716423,-3.004920086
3516,35.16,805.2508692,-183.228251,-2.335764053,805.7184196,-182.9125596,-3.008221166
3517,35.17,805.1550265,-183.3674216,-2.339135835,805.6241351,-183.0532906,-3.011523191
3518,35.18,805.0589894,-183.506456,-2.342504227,805.5295703,-183.1938343,-3.014826152
3519,35.19,804.9627565,-183.6453528,-2.345868797,805.4347257,-183.3341899,-3.018130041
3520,35.2,804.8663262,-183.7841104,-2.349229188,805.3396018,-183.4743564,-3.021434849
3521,35.21,804.7696974,-183.9227274,-2.35258511,805.2441994,-183.614333,-3.024740568
3522,35.22,804.6728687,-184.0612024,-2.355936344,805.1485189,-183.7541189,-3.028047192
3523,35.23,804.5758387,-184.1995339,-2.35928273,805.0525609,-183.8937133,-3.031354712
3524,35.24,804.4786062,-184.3377205,-2.362624171,804.9563261,-184.0331154,-3.034663122
3525,35.25,804.38117,-184.4757607,-2.36596062,804.8598149,-184.1723243,-3.037972415
3526,35.26,804.2835288,-184.6136531,-2.369292082,804.763028,-184.3113393,-3.041282585
3527,35.27,804.1856812,-184.7513962,-2.372618612,804.6659657,-184.4501596,-3.044593626
3528,35.28,804.0876261,-184.8889886,-2.37594031,804.5686288,-184.5887846,-3.047905533
3529,35.29,803.9893622,-185.0264287,-2.379257327,804.4710177,-184.7272133,-3.051218299
3530,35.3,803.8908883,-185.163715,-2.382569852,804.3731329,-184.8654452,-3.054531919
3531,35.31,803.7922031,-185.3008462,-2.38587811,804.2749751,-185.0034795,-3.057846389
3532,35.32,803.6933053,-185.4378206,-2.389182349,804.1765446,-185.1413154,-3.061161703
3533,35.33,803.5941939,-185.5746368,-2.392482824,804.077842,-185.2789524,-3.064477855
3534,35.34,803.4948674,-185.7112932,-2.395779794,803.9788679,-185.4163895,-3.067794843
3535,35.35,803.3953247,-185.8477883,-2.399073528,803.8796227,-185.5536263,-3.07111266
3536,35.36,803.2955646,-185.9841205,-2.40236431,803.7801069,-185.6906619,-3.074431302
3537,35.37,803.1955858,-186.1202883,-2.405652442,803.6803211,-185.8274957,-3.077750765
3538,35.38,803.0953872,-186.2562902,-2.408938237,803.5802658,-185.964127,-3.081071043
3539,35.39,802.9949676,-186.3921246,-2.412222022,803.4799416,-186.100555,-3.084392133
3540,35.4,802.8943258,-186.52779,-2.41550413,803.3793488,-186.2367792,-3.08771403
3541,35.41,802.7934606,-186.6632849,-2.418784905,803.2784881,-186.3727988,-3.091036728
3542,35.42,802.692371,-186.7986076,-2.422064687,803.1773599,-186.5086131,-3.094360222
3543,35.43,802.5910557,-186.9337568,-2.425343811,803.0759649,-186.6442214,-3.097684509
3544,35.44,802.4895137,-187.0687307,-2.428622601,802.9743035,-186.779623,-3.101009583
3545,35.45,802.3877439,-187.203528,-2.431901367,802.8723762,-186.9148173,-3.104335439
3546,35.46,802.2857453,-187.3381471,-2.435180413,802.7701836,-187.0498035,-3.107662074
3547,35.47,802.1835167,-187.4725865,-2.438460021,802.6677262,-187.184581,-3.110989482
3548,35.48,802.0810571,-187.6068446,-2.441740459,802.5650045,-187.3191491,-3.114317659
3549,35.49,801.9783655,-187.7409198,-2.445021975,802.462019,-187.4535071,-3.117646601
3550,35.5,801.8754409,-187.8748108,-2.448304801,802.3587703,-187.5876544,-3.120976303
3551,35.51,801.7722822,-188.0085158,-2.451589148,802.2552589,-187.7215903,-3.12430676
3552,35.52,801.6688884,-188.1420334,-2.454875212,802.1514853,-187.8553141,-3.127637969
3553,35.53,801.5652586,-188.2753621,-2.458163172,802.0474499,-187.9888252,-3.130969925
3554,35.54,801.4613919,-188.4085004,-2.461453193,801.9431534,-188.1221229,-3.134302625
3555,35.55,801.3572873,-188.5414467,-2.464745432,801.8385962,-188.2552065,-3.137636064
3556,35.56,801.2529441,-188.6741997,-2.468040032,801.7337788,-188.3880756,-3.140970238
3557,35.57,801.1483613,-188.8067579,-2.471337124,801.6287019,-188.5207291,-3.144305141
3558,35.58,801.0435383,-188.9391198,-2.474636822,801.5233676,-188.6531647,-3.147640718
3559,35.59,800.9384742,-189.0712842,-2.477939228,801.4177766,-188.7853811,-3.150976956
3560,35.6,800.8331684,-189.2032495,-2.481244427,801.3119295,-188.9173778,-3.154313849
3561,35.61,800.7276202,-189.3350144,-2.484552487,801.2058269,-189.0491541,-3.157651395
3562,35.62,800.621829,-189.4665778,-2.487863461,801.0994692,-189.1807096,-3.160989592
3563,35.63,800.5157942,-189.5979382,-2.491177389,800.9928568,-189.3120435,-3.164328435
3564,35.64,800.4095153,-189.7290944,-2.494494298,800.8859904,-189.4431555,-3.167667924
3565,35.65,800.3029918,-189.8600452,-2.4978142,800.7788704,-189.5740447,-3.171008055
3566,35.66,800.1962232,-189.9907894,-2.501137093,800.6714969,-189.7047111,-3.174348826
3567,35.67,800.0892092,-190.1213257,-2.504462968,800.563869,-189.835156,-3.177690236
3568,35.68,799.9819493,-190.2516531,-2.507791808,800.455987,-189.9653792,-3.181032281
3569,35.69,799.8744432,-190.3817703,-2.511123587,800.3478514,-190.0953802,-3.184374961
3570,35.7,799.7666905,-190.5116763,-2.514458263,800.2394627,-190.2251585,-3.187718273
3571,35.71,799.658691,-190.6413699,-2.517795781,800.1308214,-190.3547138,-3.191062216
3572,35.72,799.5504444,-190.7708501,-2.521136067,800.0219281,-190.4840454,-3.194406788
3573,35.73,799.4419504,-190.9001158,-2.524479034,799.9127833,-190.6131531,-3.197751989
3574,35.74,799.3332089,-191.029166,-2.527824583,799.8033876,-190.7420362,-3.201097816
3575,35.75,799.2242196,-191.1579995,-2.531172603,799.6937413,-190.8706943,-3.204444268
3576,35.76,799.1149825,-191.2866156,-2.534522978,799.5838451,-190.9991271,-3.207791345
3577,35.77,799.0054974,-191.4150131,-2.537875586,799.4736995,-191.1273341,-3.211139045
3578,35.78,798.8957643,-191.5431911,-2.541230302,799.3633049,-191.2553147,-3.214487368
3579,35.79,798.7857832,-191.6711488,-2.544586992,799.2526619,-191.3830687,-3.217836313
3580,35.8,798.6755539,-191.7988852,-2.547945521,799.1417709,-191.5105955,-3.22118588
3581,35.81,798.5650766,-191.9263994,-2.551305749,799.0306324,-191.6378948,-3.224536067
3582,35.82,798.4543514,-192.0536907,-2.554667539,798.919247,-191.7649661,-3.227886875
3583,35.83,798.3433782,-192.1807582,-2.558030755,798.8076151,-191.8918089,-3.231238303
3584,35.84,798.2321574,-192.3076012,-2.561395263,798.6957372,-192.018423,-3.23459035
3585,35.85,798.1206889,-192.4342188,-2.564760934,798.5836138,-192.1448078,-3.237943017
3586,35.86,798.008973,-192.5606104,-2.56812764,798.4712454,-192.2709629,-3.241296303
3587,35.87,797.8970098,-192.6867751,-2.571495249,798.3586324,-192.3968879,-3.244650208
3588,35.88,797.7847997,-192.8127123,-2.574863637,798.2457754,-192.5225825,-3.248004733
3589,35.89,797.6723428,-192.9384213,-2.578232684,798.1326747,-192.6480462,-3.251359876
3590,35.9,797.5596394,-193.0639015,-2.58160228,798.0193309,-192.7732785,-3.254715638
3591,35.91,797.4466897,-193.189152,-2.584972316,797.9057445,-192.8982792,-3.258072019
3592,35.92,797.3334941,-193.3141723,-2.588342693,797.7919158,-193.0230477,-3.261429019
3593,35.93,797.2200527,-193.4389616,-2.591713316,797.6778455,-193.1475836,-3.264786637
3594,35.94,797.1063659,-193.5635194,-2.595084098,797.563534,-193.2718866,-3.268144873
3595,35.95,796.9924341,-193.6878449,-2.598454961,797.4489817,-193.3959562,-3.271503728
3596,35.96,796.8782574,-193.8119376,-2.601825838,797.3341891,-193.519792,-3.2748632
3597,35.97,796.7638362,-193.9357968,-2.605196666,797.2191568,-193.6433936,-3.278223291
3598,35.98,796.6491708,-194.0594217,-2.608567396,797.1038851,-193.7667605,-3.281583998
3599,35.99,796.5342615,-194.1828119,-2.611937984,796.9883746,-193.8898924,-3.284945322
3600,36,796.4191088,-194.3059667,-2.615308397,796.8726258,-194.0127888,-3.288307263
3601,36.01,796.3037128,-194.4288854,-2.618678607,796.7566391,-194.1354492,-3.291669819
3602,36.02,796.188074,-194.5515674,-2.622048596,796.6404151,-194.2578733,-3.295032991
3603,36.03,796.0721926,-194.674012,-2.625418354,796.5239542,-194.3800605,-3.298396777
3604,36.04,795.9560691,-194.7962188,-2.628787877,796.4072569,-194.5020106,-3.301761177
3605,36.05,795.8397038,-194.9181871,-2.632157171,796.2903237,-194.6237229,-3.30512619
3606,36.06,795.723097,-195.0399162,-2.635526245,796.1731552,-194.7451972,-3.308491815
3607,36.07,795.6062492,-195.1614056,-2.638895109,796.0557517,-194.8664329,-3.311858052
3608,36.08,795.4891606,-195.2826546,-2.642263779,795.9381138,-194.9874296,-3.3152249
3609,36.09,795.3718318,-195.4036628,-2.645632277,795.8202421,-195.1081869,-3.318592357
3610,36.1,795.254263,-195.5244294,-2.649000631,795.7021369,-195.2287043,-3.321960424
3611,36.11,795.1364547,-195.644954,-2.652368871,795.5837988,-195.3489814,-3.325329098
3612,36.12,795.0184073,-195.7652358,-2.655737032,795.4652283,-195.4690177,-3.32869838
3613,36.13,794.9001211,-195.8852745,-2.65910515,795.3464258,-195.5888128,-3.332068268
3614,36.14,794.7815965,-196.0050693,-2.662473264,795.227392,-195.7083662,-3.335438761
3615,36.15,794.6628341,-196.1246197,-2.665841418,795.1081272,-195.8276776,-3.338809858
3616,36.16,794.5438341,-196.2439252,-2.669209659,794.9886321,-195.9467464,-3.342181559
3617,36.17,794.424597,-196.3629852,-2.672578034,794.868907,-196.0655722,-3.345553861
3618,36.18,794.3051233,-196.481799,-2.675946594,794.7489525,-196.1841545,-3.348926765
3619,36.19,794.1854133,-196.6003663,-2.679315391,794.6287691,-196.302493,-3.352300269
3620,36.2,794.0654674,-196.7186863,-2.682684474,794.5083573,-196.4205871,-3.355674371
3621,36.21,793.9452862,-196.8367587,-2.686053893,794.3877176,-196.5384364,-3.359049072
3622,36.22,793.8248699,-196.9545827,-2.689423701,794.2668504,-196.6560405,-3.362424369
3623,36.23,793.7042191,-197.0721578,-2.692793948,794.1457564,-196.7733989,-3.365800262
3624,36.24,793.5833343,-197.1894836,-2.696164685,794.024436,-196.8905111,-3.36917675
3625,36.25,793.4622157,-197.3065594,-2.699535962,793.9028897,-197.0073768,-3.372553832
3626,36.26,793.3408639,-197.4233847,-2.702907827,793.781118,-197.1239955,-3.375931507
3627,36.27,793.2192794,-197.539959,-2.706280327,793.6591213,-197.2403666,-3.379309773
3628,36.28,793.0974625,-197.6562818,-2.709653507,793.5369003,-197.3564899,-3.38268863
3629,36.29,792.9754137,-197.7723524,-2.713027413,793.4144553,-197.4723648,-3.386068077
3630,36.3,792.8531336,-197.8881705,-2.716402087,793.291787,-197.5879909,-3.389448113
3631,36.31,792.7306225,-198.0037354,-2.71977757,793.1688957,-197.7033677,-3.392828736
3632,36.32,792.6078809,-198.1190466,-2.7231539,793.045782,-197.8184948,-3.396209947
3633,36.33,792.4849093,-198.2341037,-2.726531114,792.9224464,-197.9333718,-3.399591743
3634,36.34,792.3617082,-198.3489061,-2.729909243,792.7988894,-198.0479983,-3.402974125
3635,36.35,792.238278,-198.4634534,-2.733288318,792.6751114,-198.1623737,-3.406357091
3636,36.36,792.1146193,-198.577745,-2.736668365,792.551113,-198.2764976,-3.40974064
3637,36.37,791.9907326,-198.6917804,-2.740049407,792.4268946,-198.3903697,-3.413124772
3638,36.38,791.8666182,-198.8055591,-2.743431465,792.3024567,-198.5039894,-3.416509486
3639,36.39,791.7422768,-198.9190807,-2.746814554,792.1777999,-198.6173564,-3.419894781
3640,36.4,791.6177088,-199.0323446,-2.750198689,792.0529257,-198.7304691,-3.423280626
3641,36.41,791.4929148,-199.1453505,-2.753583879,791.9278359,-198.843326,-3.426666984
3642,36.42,791.3678951,-199.2580978,-2.75697013,791.802531,-198.9559267,-3.430053857
3643,36.43,791.2426505,-199.370586,-2.760357445,791.6770115,-199.0682708,-3.433441243
3644,36.44,791.1171813,-199.4828147,-2.763745822,791.5512779,-199.1803578,-3.436829142
3645,36.45,790.9914882,-199.5947835,-2.767135253,791.4253307,-199.2921874,-3.440217553
3646,36.46,790.8655715,-199.7064918,-2.770525731,791.2991703,-199.403759,-3.443606476
3647,36.47,790.7394319,-199.8179392,-2.773917242,791.1727972,-199.5150725,-3.446995911
3648,36.48,790.6130699,-199.9291252,-2.777309769,791.046212,-199.6261272,-3.450385856
3649,36.49,790.486486,-200.0400495,-2.780703291,790.9194137,-199.7369239,-3.453776312
3650,36.5,790.3596807,-200.1507115,-2.78409778,790.7924019,-199.8474634,-3.457167278
3651,36.51,790.2326546,-200.2611108,-2.787493211,790.6651771,-199.9577452,-3.460558754
3652,36.52,790.1054081,-200.371247,-2.790889552,790.5377398,-200.0677691,-3.46395074
3653,36.53,789.977942,-200.4811196,-2.794286773,790.4100906,-200.1775346,-3.467343235
3654,36.54,789.8502566,-200.5907282,-2.797684839,790.2822299,-200.2870415,-3.47073624
3655,36.55,789.7223525,-200.7000723,-2.801083713,790.1541584,-200.3962893,-3.474129754
3656,36.56,789.5942304,-200.8091516,-2.804483359,790.0258766,-200.5052779,-3.477523777
3657,36.57,789.4658906,-200.9179656,-2.80788374,789.8973849,-200.6140068,-3.480918308
3658,36.58,789.3373338,-201.0265138,-2.811284819,789.768684,-200.7224758,-3.484313348
3659,36.59,789.2085606,-201.1347959,-2.81468656,789.6397744,-200.8306844,-3.487708897
3660,36.6,789.0795715,-201.2428114,-2.818088927,789.5106566,-200.9386324,-3.491104953
3661,36.61,788.950367,-201.35056,-2.821491885,789.3813311,-201.0463194,-3.494501518
3662,36.62,788.8209477,-201.4580411,-2.8248954,789.2517985,-201.1537451,-3.497898591
3663,36.63,788.6913142,-201.5652545,-2.828299439,789.1220593,-201.2609092,-3.501296172
3664,36.64,788.561467,-201.6721997,-2.831703969,788.9921141,-201.3678113,-3.50469426
3665,36.65,788.4314067,-201.7788762,-2.835108961,788.8619633,-201.4744511,-3.508092855
3666,36.66,788.3011338,-201.8852837,-2.838514387,788.7316075,-201.5808282,-3.511491957
3667,36.67,788.170649,-201.9914218,-2.841920221,788.6010473,-201.6869424,-3.514891566
3668,36.68,788.0399527,-202.09729,-2.84532644,788.4702832,-201.7927932,-3.518291682
3669,36.69,787.9090456,-202.2028881,-2.848733021,788.3393157,-201.8983804,-3.521692303
3670,36.7,787.7779283,-202.3082155,-2.852139947,788.2081453,-202.0037035,-3.525093431
3671,36.71,787.6466012,-202.4132718,-2.855547198,788.0767726,-202.1087624,-3.528495065
3672,36.72,787.515065,-202.5180568,-2.858954761,787.9451982,-202.2135566,-3.531897205
3673,36.73,787.3833202,-202.62257,-2.862362622,787.8134224,-202.3180857,-3.535299849
3674,36.74,787.2513674,-202.7268109,-2.865770772,787.681446,-202.4223496,-3.538702999
3675,36.75,787.1192072,-202.8307793,-2.869179202,787.5492694,-202.5263477,-3.542106654
3676,36.76,786.9868402,-202.9344747,-2.872587906,787.4168931,-202.6300798,-3.545510813
3677,36.77,786.8542668,-203.0378968,-2.87599688,787.2843178,-202.7335455,-3.548915476
3678,36.78,786.7214878,-203.1410451,-2.879406122,787.1515438,-202.8367446,-3.552320643
3679,36.79,786.5885037,-203.2439193,-2.882815632,787.0185718,-202.9396766,-3.555726313
3680,36.8,786.4553151,-203.346519,-2.886225412,786.8854023,-203.0423412,-3.559132487
3681,36.81,786.3219225,-203.4488438,-2.889635464,786.7520358,-203.144738,-3.562539163
3682,36.82,786.1883266,-203.5508935,-2.893045791,786.6184729,-203.2468668,-3.565946342
3683,36.83,786.0545278,-203.6526675,-2.896456399,786.4847141,-203.3487272,-3.569354023
3684,36.84,785.9205269,-203.7541655,-2.899867293,786.3507599,-203.4503189,-3.572762206
3685,36.85,785.7863244,-203.8553872,-2.903278482,786.2166109,-203.5516414,-3.57617089
3686,36.86,785.6519209,-203.9563322,-2.906689973,786.0822675,-203.6526945,-3.579580076
3687,36.87,785.5173169,-204.0570001,-2.910101776,785.9477304,-203.7534778,-3.582989762
3688,36.88,785.3825131,-204.1573906,-2.913513901,785.8130001,-203.8539909,-3.586399949
3689,36.89,785.24751,-204.2575033,-2.916926359,785.6780771,-203.9542336,-3.589810636
3690,36.9,785.1123083,-204.3573379,-2.92033916,785.5429618,-204.0542055,-3.593221822
3691,36.91,784.9769085,-204.4568939,-2.923752319,785.407655,-204.1539062,-3.596633508
3692,36.92,784.8413112,-204.5561711,-2.927165846,785.2721571,-204.2533354,-3.600045693
3693,36.93,784.7055171,-204.6551691,-2.930579757,785.1364686,-204.3524927,-3.603458376
3694,36.94,784.5695266,-204.7538876,-2.933994064,785.00059,-204.4513778,-3.606871557
3695,36.95,784.4333405,-204.8523261,-2.937408781,784.864522,-204.5499904,-3.610285236
3696,36.96,784.2969592,-204.9504844,-2.940823922,784.728265,-204.6483301,-3.613699412
3697,36.97,784.1603835,-205.048362,-2.944239501,784.5918195,-204.7463965,-3.617114085
3698,36.98,784.0236138,-205.1459588,-2.947655531,784.4551862,-204.8441894,-3.620529255
3699,36.99,783.8866509,-205.2432743,-2.951072025,784.3183655,-204.9417083,-3.623944921
3700,37,783.7494952,-205.3403081,-2.954488996,784.181358,-205.038953,-3.627361082
3701,37.01,783.6121474,-205.43706,-2.957906456,784.0441641,-205.135923,-3.630777739
3702,37.02,783.4746081,-205.5335296,-2.961324418,783.9067845,-205.232618,-3.63419489
3703,37.03,783.3368779,-205.6297166,-2.964742893,783.7692197,-205.3290377,-3.637612536
3704,37.04,783.1989574,-205.7256206,-2.968161891,783.6314702,-205.4251818,-3.641030676
3705,37.05,783.0608472,-205.8212413,-2.971581423,783.4935365,-205.5210498,-3.644449309
3706,37.06,782.9225479,-205.9165785,-2.975001497,783.3554191,-205.6166414,-3.647868436
3707,37.07,782.7840601,-206.0116316,-2.978422122,783.2171187,-205.7119564,-3.651288055
3708,37.08,782.6453844,-206.1064006,-2.981843306,783.0786357,-205.8069942,-3.654708167
3709,37.09,782.5065215,-206.2008849,-2.985265055,782.9399706,-205.9017547,-3.65812877
3710,37.1,782.3674719,-206.2950844,-2.988687375,782.8011241,-205.9962374,-3.661549865
3711,37.11,782.2282362,-206.3889986,-2.992110271,782.6620965,-206.090442,-3.664971451
3712,37.12,782.088815,-206.4826273,-2.995533746,782.5228885,-206.1843681,-3.668393528
3713,37.13,781.949209,-206.5759701,-2.998957805,782.3835006,-206.2780154,-3.671816094
3714,37.14,781.8094187,-206.6690268,-3.002382448,782.2439333,-206.3713835,-3.675239151
3715,37.15,781.6694449,-206.7617969,-3.005807679,782.1041872,-206.4644722,-3.678662697
3716,37.16,781.5292879,-206.8542803,-3.009233496,781.9642627,-206.557281,-3.682086731
3717,37.17,781.3889486,-206.9464765,-3.012659899,781.8241604,-206.6498095,-3.685511254
3718,37.18,781.2484275,-207.0383854,-3.016086889,781.6838809,-206.7420575,-3.688936265
3719,37.19,781.1077252,-207.1300065,-3.019514462,781.5434246,-206.8340247,-3.692361764
3720,37.2,780.9668422,-207.2213395,-3.022942617,781.4027921,-206.9257105,-3.69578775
3721,37.21,780.8257794,-207.3123843,-3.026371349,781.2619839,-207.0171147,-3.699214222
