`,Time,traj_tx,traj_ty,traj_tz,,,
1260,12.6,588.562014,-12.25,0,,,
1261,12.61,588.7270133,-12.25,0,,,
1262,12.62,588.8919931,-12.25,0,,,
1263,12.63,589.0569534,-12.25,0,,,
1264,12.64,589.2218942,-12.25,0,,,
1265,12.65,589.3868156,-12.25,0,,,
1266,12.66,589.5517175,-12.25,0,,,
1267,12.67,589.7166,-12.25,0,,,
1268,12.68,589.8814631,-12.25,0,,,
1269,12.69,590.0463069,-12.25,0,,,
1270,12.7,590.2111314,-12.25,0,,,
1271,12.71,590.3759367,-12.25,0,,,
1272,12.72,590.5407227,-12.25,0,,,
1273,12.73,590.7054895,-12.25,0,,,
1274,12.74,590.8702371,-12.25,0,,,
1275,12.75,591.0349656,-12.25,0,,,
1276,12.76,591.1996749,-12.25,0,,,
1277,12.77,591.3643653,-12.25,0,,,
1278,12.78,591.5290366,-12.25,0,,,
1279,12.79,591.6936888,-12.25,0,,,
1280,12.8,591.8583222,-12.25,0,,,
1281,12.81,592.0229366,-12.25,0,,,
1282,12.82,592.1875321,-12.25,0,,,
1283,12.83,592.3521088,-12.25,0,,,
1284,12.84,592.5166667,-12.25,0,,,
1285,12.85,592.6812059,-12.25,0,,,
1286,12.86,592.8457263,-12.25,0,,,
1287,12.87,593.010228,-12.25,0,,,
1288,12.88,593.1747111,-12.25,0,,,
1289,12.89,593.3391755,-12.25,0,,,
1290,12.9,593.5036214,-12.25,0,,,
1291,12.91,593.6680488,-12.25,0,,,
1292,12.92,593.8324577,-12.25,0,,,
1293,12.93,593.9968482,-12.25,0,,,
1294,12.94,594.1612203,-12.25,0,,,
1295,12.95,594.325574,-12.25,0,,,
1296,12.96,594.4899095,-12.25,0,,,
1297,12.97,594.6542266,-12.25,0,,,
1298,12.98,594.8185256,-12.25,0,,,
1299,12.99,594.9828064,-12.25,0,,,
1300,13,595.1470691,-12.25,0,,,
1301,13.01,595.3113137,-12.25,0,,,
1302,13.02,595.4755403,-12.25,0,,,
1303,13.03,595.639749,-12.25,0,,,
1304,13.04,595.8039397,-12.25,0,,,
1305,13.05,595.9681126,-12.25,0,,,
1306,13.06,596.1322676,-12.25,0,,,
1307,13.07,596.2964049,-12.25,0,,,
1308,13.08,596.4605244,-12.25,0,,,
1309,13.09,596.6246263,-12.25,0,,,
1310,13.1,596.7887106,-12.25,0,,,
1311,13.11,596.9527772,-12.25,0,,,
1312,13.12,597.1168264,-12.25,0,,,
1313,13.13,597.280858,-12.25,0,,,
1314,13.14,597.4448723,-12.25,0,,,
1315,13.15,597.6088691,-12.25,0,,,
1316,13.16,597.7728486,-12.25,0,,,
1317,13.17,597.9368107,-12.25,0,,,
1318,13.18,598.1007557,-12.25,0,,,
1319,13.19,598.2646833,-12.25,0,,,
1320,13.2,598.4285938,-12.25,0,,,
1321,13.21,598.5924872,-12.25,0,,,
1322,13.22,598.7563634,-12.25,0,,,
1323,13.23,598.9202226,-12.25,0,,,
1324,13.24,599.0840647,-12.25,0,,,
1325,13.25,599.2478897,-12.25,0,,,
1326,13.26,599.4116978,-12.25,0,,,
1327,13.27,599.5754889,-12.25,0,,,
1328,13.28,599.7392631,-12.25,0,,,
1329,13.29,599.9030204,-12.25,0,,,
1330,13.3,600.0667608,-12.25,0,,,
1331,13.31,600.2304844,-12.25,0,,,
1332,13.32,600.394191,-12.25,0,,,
1333,13.33,600.5578808,-12.25,0,,,
1334,13.34,600.7215537,-12.25,0,,,
1335,13.35,600.8852098,-12.25,0,,,
1336,13.36,601.0488489,-12.25,0,,,
1337,13.37,601.2124712,-12.25,0,,,
1338,13.38,601.3760766,-12.25,0,,,
1339,13.39,601.5396651,-12.25,0,,,
1340,13.4,601.7032366,-12.25,0,,,
1341,13.41,601.8667911,-12.25,0,,,
1342,13.42,602.0303286,-12.25,0,,,
1343,13.43,602.1938489,-12.25,0,,,
1344,13.44,602.3573521,-12.25,0,,,
1345,13.45,602.520838,-12.25,0,,,
1346,13.46,602.6843066,-12.25,0,,,
1347,13.47,602.8477578,-12.25,0,,,
1348,13.48,603.0111915,-12.25,0,,,
1349,13.49,603.1746075,-12.25,0,,,
1350,13.5,603.3380058,-12.25,0,,,
1351,13.51,603.5013861,-12.25,0,,,
1352,13.52,603.6647485,-12.25,0,,,
1353,13.53,603.8280926,-12.25,0,,,
1354,13.54,603.9914184,-12.25,0,,,
1355,13.55,604.1547258,-12.25,0,,,
1356,13.56,604.3180145,-12.25,0,,,
1357,13.57,604.4812845,-12.25,0,,,
1358,13.58,604.6445353,-12.25,0,,,
1359,13.59,604.807767,-12.25,0,,,
1360,13.6,604.9709791,-12.25,0,,,
1361,13.61,605.1341716,-12.25,0,,,
1362,13.62,605.297344,-12.25,0,,,
1363,13.63,605.4604962,-12.25,0,,,
1364,13.64,605.623628,-12.25,0,,,
1365,13.65,605.7867389,-12.25,0,,,
1366,13.66,605.9498288,-12.25,0,,,
1367,13.67,606.1128973,-12.25,0,,,
1368,13.68,606.275944,-12.25,0,,,
1369,13.69,606.4389687,-12.25,0,,,
1370,13.7,606.6019708,-12.25,0,,,
1371,13.71,606.7649502,-12.25,0,,,
1372,13.72,606.9279063,-12.25,0,,,
1373,13.73,607.0908387,-12.25,0,,,
1374,13.74,607.2537471,-12.25,0,,,
1375,13.75,607.4166309,-12.25,0,,,
1376,13.76,607.5794897,-12.25,0,,,
1377,13.77,607.7423231,-12.25,0,,,
1378,13.78,607.9051306,-12.25,0,,,
1379,13.79,608.0679118,-12.25,0,,,
1380,13.8,608.2306662,-12.25,0,,,
1381,13.81,608.3933931,-12.25,0,,,
1382,13.82,608.5560921,-12.25,0,,,
1383,13.83,608.7187627,-12.25,0,,,
1384,13.84,608.8814043,-12.25,0,,,
1385,13.85,609.0440162,-12.25,0,,,
1386,13.86,609.2065979,-12.25,0,,,
1387,13.87,609.3691489,-12.25,0,,,
1388,13.88,609.5316683,-12.25,0,,,
1389,13.89,609.6941557,-12.25,0,,,
1390,13.9,609.8566103,-12.25,0,,,
1391,13.91,610.0190314,-12.25,0,,,
1392,13.92,610.1814184,-12.25,0,,,
1393,13.93,610.3437706,-12.25,0,,,
1394,13.94,610.5060873,-12.25,0,,,
1395,13.95,610.6683678,-12.25,0,,,
1396,13.96,610.8306113,-12.25,0,,,
1397,13.97,610.9928172,-12.25,0,,,
1398,13.98,611.1549848,-12.25,0,,,
1399,13.99,611.3171132,-12.25,0,,,
1400,14,611.4792017,-12.25,0,,,
1401,14.01,611.6412495,-12.25,0,,,
1402,14.02,611.8032559,-12.25003145,0,,,
1403,14.03,611.9652201,-12.25063586,0,,,
1404,14.04,612.1271413,-12.25200461,0,,,
1405,14.05,612.2890187,-12.25413171,0,,,
1406,14.06,612.4508516,-12.25701113,0,,,
1407,14.07,612.6126389,-12.26063683,0,,,
1408,14.08,612.7743801,-12.26500277,0,,,
1409,14.09,612.9360742,-12.27010293,0,,,
1410,14.1,613.0977203,-12.27593125,0,,,
1411,14.11,613.2593178,-12.28248169,0,,,
1412,14.12,613.4208658,-12.28974817,0,,,
1413,14.13,613.5823634,-12.29772465,0,,,
1414,14.14,613.7438099,-12.30640506,0,,,
1415,14.15,613.9052043,-12.31578332,0,,,
1416,14.16,614.066546,-12.32585337,0,,,
1417,14.17,614.2278341,-12.33660913,0,,,
1418,14.18,614.3890677,-12.34804453,0,,,
1419,14.19,614.5502461,-12.36015347,0,,,
1420,14.2,614.7113685,-12.37292988,0,,,
1421,14.21,614.8724341,-12.38636768,0,,,
1422,14.22,615.0334421,-12.40046078,0,,,
1423,14.23,615.1943917,-12.41520309,0,,,
1424,14.24,615.3552821,-12.43058853,0,,,
1425,14.25,615.5161127,-12.44661101,0,,,
1426,14.26,615.6768825,-12.46326444,0,,,
1427,14.27,615.8375908,-12.48054274,0,,,
1428,14.28,615.9982369,-12.49843982,0,,,
1429,14.29,616.15882,-12.5169496,0,,,
1430,14.3,616.3193393,-12.53606599,0,,,
1431,14.31,616.4797941,-12.55578291,0,,,
1432,14.32,616.6401836,-12.57609428,0,,,
1433,14.33,616.8005071,-12.59699403,0,,,
1434,14.34,616.9607639,-12.61847609,0,,,
1435,14.35,617.1209534,-12.64053439,0,,,
1436,14.36,617.2810748,-12.66316287,0,,,
1437,14.37,617.4411274,-12.6863555,0,,,
1438,14.38,617.6011107,-12.71010621,0,,,
1439,14.39,617.7610241,-12.73440897,0,,,
1440,14.4,617.9208669,-12.75925777,0,,,
1441,14.41,618.0806386,-12.78464657,0,,,
1442,14.42,618.2403386,-12.81056937,0,,,
1443,14.43,618.3999664,-12.83702017,0,,,
1444,14.44,618.5595215,-12.86399299,0,,,
1445,14.45,618.7190033,-12.89148184,0,,,
1446,14.46,618.8784115,-12.91948075,0,,,
1447,14.47,619.0377455,-12.94798379,0,,,
1448,14.48,619.197005,-12.976985,0,,,
1449,14.49,619.3561895,-13.00647846,0,,,
1450,14.5,619.5152986,-13.03645825,0,,,
1451,14.51,619.6743319,-13.06691846,0,,,
1452,14.52,619.8332891,-13.09785322,0,,,
1453,14.53,619.9921698,-13.12925663,0,,,
1454,14.54,620.1509737,-13.16112285,0,,,
1455,14.55,620.3097005,-13.19344603,0,,,
1456,14.56,620.46835,-13.22622034,0,,,
1457,14.57,620.6269217,-13.25943997,0,,,
1458,14.58,620.7854156,-13.29309913,0,,,
1459,14.59,620.9438314,-13.32719204,0,,,
1460,14.6,621.102169,-13.36171295,0,,,
1461,14.61,621.2604281,-13.39665611,0,,,
1462,14.62,621.4186087,-13.43201581,0,,,
1463,14.63,621.5767106,-13.46778635,0,,,
1464,14.64,621.7347338,-13.50396206,0,,,
1465,14.65,621.8926782,-13.54053728,0,,,
1466,14.66,622.0505439,-13.57750636,0,,,
1467,14.67,622.2083307,-13.6148637,0,,,
1468,14.68,622.3660388,-13.65260369,0,,,
1469,14.69,622.5236681,-13.69072075,0,,,
1470,14.7,622.6812186,-13.72920934,0,,,
1471,14.71,622.8386906,-13.76806391,0,,,
1472,14.72,622.996084,-13.80727896,0,,,
1473,14.73,623.153399,-13.84684898,0,,,
1474,14.74,623.3106358,-13.88676852,0,,,
1475,14.75,623.4677945,-13.92703213,0,,,
1476,14.76,623.6248754,-13.96763439,0,,,
1477,14.77,623.7818786,-14.0085699,0,,,
1478,14.78,623.9388043,-14.04983327,0,,,
1479,14.79,624.095653,-14.09141917,0,,,
1480,14.8,624.2524248,-14.13332225,0,,,
1481,14.81,624.4091201,-14.17553721,0,,,
1482,14.82,624.5657392,-14.21805877,0,,,
1483,14.83,624.7222825,-14.26088168,0,,,
1484,14.84,624.8787504,-14.3040007,0,,,
1485,14.85,625.0351433,-14.34741062,0,,,
1486,14.86,625.1914616,-14.39110627,0,,,
1487,14.87,625.347706,-14.43508249,0,,,
1488,14.88,625.5038768,-14.47933414,0,,,
1489,14.89,625.6599746,-14.52385614,0,,,
1490,14.9,625.816,-14.56864339,0,,,
1491,14.91,625.9719535,-14.61369086,0,,,
1492,14.92,626.127836,-14.65899352,0,,,
1493,14.93,626.2836479,-14.70454639,0,,,
1494,14.94,626.4393901,-14.75034449,0,,,
1495,14.95,626.5950631,-14.79638287,0,,,
1496,14.96,626.7506678,-14.84265661,0,,,
1497,14.97,626.9062049,-14.88916082,0,,,
1498,14.98,627.0616752,-14.93589063,0,,,
1499,14.99,627.2170796,-14.98284119,0,,,
1500,15,627.3724188,-15.03000768,0,,,
1501,15.01,627.5276937,-15.07738532,0,,,
1502,15.02,627.6829053,-15.12496934,0,,,
1503,15.03,627.8380545,-15.17275501,0,,,
1504,15.04,627.9931422,-15.22073761,0,,,
1505,15.05,628.1481696,-15.26891247,0,,,
1506,15.06,628.3031376,-15.31727492,0,,,
1507,15.07,628.4580472,-15.36582033,0,,,
1508,15.08,628.6128995,-15.41454406,0,,,
1509,15.09,628.7676956,-15.46344151,0,,,
1510,15.1,628.9224364,-15.5125081,0,,,
1511,15.11,629.0771232,-15.56173927,0,,,
1512,15.12,629.2317569,-15.61113046,0,,,
1513,15.13,629.3863387,-15.66067717,0,,,
1514,15.14,629.5408697,-15.7103749,0,,,
1515,15.15,629.6953513,-15.76021918,0,,,
1516,15.16,629.8497845,-15.81020556,0,,,
1517,15.17,630.0041707,-15.86032962,0,,,
1518,15.18,630.158511,-15.91058695,0,,,
1519,15.19,630.3128068,-15.96097318,0,,,
1520,15.2,630.4670595,-16.01148395,0,,,
1521,15.21,630.6212702,-16.0621149,0,,,
1522,15.22,630.7754405,-16.11286172,0,,,
1523,15.23,630.9295716,-16.16372008,0,,,
1524,15.24,631.0836648,-16.21468568,0,,,
1525,15.25,631.2377216,-16.26575423,0,,,
1526,15.26,631.3917433,-16.31692148,0,,,
1527,15.27,631.5457313,-16.36818318,0,,,
1528,15.28,631.6996871,-16.41953508,0,,,
1529,15.29,631.8536122,-16.47097298,0,,,
1530,15.3,632.0075079,-16.52249265,0,,,
1531,15.31,632.1613756,-16.57408989,0,,,
1532,15.32,632.3152168,-16.62576049,0,,,
1533,15.33,632.469033,-16.67750027,0,,,
1534,15.34,632.6228257,-16.72930511,0,,,
1535,15.35,632.7765964,-16.78117087,0,,,
1536,15.36,632.9303469,-16.83309344,0,,,
1537,15.37,633.0840787,-16.88506874,0,,,
1538,15.38,633.2377935,-16.93709271,0,,,
1539,15.39,633.391493,-16.98916126,0,,,
1540,15.4,633.5451789,-17.04127033,0,,,
1541,15.41,633.6988527,-17.09341584,0,,,
1542,15.42,633.8525161,-17.1455937,0,,,
1543,15.43,634.0061707,-17.19779985,0,,,
1544,15.44,634.1598181,-17.25003022,0,,,
1545,15.45,634.3134598,-17.30228072,0,,,
1546,15.46,634.4670975,-17.35454729,0,,,
1547,15.47,634.6207328,-17.40682587,0,,,
1548,15.48,634.7743672,-17.45911239,0,,,
1549,15.49,634.9280025,-17.51140279,0,,,
1550,15.5,635.0816402,-17.56369301,0,,,
1551,15.51,635.2352819,-17.61597898,0,,,
1552,15.52,635.3889293,-17.66825665,0,,,
1553,15.53,635.542584,-17.72052197,0,,,
1554,15.54,635.6962477,-17.77277086,0,,,
1555,15.55,635.8499218,-17.82499925,0,,,
1556,15.56,636.003608,-17.87720307,0,,,
1557,15.57,636.157308,-17.92937823,0,,,
1558,15.58,636.3110234,-17.98152067,0,,,
1559,15.59,636.4647556,-18.03362628,0,,,
1560,15.6,636.6185064,-18.08569096,0,,,
1561,15.61,636.7722772,-18.13771061,0,,,
1562,15.62,636.9260696,-18.1896811,0,,,
1563,15.63,637.0798852,-18.2415983,0,,,
1564,15.64,637.2337255,-18.29345809,0,,,
1565,15.65,637.3875921,-18.34525632,0,,,
1566,15.66,637.5414865,-18.39698884,0,,,
1567,15.67,637.6954103,-18.44865151,0,,,
1568,15.68,637.8493651,-18.50024017,0,,,
1569,15.69,638.0033524,-18.55175066,0,,,
1570,15.7,638.1573738,-18.60317878,0,,,
1571,15.71,638.3114308,-18.65452032,0,,,
1572,15.72,638.4655249,-18.70577108,0,,,
1573,15.73,638.6196577,-18.75692683,0,,,
1574,15.74,638.7738306,-18.80798335,0,,,
1575,15.75,638.9280453,-18.85893638,0,,,
1576,15.76,639.0823031,-18.90978166,0,,,
1577,15.77,639.2366057,-18.9605149,0,,,
1578,15.78,639.3909543,-19.01113179,0,,,
1579,15.79,639.5453506,-19.06162801,0,,,
1580,15.8,639.6997958,-19.11199922,0,,,
1581,15.81,639.8542915,-19.16224105,0,,,
1582,15.82,640.0088389,-19.2123491,0,,,
1583,15.83,640.1634394,-19.26231897,0,,,
1584,15.84,640.3180944,-19.31214622,0,,,
1585,15.85,640.4728051,-19.36182641,0,,,
1586,15.86,640.627573,-19.41135506,0,,,
1587,15.87,640.7823993,-19.46072771,0,,,
1588,15.88,640.9372854,-19.50993983,0,,,
1589,15.89,641.0922325,-19.55898693,0,,,
1590,15.9,641.247242,-19.60786444,0,,,
1591,15.91,641.4023151,-19.65656779,0,,,
1592,15.92,641.557453,-19.70509239,0,,,
1593,15.93,641.712657,-19.7534336,0,,,
1594,15.94,641.8679281,-19.80158677,0,,,
1595,15.95,642.0232675,-19.84954719,0,,,
1596,15.96,642.1786762,-19.89731013,0,,,
1597,15.97,642.3341553,-19.94487083,0,,,
1598,15.98,642.4897055,-19.99222449,0,,,
1599,15.99,642.645328,-20.03936629,0,,,
1600,16,642.8010236,-20.08629137,0,,,
1601,16.01,642.9567932,-20.13299489,0,,,
1602,16.02,643.1126376,-20.17947192,0,,,
1603,16.03,643.2685578,-20.22571755,0,,,
1604,16.04,643.4245544,-20.2717268,0,,,
1605,16.05,643.5806282,-20.31749466,0,,,
1606,16.06,643.7367797,-20.36301608,0,,,
1607,16.07,643.8930096,-20.408286,0,,,
1608,16.08,644.0493184,-20.45329929,0,,,
1609,16.09,644.2057066,-20.49805082,0,,,
1610,16.1,644.3621747,-20.5425354,0,,,
1611,16.11,644.5187229,-20.58674784,0,,,
1612,16.12,644.6753518,-20.63068288,0,,,
1613,16.13,644.8320614,-20.67433525,0,,,
1614,16.14,644.9888521,-20.71769963,0,,,
1615,16.15,645.1457239,-20.76077068,0,,,
1616,16.16,645.302677,-20.80354301,0,,,
1617,16.17,645.4597114,-20.84601123,0,,,
1618,16.18,645.6168271,-20.88816991,0,,,
1619,16.19,645.7740242,-20.93001359,0,,,
1620,16.2,645.9313025,-20.97153679,0,,,
1621,16.21,646.088662,-21.01273399,0,,,
1622,16.22,646.2461025,-21.05359968,0,,,
1623,16.23,646.4036239,-21.0941283,0,,,
1624,16.24,646.561226,-21.13431428,0,,,
1625,16.25,646.7189086,-21.17415202,0,,,
1626,16.26,646.8766713,-21.21363591,0,,,
1627,16.27,647.034514,-21.25276031,0,,,
1628,16.28,647.1924363,-21.29151956,0,,,
1629,16.29,647.3504379,-21.32990796,0,,,
1630,16.3,647.5085182,-21.36791983,0,,,
1631,16.31,647.6666769,-21.40554944,0,,,
1632,16.32,647.8249136,-21.44279105,0,,,
1633,16.33,647.9832278,-21.47963891,0,,,
1634,16.34,648.1416189,-21.51608726,0,,,
1635,16.35,648.3000866,-21.55213033,0,,,
1636,16.36,648.4586301,-21.5877623,0,,,
1637,16.37,648.6172491,-21.62297737,0,,,
1638,16.38,648.7759428,-21.65776971,0,,,
1639,16.39,648.9347107,-21.69213348,0,,,
1640,16.4,649.0935521,-21.72606283,0,,,
1641,16.41,649.2524663,-21.75955189,0,,,
1642,16.42,649.4114527,-21.79259479,0,,,
1643,16.43,649.5705104,-21.82518563,0,,,
1644,16.44,649.7296389,-21.85731853,0,,,
1645,16.45,649.8888374,-21.88898759,0,,,
1646,16.46,650.0481051,-21.92018689,0,,,
1647,16.47,650.2074413,-21.95091052,0,,,
1648,16.48,650.3668451,-21.98115256,0,,,
1649,16.49,650.5263159,-22.01090708,0,,,
1650,16.5,650.6858528,-22.04016813,0,,,
1651,16.51,650.845455,-22.06892979,0,,,
1652,16.52,651.0051217,-22.09718611,0,,,
1653,16.53,651.164852,-22.12493113,0,,,
1654,16.54,651.3246451,-22.15215891,0,,,
1655,16.55,651.4845002,-22.1788635,0,,,
1656,16.56,651.6444165,-22.20503894,0,,,
1657,16.57,651.8043931,-22.23067927,0,,,
1658,16.58,651.9644291,-22.25577855,0,,,
1659,16.59,652.1245237,-22.28033082,0,,,
1660,16.6,652.2846761,-22.30433011,0,,,
1661,16.61,652.4448855,-22.32777047,0,,,
1662,16.62,652.6051509,-22.35064595,0,,,
1663,16.63,652.7654716,-22.37295059,0,,,
1664,16.64,652.9258467,-22.39467845,0,,,
1665,16.65,653.0862753,-22.41582356,0,,,
1666,16.66,653.2467567,-22.43637997,0,,,
1667,16.67,653.4072899,-22.45634175,0,,,
1668,16.68,653.5678742,-22.47570295,0,,,
1669,16.69,653.7285088,-22.49445762,0,,,
1670,16.7,653.8891927,-22.51259982,0,,,
1671,16.71,654.0499252,-22.53012362,0,,,
1672,16.72,654.2107055,-22.54702308,0,,,
1673,16.73,654.3715326,-22.56329228,0,,,
1674,16.74,654.5324059,-22.57892529,0,,,
1675,16.75,654.6933245,-22.59391618,0,,,
1676,16.76,654.8542876,-22.60825905,0,,,
1677,16.77,655.0152944,-22.62194798,0,,,
1678,16.78,655.1763443,-22.63497707,0,,,
1679,16.79,655.3374364,-22.64734041,0,,,
1680,16.8,655.4985699,-22.65903212,0,,,
1681,16.81,655.6597442,-22.67004629,0,,,
1682,16.82,655.8209585,-22.68037704,0,,,
1683,16.83,655.9822122,-22.69001849,0,,,
1684,16.84,656.1435044,-22.69896476,0,,,
1685,16.85,656.3048346,-22.70720998,0,,,
1686,16.86,656.4662019,-22.71474828,0,,,
1687,16.87,656.6276058,-22.7215738,0,,,
1688,16.88,656.7890456,-22.72768069,0,,,
1689,16.89,656.9505206,-22.73306308,0,,,
1690,16.9,657.1120302,-22.73771514,0,,,
1691,16.91,657.2735739,-22.74163101,0,,,
1692,16.92,657.4351509,-22.74480487,0,,,
1693,16.93,657.5967608,-22.74723088,0,,,
1694,16.94,657.7584029,-22.7489032,0,,,
1695,16.95,657.9200766,-22.74981603,0,,,
1696,16.96,658.0817814,-22.75,0,,,
1697,16.97,658.2435168,-22.75,0,,,
1698,16.98,658.4052823,-22.75,0,,,
1699,16.99,658.5670773,-22.75,0,,,
1700,17,658.7289014,-22.75,0,,,
1701,17.01,658.890754,-22.75,0,,,
1702,17.02,659.0526348,-22.75,0,,,
1703,17.03,659.2145433,-22.75,0,,,
1704,17.04,659.3764791,-22.75,0,,,
1705,17.05,659.5384417,-22.75,0,,,
1706,17.06,659.7004308,-22.75,0,,,
1707,17.07,659.8624459,-22.75,0,,,
1708,17.08,660.0244866,-22.75,0,,,
1709,17.09,660.1865527,-22.75,0,,,
1710,17.1,660.3486436,-22.75,0,,,
1711,17.11,660.5107591,-22.75,0,,,
1712,17.12,660.6728988,-22.75,0,,,
1713,17.13,660.8350624,-22.75,0,,,
1714,17.14,660.9972496,-22.75,0,,,
1715,17.15,661.1594601,-22.75,0,,,
1716,17.16,661.3216936,-22.75,0,,,
1717,17.17,661.4839499,-22.75,0,,,
1718,17.18,661.6462286,-22.75,0,,,
1719,17.19,661.8085295,-22.75,0,,,
1720,17.2,661.9708524,-22.75,0,,,
1721,17.21,662.133197,-22.75,0,,,
1722,17.22,662.2955631,-22.75,0,,,
1723,17.23,662.4579506,-22.75,0,,,
1724,17.24,662.6203592,-22.75,0,,,
1725,17.25,662.7827888,-22.75,0,,,
1726,17.26,662.9452392,-22.75,0,,,
1727,17.27,663.1077103,-22.75,0,,,
1728,17.28,663.2702019,-22.75,0,,,
1729,17.29,663.4327139,-22.75,0,,,
1730,17.3,663.595246,-22.75,0,,,
1731,17.31,663.7577981,-22.75,0,,,
1732,17.32,663.9203701,-22.75,0,,,
1733,17.33,664.0829619,-22.75,0,,,
1734,17.34,664.2455734,-22.75,0,,,
1735,17.35,664.4082045,-22.75,0,,,
1736,17.36,664.5708551,-22.75,0,,,
1737,17.37,664.7335252,-22.75,0,,,
1738,17.38,664.8962146,-22.75,0,,,
1739,17.39,665.0589233,-22.75,0,,,
1740,17.4,665.2216512,-22.75,0,,,
1741,17.41,665.3843982,-22.75,0,,,
1742,17.42,665.5471644,-22.75,0,,,
1743,17.43,665.7099495,-22.75,0,,,
1744,17.44,665.8727537,-22.75,0,,,
1745,17.45,666.0355767,-22.75,0,,,
1746,17.46,666.1984187,-22.75,0,,,
1747,17.47,666.3612795,-22.75,0,,,
1748,17.48,666.5241593,-22.75,0,,,
1749,17.49,666.6870579,-22.75,0,,,
1750,17.5,666.8499754,-22.75,0,,,
1751,17.51,667.0129117,-22.75,0,,,
1752,17.52,667.175867,-22.75,0,,,
1753,17.53,667.3388411,-22.75,0,,,
1754,17.54,667.5018341,-22.75,0,,,
1755,17.55,667.6648461,-22.75,0,,,
1756,17.56,667.8278769,-22.75,0,,,
1757,17.57,667.9909267,-22.75,0,,,
1758,17.58,668.1539954,-22.75,0,,,
1759,17.59,668.317083,-22.75,0,,,
1760,17.6,668.4801896,-22.75,0,,,
1761,17.61,668.6433152,-22.75,0,,,
1762,17.62,668.8064599,-22.75,0,,,
1763,17.63,668.9696236,-22.75,0,,,
1764,17.64,669.1328064,-22.75,0,,,
1765,17.65,669.2960083,-22.75,0,,,
1766,17.66,669.4592295,-22.75,0,,,
1767,17.67,669.6224699,-22.75,0,,,
1768,17.68,669.7857296,-22.75,0,,,
1769,17.69,669.9490086,-22.75,0,,,
1770,17.7,670.1123068,-22.75,0,,,
1771,17.71,670.2756244,-22.75,0,,,
1772,17.72,670.4389613,-22.75,0,,,
1773,17.73,670.6023176,-22.75,0,,,
1774,17.74,670.7656932,-22.75,0,,,
1775,17.75,670.9290881,-22.75,0,,,
1776,17.76,671.0925025,-22.75,0,,,
1777,17.77,671.2559364,-22.75,0,,,
1778,17.78,671.4193898,-22.75,0,,,
1779,17.79,671.5828627,-22.75,0,,,
1780,17.8,671.7463551,-22.75,0,,,
1781,17.81,671.9098671,-22.75,0,,,
1782,17.82,672.0733986,-22.75,0,,,
1783,17.83,672.2369497,-22.75,0,,,
1784,17.84,672.4005204,-22.75,0,,,
1785,17.85,672.5641106,-22.75,0,,,
1786,17.86,672.7277204,-22.75,0,,,
1787,17.87,672.8913498,-22.75,0,,,
1788,17.88,673.0549987,-22.75,0,,,
1789,17.89,673.2186673,-22.75,0,,,
1790,17.9,673.3823555,-22.75,0,,,
1791,17.91,673.5460632,-22.75,0,,,
1792,17.92,673.7097906,-22.75,0,,,
1793,17.93,673.8735377,-22.75,0,,,
1794,17.94,674.0373044,-22.75,0,,,
1795,17.95,674.2010908,-22.75,0,,,
1796,17.96,674.3648969,-22.75,0,,,
1797,17.97,674.5287227,-22.75,0,,,
1798,17.98,674.6925684,-22.75,0,,,
1799,17.99,674.8564339,-22.75,0,,,
1800,18,675.0203193,-22.75,0,,,
1801,18.01,675.1842246,-22.75,0,,,
1802,18.02,675.3481499,-22.75,0,,,
1803,18.03,675.5120952,-22.75,0,,,
1804,18.04,675.6760606,-22.75,0,,,
1805,18.05,675.840046,-22.75,0,,,
1806,18.06,676.0040516,-22.75,0,,,
1807,18.07,676.1680774,-22.75,0,,,
1808,18.08,676.3321234,-22.75,0,,,
1809,18.09,676.4961897,-22.75,0,,,
1810,18.1,676.6602763,-22.75,0,,,
1811,18.11,676.8243832,-22.75,0,,,
1812,18.12,676.9885105,-22.75,0,,,
1813,18.13,677.1526582,-22.75,0,,,
1814,18.14,677.3168263,-22.75,0,,,
1815,18.15,677.4810149,-22.75,0,,,
1816,18.16,677.645224,-22.75,0,,,
1817,18.17,677.8094537,-22.75,0,,,
1818,18.18,677.9737039,-22.75,0,,,
1819,18.19,678.1379747,-22.75,0,,,
1820,18.2,678.3022661,-22.75,0,,,
1821,18.21,678.4665782,-22.75,0,,,
1822,18.22,678.6309109,-22.75,0,,,
1823,18.23,678.7952644,-22.75,0,,,
1824,18.24,678.9596385,-22.75,0,,,
1825,18.25,679.1240334,-22.75,0,,,
1826,18.26,679.2884491,-22.75,0,,,
1827,18.27,679.4528855,-22.75,0,,,
1828,18.28,679.6173427,-22.75,0,,,
1829,18.29,679.7818207,-22.75,0,,,
1830,18.3,679.9463195,-22.75,0,,,
1831,18.31,680.1108391,-22.75,0,,,
1832,18.32,680.2753796,-22.75,0,,,
1833,18.33,680.4399409,-22.75,0,,,
1834,18.34,680.6045231,-22.75,0,,,
1835,18.35,680.7691262,-22.75,0,,,
1836,18.36,680.9337501,-22.75,0,,,
1837,18.37,681.0983949,-22.75,0,,,
1838,18.38,681.2630606,-22.75,0,,,
1839,18.39,681.4277472,-22.75,0,,,
1840,18.4,681.5924546,-22.75,0,,,
1841,18.41,681.7571829,-22.75,0,,,
1842,18.42,681.921932,-22.75,0,,,
1843,18.43,682.086702,-22.75,0,,,
