`,Time,traj_tx,traj_ty,traj_tz,,,
634,6.34,485.6702736,-12.25,0,,,
635,6.35,485.8199632,-12.25,0,,,
636,6.36,485.9697205,-12.25,0,,,
637,6.37,486.1195456,-12.25,0,,,
638,6.38,486.2694385,-12.25,0,,,
639,6.39,486.4193992,-12.25,0,,,
640,6.4,486.5694275,-12.25,0,,,
641,6.41,486.7195237,-12.25,0,,,
642,6.42,486.8696875,-12.25,0,,,
643,6.43,487.0199191,-12.25,0,,,
644,6.44,487.1702184,-12.25,0,,,
645,6.45,487.3205854,-12.25,0,,,
646,6.46,487.47102,-12.25,0,,,
647,6.47,487.6215224,-12.25,0,,,
648,6.48,487.7720924,-12.25,0,,,
649,6.49,487.92273,-12.25,0,,,
650,6.5,488.0734354,-12.25,0,,,
651,6.51,488.2242083,-12.25,0,,,
652,6.52,488.3750489,-12.25,0,,,
653,6.53,488.5259571,-12.25,0,,,
654,6.54,488.6769329,-12.25,0,,,
655,6.55,488.8279763,-12.25,0,,,
656,6.56,488.9790873,-12.25,0,,,
657,6.57,489.1302659,-12.25,0,,,
658,6.58,489.281512,-12.25,0,,,
659,6.59,489.4328258,-12.25,0,,,
660,6.6,489.5842071,-12.25,0,,,
661,6.61,489.7356559,-12.25,0,,,
662,6.62,489.8871723,-12.25,0,,,
663,6.63,490.0387563,-12.25,0,,,
664,6.64,490.1904078,-12.25,0,,,
665,6.65,490.3421268,-12.25,0,,,
666,6.66,490.4939134,-12.25,0,,,
667,6.67,490.6457675,-12.25,0,,,
668,6.68,490.7976891,-12.25,0,,,
669,6.69,490.9496782,-12.25,0,,,
670,6.7,491.1017348,-12.25,0,,,
671,6.71,491.253859,-12.25,0,,,
672,6.72,491.4060506,-12.25,0,,,
673,6.73,491.5583098,-12.25,0,,,
674,6.74,491.7106364,-12.25,0,,,
675,6.75,491.8630305,-12.25,0,,,
676,6.76,492.0154921,-12.25,0,,,
677,6.77,492.1680212,-12.25,0,,,
678,6.78,492.3206178,-12.25,0,,,
679,6.79,492.4732819,-12.25,0,,,
680,6.8,492.6260134,-12.25,0,,,
681,6.81,492.7788124,-12.25,0,,,
682,6.82,492.9316789,-12.25,0,,,
683,6.83,493.0846128,-12.25,0,,,
684,6.84,493.2376142,-12.25,0,,,
685,6.85,493.390683,-12.25,0,,,
686,6.86,493.5438193,-12.25,0,,,
687,6.87,493.6970231,-12.25,0,,,
688,6.88,493.8502942,-12.25,0,,,
689,6.89,494.0036328,-12.25,0,,,
690,6.9,494.1570389,-12.25,0,,,
691,6.91,494.3105123,-12.25,0,,,
692,6.92,494.4640532,-12.25,0,,,
693,6.93,494.6176615,-12.25,0,,,
694,6.94,494.7713372,-12.25,0,,,
695,6.95,494.9250803,-12.25,0,,,
696,6.96,495.0788908,-12.25,0,,,
697,6.97,495.2327686,-12.25,0,,,
698,6.98,495.3867139,-12.25,0,,,
699,6.99,495.5407265,-12.25,0,,,
700,7,495.6948065,-12.25,0,,,
701,7.01,495.8489539,-12.25,0,,,
702,7.02,496.0031686,-12.25,0,,,
703,7.03,496.1574507,-12.25,0,,,
704,7.04,496.3118001,-12.25,0,,,
705,7.05,496.4662168,-12.25,0,,,
706,7.06,496.6207009,-12.25,0,,,
707,7.07,496.7752523,-12.25,0,,,
708,7.08,496.929871,-12.25,0,,,
709,7.09,497.084557,-12.25,0,,,
710,7.1,497.2393103,-12.25,0,,,
711,7.11,497.3941309,-12.25,0,,,
712,7.12,497.5490188,-12.25,0,,,
713,7.13,497.703974,-12.25,0,,,
714,7.14,497.8589964,-12.25,0,,,
715,7.15,498.0140862,-12.25,0,,,
716,7.16,498.1692431,-12.25,0,,,
717,7.17,498.3244673,-12.25,0,,,
718,7.18,498.4797588,-12.25,0,,,
719,7.19,498.6351175,-12.25,0,,,
720,7.2,498.7905434,-12.25,0,,,
721,7.21,498.9460366,-12.25,0,,,
722,7.22,499.1015969,-12.25,0,,,
723,7.23,499.2572245,-12.25,0,,,
724,7.24,499.4129193,-12.25,0,,,
725,7.25,499.5686812,-12.25,0,,,
726,7.26,499.7245104,-12.25,0,,,
727,7.27,499.8804067,-12.25,0,,,
728,7.28,500.0363702,-12.25,0,,,
729,7.29,500.1924009,-12.25,0,,,
730,7.3,500.3484987,-12.25,0,,,
731,7.31,500.5046636,-12.25,0,,,
732,7.32,500.6608958,-12.25,0,,,
733,7.33,500.817195,-12.25,0,,,
734,7.34,500.9735614,-12.25,0,,,
735,7.35,501.1299949,-12.25,0,,,
736,7.36,501.2864955,-12.25,0,,,
737,7.37,501.4430633,-12.25,0,,,
738,7.38,501.5996981,-12.25,0,,,
739,7.39,501.7564001,-12.25,0,,,
740,7.4,501.9131691,-12.25,0,,,
741,7.41,502.0700052,-12.25,0,,,
742,7.42,502.2269084,-12.25,0,,,
743,7.43,502.3838787,-12.25,0,,,
744,7.44,502.540916,-12.25,0,,,
745,7.45,502.6980204,-12.25,0,,,
746,7.46,502.8551919,-12.25,0,,,
747,7.47,503.0124304,-12.25,0,,,
748,7.48,503.1697359,-12.25,0,,,
749,7.49,503.3271085,-12.25,0,,,
750,7.5,503.4845481,-12.25,0,,,
751,7.51,503.6420548,-12.25,0,,,
752,7.52,503.7996285,-12.25,0,,,
753,7.53,503.9572691,-12.25,0,,,
754,7.54,504.1149768,-12.25,0,,,
755,7.55,504.2727515,-12.25,0,,,
756,7.56,504.4305932,-12.25,0,,,
757,7.57,504.5885018,-12.25,0,,,
758,7.58,504.7464775,-12.25,0,,,
759,7.59,504.9045201,-12.25,0,,,
760,7.6,505.0626297,-12.25,0,,,
761,7.61,505.2208063,-12.25,0,,,
762,7.62,505.3790498,-12.25,0,,,
763,7.63,505.5373603,-12.25,0,,,
764,7.64,505.6957377,-12.25,0,,,
765,7.65,505.8541821,-12.25,0,,,
766,7.66,506.0126934,-12.25,0,,,
767,7.67,506.1712716,-12.25,0,,,
768,7.68,506.3299168,-12.25,0,,,
769,7.69,506.4886289,-12.25,0,,,
770,7.7,506.6474079,-12.25,0,,,
771,7.71,506.8062538,-12.25,0,,,
772,7.72,506.9651665,-12.25,0,,,
773,7.73,507.1241462,-12.25,0,,,
774,7.74,507.2831928,-12.25,0,,,
775,7.75,507.4423062,-12.25,0,,,
776,7.76,507.6014866,-12.25,0,,,
777,7.77,507.7607337,-12.25,0,,,
778,7.78,507.9200478,-12.25,0,,,
779,7.79,508.0794287,-12.25,0,,,
780,7.8,508.2388764,-12.25,0,,,
781,7.81,508.398391,-12.25,0,,,
782,7.82,508.5579724,-12.25,0,,,
783,7.83,508.7176206,-12.25,0,,,
784,7.84,508.8773357,-12.25,0,,,
785,7.85,509.0371176,-12.25,0,,,
786,7.86,509.1969663,-12.25,0,,,
787,7.87,509.3568817,-12.25,0,,,
788,7.88,509.516864,-12.25,0,,,
789,7.89,509.6769131,-12.25,0,,,
790,7.9,509.8370289,-12.25,0,,,
791,7.91,509.9972115,-12.25,0,,,
792,7.92,510.1574609,-12.25,0,,,
793,7.93,510.3177771,-12.25,0,,,
794,7.94,510.47816,-12.25,0,,,
795,7.95,510.6386096,-12.25,0,,,
796,7.96,510.799126,-12.25,0,,,
797,7.97,510.9597091,-12.25,0,,,
798,7.98,511.1203589,-12.25,0,,,
799,7.99,511.2810755,-12.25,0,,,
800,8,511.4418588,-12.25,0,,,
801,8.01,511.6027088,-12.25,0,,,
802,8.02,511.7636255,-12.25,0,,,
803,8.03,511.9246088,-12.25,0,,,
804,8.04,512.0856589,-12.25,0,,,
805,8.05,512.2467756,-12.25,0,,,
806,8.06,512.407959,-12.25,0,,,
807,8.07,512.5692091,-12.25,0,,,
808,8.08,512.7305259,-12.25,0,,,
809,8.09,512.8919093,-12.25,0,,,
810,8.1,513.0533593,-12.25,0,,,
811,8.11,513.214876,-12.25,0,,,
812,8.12,513.3764593,-12.25,0,,,
813,8.13,513.5381092,-12.25,0,,,
814,8.14,513.6998258,-12.25,0,,,
815,8.15,513.861609,-12.25,0,,,
816,8.16,514.0234588,-12.25,0,,,
817,8.17,514.1853752,-12.25,0,,,
818,8.18,514.3473581,-12.25,0,,,
819,8.19,514.5094077,-12.25,0,,,
820,8.2,514.6715239,-12.25,0,,,
821,8.21,514.8337066,-12.25,0,,,
822,8.22,514.9959559,-12.25,0,,,
823,8.23,515.1582717,-12.25,0,,,
824,8.24,515.3206541,-12.25,0,,,
825,8.25,515.4831031,-12.25,0,,,
826,8.26,515.6456186,-12.25,0,,,
827,8.27,515.8082006,-12.25,0,,,
828,8.28,515.9708492,-12.25,0,,,
829,8.29,516.1335643,-12.25,0,,,
830,8.3,516.2963459,-12.25,0,,,
831,8.31,516.459194,-12.25,0,,,
832,8.32,516.6221086,-12.25,0,,,
833,8.33,516.7850898,-12.25,0,,,
834,8.34,516.9481374,-12.25,0,,,
835,8.35,517.1112515,-12.25,0,,,
836,8.36,517.274432,-12.25,0,,,
837,8.37,517.4376791,-12.25,0,,,
838,8.38,517.6009926,-12.25,0,,,
839,8.39,517.7643726,-12.25,0,,,
840,8.4,517.927819,-12.25,0,,,
841,8.41,518.0913318,-12.25,0,,,
842,8.42,518.2549111,-12.25,0,,,
843,8.43,518.4185569,-12.25,0,,,
844,8.44,518.582269,-12.25,0,,,
845,8.45,518.7460476,-12.25,0,,,
846,8.46,518.9098926,-12.25,0,,,
847,8.47,519.073804,-12.25,0,,,
848,8.48,519.2377818,-12.25,0,,,
849,8.49,519.401826,-12.25,0,,,
850,8.5,519.5659366,-12.25,0,,,
851,8.51,519.7301136,-12.25,0,,,
852,8.52,519.8943569,-12.25,0,,,
853,8.53,520.0586666,-12.25,0,,,
854,8.54,520.2230427,-12.25,0,,,
855,8.55,520.3874851,-12.25,0,,,
856,8.56,520.5519938,-12.25,0,,,
857,8.57,520.7165689,-12.25,0,,,
858,8.58,520.8812104,-12.25,0,,,
859,8.59,521.0459182,-12.25,0,,,
860,8.6,521.2106922,-12.25,0,,,
861,8.61,521.3755326,-12.25,0,,,
862,8.62,521.5404393,-12.25,0,,,
863,8.63,521.7054124,-12.25,0,,,
864,8.64,521.8704517,-12.25,0,,,
865,8.65,522.0355572,-12.25,0,,,
866,8.66,522.2007291,-12.25,0,,,
867,8.67,522.3659673,-12.25,0,,,
868,8.68,522.5312717,-12.25,0,,,
869,8.69,522.6966423,-12.25,0,,,
870,8.7,522.8620793,-12.25,0,,,
871,8.71,523.0275824,-12.25,0,,,
872,8.72,523.1931518,-12.25,0,,,
873,8.73,523.3587875,-12.25,0,,,
874,8.74,523.5244894,-12.25,0,,,
875,8.75,523.6902574,-12.25,0,,,
876,8.76,523.8560917,-12.25,0,,,
877,8.77,524.0219923,-12.25,0,,,
878,8.78,524.187959,-12.25,0,,,
879,8.79,524.3539919,-12.25,0,,,
880,8.8,524.520091,-12.25,0,,,
881,8.81,524.6862562,-12.25,0,,,
882,8.82,524.8524877,-12.25,0,,,
883,8.83,525.0187853,-12.25,0,,,
884,8.84,525.1851491,-12.25,0,,,
885,8.85,525.351579,-12.25,0,,,
886,8.86,525.5180751,-12.25,0,,,
887,8.87,525.6846373,-12.25,0,,,
888,8.88,525.8512656,-12.25,0,,,
889,8.89,526.0179601,-12.25,0,,,
890,8.9,526.1847201,-12.25,0,,,
891,8.91,526.3515412,-12.25,0,,,
892,8.92,526.5184228,-12.25,0,,,
893,8.93,526.6853653,-12.25,0,,,
894,8.94,526.8523691,-12.25,0,,,
895,8.95,527.0194345,-12.25,0,,,
896,8.96,527.186562,-12.25,0,,,
897,8.97,527.3537524,-12.25,0,,,
898,8.98,527.5210062,-12.25,0,,,
899,8.99,527.6883239,-12.25,0,,,
900,9,527.8557062,-12.25,0,,,
901,9.01,528.0231536,-12.25,0,,,
902,9.02,528.1906664,-12.25,0,,,
903,9.03,528.3582453,-12.25,0,,,
904,9.04,528.5258905,-12.25,0,,,
905,9.05,528.6936024,-12.25,0,,,
906,9.06,528.8613813,-12.25,0,,,
907,9.07,529.0292276,-12.25,0,,,
908,9.08,529.1971414,-12.25,0,,,
909,9.09,529.365123,-12.25,0,,,
910,9.1,529.5331726,-12.25,0,,,
911,9.11,529.7012902,-12.25,0,,,
912,9.12,529.869476,-12.25,0,,,
913,9.13,530.0377301,-12.25,0,,,
914,9.14,530.2060524,-12.25,0,,,
915,9.15,530.3744432,-12.25,0,,,
916,9.16,530.5429022,-12.25,0,,,
917,9.17,530.7114295,-12.25,0,,,
918,9.18,530.8800251,-12.25,0,,,
919,9.19,531.0486888,-12.25,0,,,
920,9.2,531.2174206,-12.25,0,,,
921,9.21,531.3862205,-12.25,0,,,
922,9.22,531.5550882,-12.25,0,,,
923,9.23,531.7240237,-12.25,0,,,
924,9.24,531.8930268,-12.25,0,,,
925,9.25,532.0620975,-12.25,0,,,
926,9.26,532.2312355,-12.25,0,,,
927,9.27,532.4004408,-12.25,0,,,
928,9.28,532.5697131,-12.25,0,,,
929,9.29,532.7390525,-12.25,0,,,
930,9.3,532.9084586,-12.25,0,,,
931,9.31,533.0779315,-12.25,0,,,
932,9.32,533.2474709,-12.25,0,,,
933,9.33,533.4170768,-12.25,0,,,
934,9.34,533.586749,-12.25,0,,,
935,9.35,533.7564874,-12.25,0,,,
936,9.36,533.9262919,-12.25,0,,,
937,9.37,534.0961625,-12.25,0,,,
938,9.38,534.2660989,-12.25,0,,,
939,9.39,534.4361012,-12.25,0,,,
940,9.4,534.6061692,-12.25,0,,,
941,9.41,534.7763029,-12.25,0,,,
942,9.42,534.9465022,-12.25,0,,,
943,9.43,535.116767,-12.25,0,,,
944,9.44,535.2870972,-12.25,0,,,
945,9.45,535.4574929,-12.25,0,,,
946,9.46,535.6279539,-12.25,0,,,
947,9.47,535.7984802,-12.25,0,,,
948,9.48,535.9690718,-12.25,0,,,
949,9.49,536.1397286,-12.25,0,,,
950,9.5,536.3104507,-12.25,0,,,
951,9.51,536.4812379,-12.25,0,,,
952,9.52,536.6520903,-12.25,0,,,
953,9.53,536.8230078,-12.25,0,,,
954,9.54,536.9939905,-12.25,0,,,
955,9.55,537.1650383,-12.25,0,,,
956,9.56,537.3361512,-12.25,0,,,
957,9.57,537.5073293,-12.25,0,,,
958,9.58,537.6785725,-12.25,0,,,
959,9.59,537.8498808,-12.25,0,,,
960,9.6,538.0212542,-12.25,0,,,
961,9.61,538.1926928,-12.25,0,,,
962,9.62,538.3641966,-12.25,0,,,
963,9.63,538.5357655,-12.25,0,,,
964,9.64,538.7073995,-12.25,0,,,
965,9.65,538.8790988,-12.25,0,,,
966,9.66,539.0508633,-12.25,0,,,
967,9.67,539.222693,-12.25,0,,,
968,9.68,539.3945879,-12.25,0,,,
969,9.69,539.5665481,-12.25,0,,,
970,9.7,539.7385737,-12.25,0,,,
971,9.71,539.9106645,-12.25,0,,,
972,9.72,540.0828207,-12.25,0,,,
973,9.73,540.2550422,-12.25,0,,,
974,9.74,540.4273292,-12.25,0,,,
975,9.75,540.5996815,-12.25,0,,,
976,9.76,540.7720993,-12.25,0,,,
977,9.77,540.9445825,-12.25,0,,,
978,9.78,541.1171258,-12.25,0,,,
979,9.79,541.2897009,-12.25,0,,,
980,9.8,541.4622791,-12.25,0,,,
981,9.81,541.6348412,-12.25,0,,,
982,9.82,541.8073754,-12.25,0,,,
983,9.83,541.9798792,-12.25,0,,,
984,9.84,542.1523529,-12.25,0,,,
985,9.85,542.3247958,-12.25,0,,,
986,9.86,542.4972072,-12.25,0,,,
987,9.87,542.6695869,-12.25,0,,,
988,9.88,542.8419352,-12.25,0,,,
989,9.89,543.0142533,-12.25,0,,,
990,9.9,543.1865425,-12.25,0,,,
991,9.91,543.3588042,-12.25,0,,,
992,9.92,543.5310401,-12.25,0,,,
993,9.93,543.7032514,-12.25,0,,,
994,9.94,543.8754393,-12.25,0,,,
995,9.95,544.047605,-12.25,0,,,
996,9.96,544.2197494,-12.25,0,,,
997,9.97,544.3918735,-12.25,0,,,
998,9.98,544.5639781,-12.25,0,,,
999,9.99,544.736064,-12.25,0,,,
1000,10,544.908132,-12.25,0,,,
1001,10.01,545.0801826,-12.25,0,,,
1002,10.02,545.2522162,-12.25,0,,,
1003,10.03,545.4242266,-12.25,0,,,
1004,10.04,545.5961995,-12.25,0,,,
1005,10.05,545.76812,-12.25,0,,,
1006,10.06,545.9399733,-12.25,0,,,
1007,10.07,546.111745,-12.25,0,,,
1008,10.08,546.2834202,-12.25,0,,,
1009,10.09,546.4549839,-12.25,0,,,
1010,10.1,546.626421,-12.25,0,,,
1011,10.11,546.7977162,-12.25,0,,,
1012,10.12,546.9688549,-12.25,0,,,
1013,10.13,547.1398284,-12.25,0,,,
1014,10.14,547.3106367,-12.25,0,,,
1015,10.15,547.4812806,-12.25,0,,,
1016,10.16,547.6517613,-12.25,0,,,
1017,10.17,547.8220913,-12.25,0,,,
1018,10.18,547.9923251,-12.25,0,,,
1019,10.19,548.1625162,-12.25,0,,,
1020,10.2,548.3327012,-12.25,0,,,
1021,10.21,548.5028993,-12.25,0,,,
1022,10.22,548.6731162,-12.25,0,,,
1023,10.23,548.84335,-12.25,0,,,
1024,10.24,549.0135959,-12.25,0,,,
1025,10.25,549.1838486,-12.25,0,,,
1026,10.26,549.3541035,-12.25,0,,,
1027,10.27,549.5243567,-12.25,0,,,
1028,10.28,549.6946048,-12.25,0,,,
1029,10.29,549.864845,-12.25,0,,,
1030,10.3,550.0350749,-12.25,0,,,
1031,10.31,550.2052923,-12.25,0,,,
1032,10.32,550.3754956,-12.25,0,,,
1033,10.33,550.5456834,-12.25,0,,,
1034,10.34,550.7158543,-12.25,0,,,
1035,10.35,550.8860072,-12.25,0,,,
1036,10.36,551.056141,-12.25,0,,,
1037,10.37,551.2262543,-12.25,0,,,
1038,10.38,551.3963459,-12.25,0,,,
1039,10.39,551.5664146,-12.25,0,,,
1040,10.4,551.7364591,-12.25,0,,,
1041,10.41,551.9064783,-12.25,0,,,
1042,10.42,552.0764712,-12.25,0,,,
1043,10.43,552.2464369,-12.25,0,,,
1044,10.44,552.4163746,-12.25,0,,,
1045,10.45,552.5862836,-12.25,0,,,
1046,10.46,552.7561632,-12.25,0,,,
1047,10.47,552.926013,-12.25,0,,,
1048,10.48,553.0958326,-12.25,0,,,
1049,10.49,553.2656216,-12.25,0,,,
1050,10.5,553.4353798,-12.25,0,,,
1051,10.51,553.605107,-12.25,0,,,
1052,10.52,553.774803,-12.25,0,,,
1053,10.53,553.9444679,-12.25,0,,,
1054,10.54,554.1141017,-12.25,0,,,
1055,10.55,554.2837045,-12.25,0,,,
1056,10.56,554.4532763,-12.25,0,,,
1057,10.57,554.6228175,-12.25,0,,,
1058,10.58,554.7923282,-12.25,0,,,
1059,10.59,554.9618087,-12.25,0,,,
1060,10.6,555.1312594,-12.25,0,,,
1061,10.61,555.3006804,-12.25,0,,,
1062,10.62,555.4700723,-12.25,0,,,
1063,10.63,555.6394354,-12.25,0,,,
1064,10.64,555.8087701,-12.25,0,,,
1065,10.65,555.9780769,-12.25,0,,,
1066,10.66,556.1473562,-12.25,0,,,
1067,10.67,556.3166085,-12.25,0,,,
1068,10.68,556.4858343,-12.25,0,,,
1069,10.69,556.655034,-12.25,0,,,
1070,10.7,556.8242081,-12.25,0,,,
1071,10.71,556.9933571,-12.25,0,,,
1072,10.72,557.1624813,-12.25,0,,,
1073,10.73,557.3315813,-12.25,0,,,
1074,10.74,557.5006574,-12.25,0,,,
1075,10.75,557.66971,-12.25,0,,,
1076,10.76,557.8387394,-12.25,0,,,
1077,10.77,558.0077459,-12.25,0,,,
1078,10.78,558.17673,-12.25,0,,,
1079,10.79,558.3456917,-12.25,0,,,
1080,10.8,558.5146314,-12.25,0,,,
1081,10.81,558.6835493,-12.25,0,,,
1082,10.82,558.8524455,-12.25,0,,,
1083,10.83,559.0213203,-12.25,0,,,
1084,10.84,559.1901737,-12.25,0,,,
1085,10.85,559.3590059,-12.25,0,,,
1086,10.86,559.527817,-12.25,0,,,
1087,10.87,559.696607,-12.25,0,,,
1088,10.88,559.865376,-12.25,0,,,
1089,10.89,560.034124,-12.25,0,,,
1090,10.9,560.202851,-12.25,0,,,
1091,10.91,560.371557,-12.25,0,,,
1092,10.92,560.540242,-12.25,0,,,
1093,10.93,560.7089059,-12.25,0,,,
1094,10.94,560.8775486,-12.25,0,,,
1095,10.95,561.0461702,-12.25,0,,,
1096,10.96,561.2147705,-12.25,0,,,
1097,10.97,561.3833494,-12.25,0,,,
1098,10.98,561.5519068,-12.25,0,,,
1099,10.99,561.7204427,-12.25,0,,,
1100,11,561.8889569,-12.25,0,,,
1101,11.01,562.0574493,-12.25,0,,,
1102,11.02,562.2259198,-12.25,0,,,
1103,11.03,562.3943683,-12.25,0,,,
1104,11.04,562.5627948,-12.25,0,,,
1105,11.05,562.731199,-12.25,0,,,
1106,11.06,562.899581,-12.25,0,,,
1107,11.07,563.0679406,-12.25,0,,,
1108,11.08,563.2362777,-12.25,0,,,
1109,11.09,563.4045922,-12.25,0,,,
1110,11.1,563.572884,-12.25,0,,,
1111,11.11,563.741153,-12.25,0,,,
1112,11.12,563.9093992,-12.25,0,,,
1113,11.13,564.0776225,-12.25,0,,,
1114,11.14,564.2458227,-12.25,0,,,
1115,11.15,564.4139998,-12.25,0,,,
1116,11.16,564.5821537,-12.25,0,,,
1117,11.17,564.7502844,-12.25,0,,,
1118,11.18,564.9183916,-12.25,0,,,
1119,11.19,565.0864755,-12.25,0,,,
1120,11.2,565.2545358,-12.25,0,,,
1121,11.21,565.4225726,-12.25,0,,,
1122,11.22,565.5905859,-12.25,0,,,
1123,11.23,565.7585755,-12.25,0,,,
1124,11.24,565.9265414,-12.25,0,,,
1125,11.25,566.0944836,-12.25,0,,,
1126,11.26,566.262402,-12.25,0,,,
1127,11.27,566.4302967,-12.25,0,,,
1128,11.28,566.5981676,-12.25,0,,,
1129,11.29,566.7660147,-12.25,0,,,
1130,11.3,566.9338381,-12.25,0,,,
1131,11.31,567.1016377,-12.25,0,,,
1132,11.32,567.2694134,-12.25,0,,,
1133,11.33,567.4371655,-12.25,0,,,
1134,11.34,567.6048938,-12.25,0,,,
1135,11.35,567.7725984,-12.25,0,,,
1136,11.36,567.9402793,-12.25,0,,,
1137,11.37,568.1079366,-12.25,0,,,
1138,11.38,568.2755703,-12.25,0,,,
1139,11.39,568.4431805,-12.25,0,,,
1140,11.4,568.6107672,-12.25,0,,,
1141,11.41,568.7783304,-12.25,0,,,
1142,11.42,568.9458704,-12.25,0,,,
1143,11.43,569.113387,-12.25,0,,,
1144,11.44,569.2808805,-12.25,0,,,
1145,11.45,569.4483508,-12.25,0,,,
1146,11.46,569.615798,-12.25,0,,,
1147,11.47,569.7832223,-12.25,0,,,
1148,11.48,569.9506236,-12.25,0,,,
1149,11.49,570.1180021,-12.25,0,,,
1150,11.5,570.2853579,-12.25,0,,,
1151,11.51,570.452691,-12.25,0,,,
1152,11.52,570.6200014,-12.25,0,,,
1153,11.53,570.7872893,-12.25,0,,,
1154,11.54,570.9545547,-12.25,0,,,
1155,11.55,571.1217977,-12.25,0,,,
1156,11.56,571.2890182,-12.25,0,,,
1157,11.57,571.4562165,-12.25,0,,,
1158,11.58,571.6233925,-12.25,0,,,
1159,11.59,571.7905462,-12.25,0,,,
1160,11.6,571.9576778,-12.25,0,,,
1161,11.61,572.1247872,-12.25,0,,,
1162,11.62,572.2918745,-12.25,0,,,
1163,11.63,572.4589397,-12.25,0,,,
1164,11.64,572.6259829,-12.25,0,,,
1165,11.65,572.7930041,-12.25,0,,,
1166,11.66,572.9600033,-12.25,0,,,
1167,11.67,573.1269805,-12.25,0,,,
1168,11.68,573.2939358,-12.25,0,,,
1169,11.69,573.4608692,-12.25,0,,,
1170,11.7,573.6277806,-12.25,0,,,
1171,11.71,573.7946702,-12.25,0,,,
1172,11.72,573.9615378,-12.25,0,,,
1173,11.73,574.1283836,-12.25,0,,,
1174,11.74,574.2952076,-12.25,0,,,
1175,11.75,574.4620096,-12.25,0,,,
1176,11.76,574.6287899,-12.25,0,,,
1177,11.77,574.7955482,-12.25,0,,,
1178,11.78,574.9622848,-12.25,0,,,
1179,11.79,575.1289995,-12.25,0,,,
1180,11.8,575.2956924,-12.25,0,,,
1181,11.81,575.4623635,-12.25,0,,,
1182,11.82,575.6290128,-12.25,0,,,
1183,11.83,575.7956403,-12.25,0,,,
1184,11.84,575.962246,-12.25,0,,,
1185,11.85,576.1288299,-12.25,0,,,
1186,11.86,576.295392,-12.25,0,,,
1187,11.87,576.4619324,-12.25,0,,,
1188,11.88,576.628451,-12.25,0,,,
1189,11.89,576.7949478,-12.25,0,,,
1190,11.9,576.9614229,-12.25,0,,,
1191,11.91,577.1278762,-12.25,0,,,
1192,11.92,577.2943078,-12.25,0,,,
1193,11.93,577.4607177,-12.25,0,,,
1194,11.94,577.6271058,-12.25,0,,,
1195,11.95,577.7934722,-12.25,0,,,
1196,11.96,577.9598169,-12.25,0,,,
1197,11.97,578.1261399,-12.25,0,,,
1198,11.98,578.2924413,-12.25,0,,,
1199,11.99,578.4587209,-12.25,0,,,
1200,12,578.6249789,-12.25,0,,,
1201,12.01,578.7912153,-12.25,0,,,
1202,12.02,578.9574301,-12.25,0,,,
1203,12.03,579.1236232,-12.25,0,,,
1204,12.04,579.2897948,-12.25,0,,,
1205,12.05,579.4559449,-12.25,0,,,
1206,12.06,579.6220734,-12.25,0,,,
1207,12.07,579.7881804,-12.25,0,,,
1208,12.08,579.9542659,-12.25,0,,,
1209,12.09,580.1203299,-12.25,0,,,
1210,12.1,580.2863726,-12.25,0,,,
1211,12.11,580.4523938,-12.25,0,,,
1212,12.12,580.6183937,-12.25,0,,,
1213,12.13,580.7843722,-12.25,0,,,
1214,12.14,580.9503295,-12.25,0,,,
1215,12.15,581.1162654,-12.25,0,,,
1216,12.16,581.2821802,-12.25,0,,,
1217,12.17,581.4480738,-12.25,0,,,
1218,12.18,581.6139462,-12.25,0,,,
1219,12.19,581.7797975,-12.25,0,,,
1220,12.2,581.9456278,-12.25,0,,,
1221,12.21,582.111437,-12.25,0,,,
1222,12.22,582.2772253,-12.25,0,,,
1223,12.23,582.4429925,-12.25,0,,,
1224,12.24,582.6087389,-12.25,0,,,
1225,12.25,582.7744645,-12.25,0,,,
1226,12.26,582.9401692,-12.25,0,,,
1227,12.27,583.1058531,-12.25,0,,,
1228,12.28,583.2715163,-12.25,0,,,
1229,12.29,583.4371588,-12.25,0,,,
1230,12.3,583.6027806,-12.25,0,,,
1231,12.31,583.7683818,-12.25,0,,,
1232,12.32,583.9339625,-12.25,0,,,
1233,12.33,584.0995226,-12.25,0,,,
1234,12.34,584.2650622,-12.25,0,,,
1235,12.35,584.4305814,-12.25,0,,,
1236,12.36,584.5960801,-12.25,0,,,
1237,12.37,584.7615584,-12.25,0,,,
1238,12.38,584.9270164,-12.25,0,,,
1239,12.39,585.0924541,-12.25,0,,,
1240,12.4,585.2578715,-12.25,0,,,
1241,12.41,585.4232687,-12.25,0,,,
1242,12.42,585.5886456,-12.25,0,,,
1243,12.43,585.7540024,-12.25,0,,,
1244,12.44,585.9193391,-12.25,0,,,
1245,12.45,586.0846556,-12.25,0,,,
1246,12.46,586.2499521,-12.25,0,,,
1247,12.47,586.4152285,-12.25,0,,,
1248,12.48,586.5804849,-12.25,0,,,
1249,12.49,586.7457214,-12.25,0,,,
1250,12.5,586.9109379,-12.25,0,,,
1251,12.51,587.0761346,-12.25,0,,,
1252,12.52,587.2413113,-12.25,0,,,
1253,12.53,587.4064683,-12.25,0,,,
1254,12.54,587.5716054,-12.25,0,,,
1255,12.55,587.7367227,-12.25,0,,,
1256,12.56,587.9018203,-12.25,0,,,
1257,12.57,588.0668982,-12.25,0,,,
1258,12.58,588.2319564,-12.25,0,,,
1259,12.59,588.396995,-12.25,0,,,
