#{"t_start": 1700195006.0335443, "env_id": null}
r,l,t
-850248.0,644,98.036595
-4899703.5,1272,201.852845
-7179289.0,1180,589.222666
-8863421.0,1272,1172.02169
-22363134.0,3607,1813.604344
-5710750.5,1619,2286.86778
-4320550.0,1204,2596.828172
-10569264.0,3099,3498.018806
-74846840.0,10002,4259.596916
-5029024.0,1288,4650.996256
-17655740.0,3658,4661.397781
-1258973.5,506,4679.787237
-1534203.5,537,4797.620195
-6726749.5,1698,5151.700267
-5294298.0,1668,5381.756414
-6231370.5,1125,5499.954707
-1231090.9,795,5523.552923
-1842095.4,772,5532.875531
-3602566.0,1344,5924.857739
-12494691.0,1942,5946.403968
-6784799.5,770,6206.38347
-8082888.0,1634,6498.669468
-1844958.5,455,6518.473048
-26985568.0,4153,7469.253521
-6044464.5,1348,7790.840605
-6751849.5,2757,8497.532695
-6118547.0,1357,8837.888793
-7464700.5,824,9153.605378
-61867856.0,10002,9273.218565
-1190839.6,501,9294.107103
-2100778.8,985,9299.257913
-6648925.5,1407,9528.034519
-1177016.4,585,9597.48776
-1476389.9,476,9829.583909
-22094094.0,3231,10352.814539
-5353374.5,1604,10557.472005
-1872909.9,406,10576.086018
-3483229.2,1280,10682.101982
-8270672.0,2750,10694.027204
-2377734.8,1436,10912.082547
-6482680.5,1322,10963.664046
-2002088.6,562,10988.11309
-2158503.5,905,11022.541584
-3663125.5,1060,11056.835912
-6549905.5,1330,11121.501932
-1798143.5,914,11138.535349
-1350532.4,644,11151.972193
-4142108.5,1141,11523.576366
-6700918.5,1579,11570.820582
-1153964.4,576,11594.105435
-2613499.2,1204,11647.886124
-1862162.2,688,11674.615848
-14114437.0,3589,11902.976475
-1318578.5,475,11939.737892
-5912335.5,1690,12278.959759
-1953474.1,420,12385.837565
-25959324.0,4078,12598.494743
-12649771.0,2120,12967.564029
-8582763.0,2201,12992.92694
-8042748.0,2658,13590.405235
-21958082.0,3680,13756.87494
-1730519.2,729,13774.554017
-12465985.0,3003,14203.333381
-31907474.0,4926,14752.207844
-955653.1,646,14865.610721
-17134136.0,3485,16000.957658
-1027379.5,608,16045.395472
-35298060.0,6483,16120.327419
-16136866.0,3733,17273.094612
-5887237.5,1958,17764.964565
-48680120.0,6775,18027.530427
-11397137.0,2300,18232.910343
-3164911.0,811,18454.227784
-17052360.0,2749,18478.444198
-2448622.2,1361,18509.484407
-3835596.2,1687,18549.516125
-4649777.5,1503,18908.06438
-2537808.5,968,18925.275961
-4570397.0,2056,19307.987168
-21691650.0,2763,19592.131283
-6824198.5,1950,19630.747666
-7462081.0,1593,19825.699275
-5348618.0,1063,20044.257033
-1089203.4,434,20072.352794
-8066607.0,1750,20388.375783
-20264660.0,3401,20893.670362
-5316954.0,1547,20987.247112
-9620307.0,3243,21065.882714
-1266062.0,557,21090.155402
-4283276.0,1683,21143.456948
-2975337.8,1303,21203.852849
-9545850.0,2399,21239.126456
-5479878.5,1877,21288.612783
-5852873.0,1538,21372.352617
-2280558.8,915,21392.430077
-1170496.4,588,21403.791817
-3703938.5,1891,21694.159789
-18488622.0,2733,21916.505222
-6291583.0,1822,21968.530965
-2044903.9,1195,22018.798108
-9478849.0,2406,22026.44612
-1298864.5,413,22042.019966
-1505722.5,363,22048.083844
-2962274.2,1845,22255.22852
-1399497.2,531,22548.798259
-9991874.0,2577,22573.805965
-1009654.56,543,22599.355963
-1478314.5,667,22627.008758
-7331843.0,3530,22969.369879
-10124644.0,2732,22995.417811
-4859688.0,1496,23111.598195
-10414249.0,1947,23386.667607
-20424740.0,2737,23778.296544
-12231999.0,3382,24321.014516
-1633113.8,1068,24495.748846
-71516790.0,10002,25335.356827
-7102144.0,1348,25814.089359
-68112540.0,10002,26657.491348
-20442568.0,4890,26664.409682
-2777791.8,1376,26727.950145
-4385542.0,2685,27298.035094
-1927077.5,714,27481.478615
-66351636.0,8652,29078.853841
-72219400.0,10002,30433.463762
-2860017.8,814,30579.939836
-5048924.0,2535,30978.109258
-62241816.0,10002,31031.677447
-6376925.0,3007,31369.668174
-17464022.0,3369,31929.266551
-17670800.0,3208,32402.443546
-11759395.0,2914,32428.882742
-4846171.0,2152,32741.209515
-1164605.6,427,32759.311313
-5160849.5,1482,32967.622766
-20300982.0,3595,33077.812544
-22161812.0,3100,33851.185777
-11564897.0,3699,34083.752196
-6151376.5,2155,34184.613064
-6706350.0,2418,34485.884905
-15820586.0,5371,34490.203114
-2023246.1,983,34530.337787
-6789497.5,2162,34663.519814
-13222472.0,3973,34848.54692
-3829404.0,1002,34950.862761
-2312187.5,496,34966.067632
-2782283.8,1164,35014.205187
-6215080.5,2305,35046.086666
-7377235.5,2350,35189.192938
-1597550.2,497,35270.841379
-11932987.0,3742,35296.771931
-1149344.2,441,35313.244947
-4158451.0,1110,35482.224939
-6394367.0,2354,35543.924915
-5032103.0,2558,35596.156756
-5386922.5,1331,35638.495083
-17226270.0,2680,36285.265707
-7979385.0,2727,36899.455294
-8338607.5,2018,37526.101838
-2591988.5,1211,37776.457229
-76529304.0,8337,37822.456313
-5608961.5,1346,38098.549265
-8326282.5,2719,38150.56526
-4745935.5,2154,38228.606655
-1613547.8,769,38258.357544
-6708215.5,2188,38435.308088
-12943345.0,4181,38573.41004
-4227149.5,2136,38652.852648
-5452139.5,3163,38682.643417
-4483887.0,1450,38951.978365
-1498701.8,739,38983.626857
-7356919.0,3164,38999.045122
-5799387.5,1591,39173.77462
-7765814.0,3069,39583.48062
-920569.8,625,39676.920762
-3770358.8,1796,40016.675903
-47733824.0,7705,40448.41707
-4060365.0,1400,40660.324325
