,Time,tx,ty
7314,73.14,-23.29708257,991.2936119
7315,73.15,-23.30090825,991.432548
7316,73.16,-23.30470057,991.571485
7317,73.17,-23.30846005,991.7104229
7318,73.18,-23.3121872,991.8493616
7319,73.19,-23.31588257,991.9883013
7320,73.2,-23.3195467,992.1272417
7321,73.21,-23.32318013,992.266183
7322,73.22,-23.32678344,992.405125
7323,73.23,-23.3303572,992.5440678
7324,73.24,-23.33390199,992.6830114
7325,73.25,-23.33741838,992.8219556
7326,73.26,-23.34090699,992.9609006
7327,73.27,-23.34436842,993.0998462
7328,73.28,-23.34780327,993.2387925
7329,73.29,-23.35121217,993.3777395
7330,73.3,-23.35459574,993.516687
7331,73.31,-23.35795462,993.6556351
7332,73.32,-23.36128946,993.7945839
7333,73.33,-23.3646009,993.9335331
7334,73.34,-23.3678896,994.072483
7335,73.35,-23.37115622,994.2114333
7336,73.36,-23.37440144,994.3503841
7337,73.37,-23.37762592,994.4893354
7338,73.38,-23.38083034,994.6282872
7339,73.39,-23.38401539,994.7672395
7340,73.4,-23.38718177,994.9061922
7341,73.41,-23.39033017,995.0451452
7342,73.42,-23.39346129,995.1840987
7343,73.43,-23.39657586,995.3230526
7344,73.44,-23.39967459,995.4620068
7345,73.45,-23.4027582,995.6009613
7346,73.46,-23.40582742,995.7399162
7347,73.47,-23.40888298,995.8788714
7348,73.48,-23.41192563,996.0178269
7349,73.49,-23.41495609,996.1567826
7350,73.5,-23.41797512,996.2957386
7351,73.51,-23.42098346,996.4346948
7352,73.52,-23.42398187,996.5736512
7353,73.53,-23.42697109,996.7126079
7354,73.54,-23.42995187,996.8515647
7355,73.55,-23.43292498,996.9905217
7356,73.56,-23.43589117,997.1294788
7357,73.57,-23.43885118,997.2684361
7358,73.58,-23.44180578,997.4073935
7359,73.59,-23.44475573,997.546351
7360,73.6,-23.44770177,997.6853086
7361,73.61,-23.45064467,997.8242663
7362,73.62,-23.45358518,997.963224
7363,73.63,-23.45652405,998.1021818
7364,73.64,-23.45946205,998.2411396
7365,73.65,-23.46239993,998.3800974
7366,73.66,-23.46533844,998.5190552
7367,73.67,-23.46827833,998.6580129
7368,73.68,-23.47122037,998.7969706
7369,73.69,-23.47416529,998.9359283
7370,73.7,-23.47711386,999.0748858
7371,73.71,-23.48006682,999.2138433
7372,73.72,-23.48302492,999.3528006
7373,73.73,-23.48598891,999.4917578
7374,73.74,-23.48895952,999.6307148
7375,73.75,-23.49193749,999.7696717
7376,73.76,-23.49492358,999.9086283
7377,73.77,-23.4979185,1000.047585
7378,73.78,-23.500923,1000.186541
7379,73.79,-23.50393782,1000.325497
7380,73.8,-23.50696367,1000.464452
7381,73.81,-23.5100013,1000.603408
7382,73.82,-23.51305142,1000.742363
7383,73.83,-23.51611477,1000.881318
7384,73.84,-23.51919205,1001.020272
7385,73.85,-23.52228399,1001.159226
7386,73.86,-23.52539129,1001.298179
7387,73.87,-23.52851465,1001.437133
7388,73.88,-23.5316548,1001.576085
7389,73.89,-23.53481241,1001.715037
7390,73.9,-23.5379882,1001.853989
7391,73.91,-23.54118285,1001.99294
7392,73.92,-23.54439705,1002.131891
7393,73.93,-23.54763148,1002.270841
7394,73.94,-23.55088683,1002.409791
7395,73.95,-23.55416378,1002.54874
7396,73.96,-23.55746299,1002.687688
7397,73.97,-23.56078514,1002.826636
7398,73.98,-23.56413088,1002.965583
7399,73.99,-23.56750088,1003.104529
7400,74,-23.5708958,1003.243475
7401,74.01,-23.57431628,1003.382419
7402,74.02,-23.57776297,1003.521363
7403,74.03,-23.58123652,1003.660307
7404,74.04,-23.58473755,1003.799249
7405,74.05,-23.58826669,1003.938191
7406,74.06,-23.59182458,1004.077131
7407,74.07,-23.59541181,1004.216071
7408,74.08,-23.59902901,1004.35501
7409,74.09,-23.60267678,1004.493947
7410,74.1,-23.60635572,1004.632884
7411,74.11,-23.61006642,1004.77182
7412,74.12,-23.61380947,1004.910755
7413,74.13,-23.61758546,1005.049688
7414,74.14,-23.62139495,1005.188621
7415,74.15,-23.62523853,1005.327552
7416,74.16,-23.62911676,1005.466482
7417,74.17,-23.63303021,1005.605411
7418,74.18,-23.63697942,1005.744339
7419,74.19,-23.64096496,1005.883265
7420,74.2,-23.64498738,1006.02219
7421,74.21,-23.64904722,1006.161114
7422,74.22,-23.65314502,1006.300036
7423,74.23,-23.65728132,1006.438957
7424,74.24,-23.66145665,1006.577877
7425,74.25,-23.66567152,1006.716795
7426,74.26,-23.66992648,1006.855712
7427,74.27,-23.67422201,1006.994627
7428,74.28,-23.67855864,1007.13354
7429,74.29,-23.68293687,1007.272452
7430,74.3,-23.68735719,1007.411363
7431,74.31,-23.69182008,1007.550271
7432,74.32,-23.69632603,1007.689179
7433,74.33,-23.70087551,1007.828084
7434,74.34,-23.70546898,1007.966988
7435,74.35,-23.7101069,1008.10589
7436,74.36,-23.71478972,1008.24479
7437,74.37,-23.71951787,1008.383688
7438,74.38,-23.7242918,1008.522584
7439,74.39,-23.72911193,1008.661479
7440,74.4,-23.73397869,1008.800371
7441,74.41,-23.73889247,1008.939262
7442,74.42,-23.7438537,1009.07815
7443,74.43,-23.74886276,1009.217037
7444,74.44,-23.75392004,1009.355921
7445,74.45,-23.75902592,1009.494804
7446,74.46,-23.76418078,1009.633684
7447,74.47,-23.76938497,1009.772562
7448,74.48,-23.77463884,1009.911438
7449,74.49,-23.77994273,1010.050312
7450,74.5,-23.78529698,1010.189183
7451,74.51,-23.7907019,1010.328052
7452,74.52,-23.79615781,1010.466919
7453,74.53,-23.801665,1010.605783
7454,74.54,-23.80722376,1010.744645
7455,74.55,-23.81283436,1010.883504
7456,74.56,-23.81849708,1011.022362
7457,74.57,-23.82421217,1011.161216
7458,74.58,-23.82997986,1011.300068
7459,74.59,-23.83580041,1011.438918
7460,74.6,-23.84167402,1011.577765
7461,74.61,-23.84760091,1011.716609
7462,74.62,-23.85358128,1011.855451
7463,74.63,-23.85961532,1011.99429
7464,74.64,-23.86570321,1012.133126
7465,74.65,-23.87184513,1012.271959
7466,74.66,-23.87804122,1012.41079
7467,74.67,-23.88429164,1012.549618
7468,74.68,-23.89059652,1012.688444
7469,74.69,-23.896956,1012.827266
7470,74.7,-23.90337019,1012.966086
7471,74.71,-23.9098392,1013.104902
7472,74.72,-23.91636312,1013.243716
7473,74.73,-23.92294205,1013.382527
7474,74.74,-23.92957605,1013.521335
7475,74.75,-23.93626521,1013.66014
7476,74.76,-23.94300959,1013.798942
7477,74.77,-23.94980922,1013.937741
7478,74.78,-23.95666417,1014.076537
7479,74.79,-23.96357447,1014.21533
7480,74.8,-23.97054014,1014.35412
7481,74.81,-23.9775612,1014.492907
7482,74.82,-23.98463767,1014.631691
7483,74.83,-23.99176956,1014.770471
7484,74.84,-23.99895687,1014.909249
7485,74.85,-24.00619959,1015.048023
7486,74.86,-24.0134977,1015.186794
7487,74.87,-24.0208512,1015.325562
7488,74.88,-24.02826005,1015.464327
7489,74.89,-24.03572423,1015.603088
7490,74.9,-24.0432437,1015.741847
7491,74.91,-24.05081843,1015.880601
7492,74.92,-24.05844836,1016.019353
7493,74.93,-24.06613346,1016.158101
7494,74.94,-24.07387367,1016.296847
7495,74.95,-24.08166893,1016.435588
7496,74.96,-24.08951919,1016.574327
7497,74.97,-24.09742438,1016.713062
7498,74.98,-24.10538444,1016.851793
7499,74.99,-24.1133993,1016.990522
7500,75,-24.12146888,1017.129247
7501,75.01,-24.12959311,1017.267968
7502,75.02,-24.13777192,1017.406686
7503,75.03,-24.14600521,1017.545401
7504,75.04,-24.15429292,1017.684112
7505,75.05,-24.16263495,1017.822819
7506,75.06,-24.17103121,1017.961524
7507,75.07,-24.17948162,1018.100224
7508,75.08,-24.18798608,1018.238921
7509,75.09,-24.1965445,1018.377615
7510,75.1,-24.20515677,1018.516305
7511,75.11,-24.2138228,1018.654992
7512,75.12,-24.22254249,1018.793675
7513,75.13,-24.23131572,1018.932354
7514,75.14,-24.2401424,1019.07103
7515,75.15,-24.24902241,1019.209702
7516,75.16,-24.25795564,1019.348371
7517,75.17,-24.26694199,1019.487036
7518,75.18,-24.27598132,1019.625697
7519,75.19,-24.28507353,1019.764355
7520,75.2,-24.2942185,1019.903009
7521,75.21,-24.30341611,1020.041659
7522,75.22,-24.31266623,1020.180306
7523,75.23,-24.32196873,1020.318949
7524,75.24,-24.3313235,1020.457588
7525,75.25,-24.34073041,1020.596224
7526,75.26,-24.35018931,1020.734856
7527,75.27,-24.35970008,1020.873484
7528,75.28,-24.36926258,1021.012108
7529,75.29,-24.37887669,1021.150729
7530,75.3,-24.38854225,1021.289346
7531,75.31,-24.39825912,1021.427959
7532,75.32,-24.40802718,1021.566569
7533,75.33,-24.41784626,1021.705175
7534,75.34,-24.42771623,1021.843777
7535,75.35,-24.43763694,1021.982375
7536,75.36,-24.44760823,1022.120969
7537,75.37,-24.45762996,1022.25956
7538,75.38,-24.46770196,1022.398147
7539,75.39,-24.4778241,1022.53673
7540,75.4,-24.4879962,1022.675309
7541,75.41,-24.49821811,1022.813885
7542,75.42,-24.50848967,1022.952457
7543,75.43,-24.51881071,1023.091025
7544,75.44,-24.52918107,1023.229589
7545,75.45,-24.53960059,1023.368149
7546,75.46,-24.55006909,1023.506706
7547,75.47,-24.56058641,1023.645259
7548,75.48,-24.57115236,1023.783808
7549,75.49,-24.58176679,1023.922353
7550,75.5,-24.59242951,1024.060894
7551,75.51,-24.60314036,1024.199432
7552,75.52,-24.61389914,1024.337966
7553,75.53,-24.62470568,1024.476496
7554,75.54,-24.6355598,1024.615022
7555,75.55,-24.64646132,1024.753545
7556,75.56,-24.65741005,1024.892063
7557,75.57,-24.66840582,1025.030578
7558,75.58,-24.67944843,1025.169089
7559,75.59,-24.69053769,1025.307597
7560,75.6,-24.70167343,1025.4461
7561,75.61,-24.71285544,1025.5846
7562,75.62,-24.72408354,1025.723096
7563,75.63,-24.73535753,1025.861589
7564,75.64,-24.74667722,1026.000077
7565,75.65,-24.75804242,1026.138562
7566,75.66,-24.76945292,1026.277043
7567,75.67,-24.78090853,1026.41552
7568,75.68,-24.79240906,1026.553994
7569,75.69,-24.80395429,1026.692463
7570,75.7,-24.81554403,1026.83093
7571,75.71,-24.82717808,1026.969392
7572,75.72,-24.83885623,1027.107851
7573,75.73,-24.85057828,1027.246305
7574,75.74,-24.86234402,1027.384757
7575,75.75,-24.87415325,1027.523204
7576,75.76,-24.88600576,1027.661648
7577,75.77,-24.89790134,1027.800088
7578,75.78,-24.90983978,1027.938525
7579,75.79,-24.92182088,1028.076958
7580,75.8,-24.93384441,1028.215387
7581,75.81,-24.94591018,1028.353812
7582,75.82,-24.95801797,1028.492234
7583,75.83,-24.97016756,1028.630652
7584,75.84,-24.98235874,1028.769067
7585,75.85,-24.9945913,1028.907478
7586,75.86,-25.00686502,1029.045885
7587,75.87,-25.01917969,1029.184289
7588,75.88,-25.03153508,1029.322689
7589,75.89,-25.04393098,1029.461086
7590,75.9,-25.05636718,1029.599479
7591,75.91,-25.06884344,1029.737869
7592,75.92,-25.08135956,1029.876255
7593,75.93,-25.09391531,1030.014637
7594,75.94,-25.10651046,1030.153016
7595,75.95,-25.11914481,1030.291391
7596,75.96,-25.13181811,1030.429763
7597,75.97,-25.14453015,1030.568132
7598,75.98,-25.1572807,1030.706497
7599,75.99,-25.17006953,1030.844858
7600,76,-25.18289643,1030.983216
7601,76.01,-25.19576116,1031.121571
7602,76.02,-25.20866349,1031.259922
7603,76.03,-25.2216032,1031.39827
7604,76.04,-25.23458005,1031.536614
7605,76.05,-25.24759383,1031.674955
7606,76.06,-25.26064429,1031.813293
7607,76.07,-25.27373121,1031.951627
7608,76.08,-25.28685435,1032.089958
7609,76.09,-25.30001349,1032.228286
7610,76.1,-25.31320838,1032.36661
7611,76.11,-25.32643881,1032.504931
7612,76.12,-25.33970453,1032.643249
7613,76.13,-25.35300531,1032.781563
7614,76.14,-25.36634092,1032.919874
7615,76.15,-25.37971113,1033.058182
7616,76.16,-25.39311569,1033.196487
7617,76.17,-25.40655437,1033.334789
7618,76.18,-25.42002693,1033.473087
7619,76.19,-25.43353315,1033.611383
7620,76.2,-25.44707277,1033.749675
7621,76.21,-25.46064556,1033.887964
7622,76.22,-25.47425129,1034.02625
7623,76.23,-25.48788971,1034.164532
7624,76.24,-25.50156059,1034.302812
7625,76.25,-25.51526367,1034.441089
7626,76.26,-25.52899873,1034.579362
7627,76.27,-25.54276553,1034.717633
7628,76.28,-25.55656381,1034.855901
7629,76.29,-25.57039334,1034.994165
7630,76.3,-25.58425387,1035.132427
7631,76.31,-25.59814517,1035.270686
7632,76.32,-25.61206699,1035.408941
7633,76.33,-25.62601909,1035.547194
7634,76.34,-25.64000121,1035.685444
7635,76.35,-25.65401313,1035.823691
7636,76.36,-25.66805459,1035.961936
7637,76.37,-25.68212535,1036.100177
7638,76.38,-25.69622516,1036.238416
7639,76.39,-25.71035378,1036.376652
7640,76.4,-25.72451096,1036.514885
7641,76.41,-25.73869646,1036.653115
7642,76.42,-25.75291001,1036.791343
7643,76.43,-25.76715139,1036.929568
7644,76.44,-25.78142033,1037.06779
7645,76.45,-25.7957166,1037.20601
7646,76.46,-25.81003994,1037.344227
7647,76.47,-25.8243901,1037.482442
7648,76.48,-25.83876684,1037.620654
7649,76.49,-25.8531699,1037.758863
7650,76.5,-25.86759904,1037.89707
7651,76.51,-25.88205401,1038.035274
7652,76.52,-25.89653455,1038.173476
7653,76.53,-25.91104042,1038.311675
7654,76.54,-25.92557136,1038.449872
7655,76.55,-25.94012712,1038.588067
7656,76.56,-25.95470746,1038.726259
7657,76.57,-25.96931211,1038.864448
7658,76.58,-25.98394082,1039.002636
7659,76.59,-25.99859334,1039.140821
7660,76.6,-26.01326942,1039.279004
7661,76.61,-26.0279688,1039.417184
7662,76.62,-26.04269122,1039.555362
7663,76.63,-26.05743644,1039.693538
7664,76.64,-26.07220419,1039.831712
7665,76.65,-26.08699423,1039.969884
7666,76.66,-26.10180629,1040.108053
7667,76.67,-26.11664013,1040.246221
7668,76.68,-26.13149548,1040.384386
7669,76.69,-26.14637209,1040.522549
7670,76.7,-26.16126971,1040.66071
7671,76.71,-26.17618807,1040.79887
7672,76.72,-26.19112693,1040.937027
7673,76.73,-26.20608603,1041.075182
7674,76.74,-26.22106511,1041.213335
7675,76.75,-26.23606392,1041.351486
7676,76.76,-26.25108219,1041.489636
7677,76.77,-26.26611967,1041.627783
7678,76.78,-26.2811761,1041.765929
7679,76.79,-26.29625122,1041.904073
7680,76.8,-26.31134478,1042.042215
7681,76.81,-26.32645652,1042.180355
7682,76.82,-26.34158617,1042.318494
7683,76.83,-26.35673349,1042.456631
7684,76.84,-26.3718982,1042.594766
7685,76.85,-26.38708006,1042.732899
7686,76.86,-26.40227879,1042.871031
7687,76.87,-26.41749415,1043.009161
7688,76.88,-26.43272586,1043.14729
7689,76.89,-26.44797367,1043.285417
7690,76.9,-26.46323731,1043.423543
7691,76.91,-26.47851653,1043.561667
7692,76.92,-26.49381106,1043.69979
7693,76.93,-26.50912065,1043.837911
7694,76.94,-26.52444503,1043.976031
7695,76.95,-26.53978394,1044.114149
7696,76.96,-26.55513713,1044.252266
7697,76.97,-26.57050434,1044.390382
7698,76.98,-26.58588529,1044.528497
7699,76.99,-26.60127975,1044.66661
7700,77,-26.61668743,1044.804722
7701,77.01,-26.63210809,1044.942833
7702,77.02,-26.64754145,1045.080942
7703,77.03,-26.66298726,1045.21905
7704,77.04,-26.67844526,1045.357158
7705,77.05,-26.69391518,1045.495264
7706,77.06,-26.70939676,1045.633369
7707,77.07,-26.72488974,1045.771473
7708,77.08,-26.74039385,1045.909576
7709,77.09,-26.75590885,1046.047678
7710,77.1,-26.77143445,1046.185779
7711,77.11,-26.78697041,1046.323879
7712,77.12,-26.80251646,1046.461979
7713,77.13,-26.81807233,1046.600077
7714,77.14,-26.83363777,1046.738175
7715,77.15,-26.84921251,1046.876272
7716,77.16,-26.86479629,1047.014368
7717,77.17,-26.88038884,1047.152463
7718,77.18,-26.8959899,1047.290557
7719,77.19,-26.9115992,1047.428651
7720,77.2,-26.92721648,1047.566744
7721,77.21,-26.94284147,1047.704837
7722,77.22,-26.95847392,1047.842929
7723,77.23,-26.97411355,1047.98102
7724,77.24,-26.98976011,1048.119111
7725,77.25,-27.00541332,1048.257201
7726,77.26,-27.02107294,1048.395291
7727,77.27,-27.03673868,1048.53338
7728,77.28,-27.05241029,1048.671469
7729,77.29,-27.0680875,1048.809557
7730,77.3,-27.08377005,1048.947646
7731,77.31,-27.09945768,1049.085733
7732,77.32,-27.11515011,1049.223821
7733,77.33,-27.13084708,1049.361908
7734,77.34,-27.14654834,1049.499995
7735,77.35,-27.16225361,1049.638081
7736,77.36,-27.17796264,1049.776168
7737,77.37,-27.19367516,1049.914254
7738,77.38,-27.20939091,1050.05234
7739,77.39,-27.22510961,1050.190427
7740,77.4,-27.24083102,1050.328513
7741,77.41,-27.25655486,1050.466599
7742,77.42,-27.27228086,1050.604684
7743,77.43,-27.28800877,1050.74277
7744,77.44,-27.30373831,1050.880856
7745,77.45,-27.31946922,1051.018942
7746,77.46,-27.33520124,1051.157029
7747,77.47,-27.35093409,1051.295115
7748,77.48,-27.36666751,1051.433201
7749,77.49,-27.38240124,1051.571288
7750,77.5,-27.39813501,1051.709375
7751,77.51,-27.41386855,1051.847462
7752,77.52,-27.42960161,1051.98555
7753,77.53,-27.4453339,1052.123637
7754,77.54,-27.46106518,1052.261725
7755,77.55,-27.47679517,1052.399814
7756,77.56,-27.4925236,1052.537903
7757,77.57,-27.50825022,1052.675992
7758,77.58,-27.52397475,1052.814082
7759,77.59,-27.53969694,1052.952172
7760,77.6,-27.55541651,1053.090263
7761,77.61,-27.5711332,1053.228354
7762,77.62,-27.58684674,1053.366446
7763,77.63,-27.60255688,1053.504538
7764,77.64,-27.61826333,1053.642632
7765,77.65,-27.63396584,1053.780725
7766,77.66,-27.64966415,1053.91882
7767,77.67,-27.66535798,1054.056915
7768,77.68,-27.68104707,1054.195011
7769,77.69,-27.69673115,1054.333108
7770,77.7,-27.71240996,1054.471205
7771,77.71,-27.72808324,1054.609304
7772,77.72,-27.7437507,1054.747403
7773,77.73,-27.7594121,1054.885503
7774,77.74,-27.77506716,1055.023604
7775,77.75,-27.79071562,1055.161706
7776,77.76,-27.80635722,1055.299809
7777,77.77,-27.82199168,1055.437914
7778,77.78,-27.83761874,1055.576019
7779,77.79,-27.85323814,1055.714125
7780,77.8,-27.86884961,1055.852232
7781,77.81,-27.88445289,1055.990341
7782,77.82,-27.90004771,1056.12845
7783,77.83,-27.9156338,1056.266561
7784,77.84,-27.93121091,1056.404673
7785,77.85,-27.94677877,1056.542786
7786,77.86,-27.96233711,1056.680901
7787,77.87,-27.97788568,1056.819016
7788,77.88,-27.99342421,1056.957133
7789,77.89,-28.00895243,1057.095252
7790,77.9,-28.0244701,1057.233372
7791,77.91,-28.03997694,1057.371493
7792,77.92,-28.05547269,1057.509616
7793,77.93,-28.0709571,1057.64774
7794,77.94,-28.0864299,1057.785865
7795,77.95,-28.10189083,1057.923992
7796,77.96,-28.11733962,1058.062121
7797,77.97,-28.13277603,1058.200251
7798,77.98,-28.14819977,1058.338383
7799,77.99,-28.1636106,1058.476516
7800,78,-28.17900824,1058.614651
7801,78.01,-28.19439243,1058.752788
7802,78.02,-28.20976292,1058.890926
7803,78.03,-28.22511944,1059.029066
7804,78.04,-28.24046172,1059.167208
7805,78.05,-28.25578951,1059.305351
7806,78.06,-28.27110254,1059.443496
7807,78.07,-28.28640056,1059.581644
7808,78.08,-28.30168329,1059.719793
7809,78.09,-28.31695049,1059.857943
7810,78.1,-28.33220188,1059.996096
7811,78.11,-28.34743722,1060.134251
7812,78.12,-28.36265624,1060.272407
7813,78.13,-28.37785868,1060.410566
7814,78.14,-28.39304429,1060.548727
7815,78.15,-28.40821279,1060.686889
7816,78.16,-28.42336395,1060.825054
7817,78.17,-28.43849749,1060.963221
7818,78.18,-28.45361315,1061.101389
7819,78.19,-28.46871068,1061.23956
7820,78.2,-28.48378982,1061.377733
7821,78.21,-28.4988503,1061.515909
7822,78.22,-28.51389187,1061.654086
7823,78.23,-28.52891425,1061.792266
7824,78.24,-28.54391719,1061.930447
7825,78.25,-28.55890043,1062.068632
7826,78.26,-28.5738637,1062.206818
7827,78.27,-28.58880674,1062.345007
7828,78.28,-28.60372928,1062.483198
7829,78.29,-28.61863106,1062.621391
7830,78.3,-28.63351182,1062.759587
7831,78.31,-28.64837129,1062.897785
7832,78.32,-28.66320921,1063.035986
7833,78.33,-28.67802533,1063.174189
7834,78.34,-28.69281937,1063.312395
7835,78.35,-28.70759107,1063.450603
7836,78.36,-28.72234017,1063.588813
7837,78.37,-28.73706642,1063.727027
7838,78.38,-28.75176954,1063.865242
7839,78.39,-28.76644928,1064.003461
7840,78.4,-28.78110536,1064.141682
7841,78.41,-28.79573753,1064.279905
7842,78.42,-28.81034553,1064.418131
7843,78.43,-28.82492909,1064.55636
7844,78.44,-28.83948794,1064.694592
7845,78.45,-28.85402182,1064.832826
7846,78.46,-28.86853046,1064.971063
7847,78.47,-28.88301361,1065.109303
7848,78.48,-28.89747099,1065.247546
7849,78.49,-28.91190233,1065.385791
7850,78.5,-28.92630738,1065.524039
7851,78.51,-28.94068585,1065.66229
7852,78.52,-28.9550375,1065.800544
7853,78.53,-28.96936204,1065.938801
7854,78.54,-28.98365921,1066.077061
7855,78.55,-28.99792874,1066.215323
7856,78.56,-29.01217037,1066.353589
7857,78.57,-29.02638382,1066.491857
7858,78.58,-29.04056884,1066.630129
7859,78.59,-29.05472514,1066.768404
7860,78.6,-29.06885246,1066.906681
7861,78.61,-29.08295052,1067.044962
7862,78.62,-29.09701907,1067.183245
7863,78.63,-29.11105783,1067.321532
7864,78.64,-29.12506652,1067.459822
7865,78.65,-29.13904488,1067.598115
7866,78.66,-29.15299263,1067.736411
7867,78.67,-29.1669095,1067.87471
7868,78.68,-29.18079522,1068.013012
7869,78.69,-29.19464952,1068.151318
7870,78.7,-29.20847212,1068.289627
7871,78.71,-29.22226275,1068.427939
7872,78.72,-29.23602114,1068.566254
7873,78.73,-29.24974701,1068.704572
7874,78.74,-29.2634401,1068.842894
7875,78.75,-29.27710013,1068.981219
7876,78.76,-29.29072682,1069.119548
7877,78.77,-29.30431991,1069.257879
7878,78.78,-29.31787912,1069.396214
7879,78.79,-29.33140417,1069.534552
7880,78.8,-29.34489479,1069.672894
7881,78.81,-29.3583507,1069.811239
7882,78.82,-29.37177163,1069.949588
7883,78.83,-29.3851573,1070.08794
7884,78.84,-29.39850743,1070.226295
7885,78.85,-29.41182175,1070.364654
7886,78.86,-29.42509998,1070.503016
7887,78.87,-29.43834184,1070.641382
7888,78.88,-29.45154706,1070.779751
7889,78.89,-29.46471536,1070.918124
7890,78.9,-29.47784647,1071.0565
7891,78.91,-29.49094011,1071.19488
7892,78.92,-29.50399599,1071.333263
7893,78.93,-29.51701385,1071.47165
7894,78.94,-29.52999341,1071.61004
7895,78.95,-29.5429344,1071.748434
7896,78.96,-29.55583653,1071.886832
7897,78.97,-29.56869953,1072.025233
7898,78.98,-29.58152313,1072.163638
7899,78.99,-29.59430705,1072.302046
7900,79,-29.60705102,1072.440459
7901,79.01,-29.61975478,1072.578874
7902,79.02,-29.63241806,1072.717294
7903,79.03,-29.64504059,1072.855717
7904,79.04,-29.65762214,1072.994144
7905,79.05,-29.67016244,1073.132574
7906,79.06,-29.68266126,1073.271009
7907,79.07,-29.69511835,1073.409446
7908,79.08,-29.70753349,1073.547888
7909,79.09,-29.71990646,1073.686333
7910,79.1,-29.73223702,1073.824782
7911,79.11,-29.74452496,1073.963235
7912,79.12,-29.75677006,1074.101691
7913,79.13,-29.76897212,1074.240151
7914,79.14,-29.78113092,1074.378615
7915,79.15,-29.79324625,1074.517082
7916,79.16,-29.80531792,1074.655553
7917,79.17,-29.81734572,1074.794028
7918,79.18,-29.82932945,1074.932506
7919,79.19,-29.84126891,1075.070988
7920,79.2,-29.85316392,1075.209474
7921,79.21,-29.86501428,1075.347964
7922,79.22,-29.8768198,1075.486457
7923,79.23,-29.8885803,1075.624954
7924,79.24,-29.90029561,1075.763454
7925,79.25,-29.91196554,1075.901958
7926,79.26,-29.92358993,1076.040466
7927,79.27,-29.93516861,1076.178978
7928,79.28,-29.94670141,1076.317493
7929,79.29,-29.9581882,1076.456012
7930,79.3,-29.9696288,1076.594534
7931,79.31,-29.98102307,1076.73306
7932,79.32,-29.99237087,1076.87159
7933,79.33,-30.00367205,1077.010123
7934,79.34,-30.01492645,1077.148661
7935,79.35,-30.02613393,1077.287201
7936,79.36,-30.03729435,1077.425746
7937,79.37,-30.04840756,1077.564293
7938,79.38,-30.0594734,1077.702845
7939,79.39,-30.07049172,1077.8414
7940,79.4,-30.08146236,1077.979959
7941,79.41,-30.09238519,1078.118521
7942,79.42,-30.10326003,1078.257087
7943,79.43,-30.11408673,1078.395657
7944,79.44,-30.12486513,1078.53423
7945,79.45,-30.13559508,1078.672807
7946,79.46,-30.14627641,1078.811387
7947,79.47,-30.15690896,1078.949971
7948,79.48,-30.16749256,1079.088558
7949,79.49,-30.17802705,1079.227149
7950,79.5,-30.18851227,1079.365744
7951,79.51,-30.19894803,1079.504342
7952,79.52,-30.20933416,1079.642944
7953,79.53,-30.21967049,1079.781549
7954,79.54,-30.22995683,1079.920158
7955,79.55,-30.24019298,1080.05877
7956,79.56,-30.25037875,1080.197386
7957,79.57,-30.26051393,1080.336006
7958,79.58,-30.2705983,1080.474629
7959,79.59,-30.28063166,1080.613255
7960,79.6,-30.29061376,1080.751885
7961,79.61,-30.30054439,1080.890519
7962,79.62,-30.3104233,1081.029156
7963,79.63,-30.32025025,1081.167797
7964,79.64,-30.33002501,1081.306441
7965,79.65,-30.33974733,1081.445088
7966,79.66,-30.34941696,1081.583739
7967,79.67,-30.35903367,1081.722394
7968,79.68,-30.3685972,1081.861052
7969,79.69,-30.37810732,1081.999714
7970,79.7,-30.38756377,1082.138379
7971,79.71,-30.39696632,1082.277047
7972,79.72,-30.40631472,1082.41572
7973,79.73,-30.41560872,1082.554395
7974,79.74,-30.42484808,1082.693074
7975,79.75,-30.43403254,1082.831756
7976,79.76,-30.44316187,1082.970442
7977,79.77,-30.45223582,1083.109131
7978,79.78,-30.46125415,1083.247824
7979,79.79,-30.47021662,1083.38652
7980,79.8,-30.479123,1083.525219
7981,79.81,-30.48797304,1083.663922
7982,79.82,-30.49676652,1083.802628
7983,79.83,-30.50550323,1083.941337
7984,79.84,-30.51418293,1084.08005
7985,79.85,-30.52280542,1084.218766
7986,79.86,-30.5313705,1084.357486
7987,79.87,-30.53987797,1084.496208
7988,79.88,-30.54832765,1084.634934
7989,79.89,-30.55671936,1084.773663
7990,79.9,-30.56505293,1084.912395
7991,79.91,-30.57332819,1085.051131
7992,79.92,-30.58154501,1085.18987
7993,79.93,-30.58970323,1085.328611
7994,79.94,-30.59780273,1085.467356
7995,79.95,-30.60584337,1085.606104
7996,79.96,-30.61382504,1085.744856
7997,79.97,-30.62174762,1085.88361
7998,79.98,-30.62961103,1086.022367
7999,79.99,-30.63741515,1086.161127
8000,80,-30.6451599,1086.299891
8001,80.01,-30.65284521,1086.438657
8002,80.02,-30.660471,1086.577426
8003,80.03,-30.66803722,1086.716198
8004,80.04,-30.67554379,1086.854974
8005,80.05,-30.68299069,1086.993752
8006,80.06,-30.69037787,1087.132532
8007,80.07,-30.6977053,1087.271316
8008,80.08,-30.70497297,1087.410102
8009,80.09,-30.71218086,1087.548892
8010,80.1,-30.71932897,1087.687684
8011,80.11,-30.7264173,1087.826479
8012,80.12,-30.73344588,1087.965276
8013,80.13,-30.74041471,1088.104076
