,Time,tx,ty
18118,181.18,237.6981533,1133.290279
18119,181.19,237.8371491,1133.286397
18120,181.2,237.9761456,1133.282667
18121,181.21,238.1151427,1133.279094
18122,181.22,238.2541406,1133.275689
18123,181.23,238.393139,1133.272458
18124,181.24,238.5321382,1133.269409
18125,181.25,238.6711379,1133.266552
18126,181.26,238.8101384,1133.263893
18127,181.27,238.9491394,1133.261441
18128,181.28,239.0881411,1133.259204
18129,181.29,239.2271435,1133.25719
18130,181.3,239.3661464,1133.255407
18131,181.31,239.50515,1133.253863
18132,181.32,239.6441541,1133.252566
18133,181.33,239.7831589,1133.251525
18134,181.34,239.9221643,1133.250747
18135,181.35,240.0611702,1133.25024
18136,181.36,240.2001768,1133.250013
18137,181.37,240.3391839,1133.25
18138,181.38,240.4781916,1133.25
18139,181.39,240.6171998,1133.25
18140,181.4,240.7562086,1133.25
18141,181.41,240.895218,1133.25
18142,181.42,241.0342279,1133.25
18143,181.43,241.1732383,1133.25
18144,181.44,241.3122493,1133.25
18145,181.45,241.4512608,1133.25
18146,181.46,241.5902728,1133.25
18147,181.47,241.7292853,1133.25
18148,181.48,241.8682983,1133.25
18149,181.49,242.0073118,1133.25
18150,181.5,242.1463258,1133.25
18151,181.51,242.2853402,1133.25
18152,181.52,242.4243552,1133.25
18153,181.53,242.5633706,1133.25
18154,181.54,242.7023864,1133.25
18155,181.55,242.8414027,1133.25
18156,181.56,242.9804195,1133.25
18157,181.57,243.1194366,1133.25
18158,181.58,243.2584542,1133.25
18159,181.59,243.3974723,1133.25
18160,181.6,243.5364907,1133.25
18161,181.61,243.6755095,1133.25
18162,181.62,243.8145288,1133.25
18163,181.63,243.9535484,1133.25
18164,181.64,244.0925684,1133.25
18165,181.65,244.2315888,1133.25
18166,181.66,244.3706095,1133.25
18167,181.67,244.5096306,1133.25
18168,181.68,244.6486521,1133.25
18169,181.69,244.7876739,1133.25
18170,181.7,244.926696,1133.25
18171,181.71,245.0657185,1133.25
18172,181.72,245.2047413,1133.25
18173,181.73,245.3437644,1133.25
18174,181.74,245.4827878,1133.25
18175,181.75,245.6218115,1133.25
18176,181.76,245.7608355,1133.25
18177,181.77,245.8998598,1133.25
18178,181.78,246.0388843,1133.25
18179,181.79,246.1779092,1133.25
18180,181.8,246.3169342,1133.25
18181,181.81,246.4559596,1133.25
18182,181.82,246.5949852,1133.25
18183,181.83,246.734011,1133.25
18184,181.84,246.8730371,1133.25
18185,181.85,247.0120634,1133.25
18186,181.86,247.1510899,1133.25
18187,181.87,247.2901167,1133.25
18188,181.88,247.4291436,1133.25
18189,181.89,247.5681705,1133.25
18190,181.9,247.7071958,1133.25
18191,181.91,247.8462171,1133.25
18192,181.92,247.9852317,1133.25
18193,181.93,248.1242369,1133.25
18194,181.94,248.2632299,1133.25
18195,181.95,248.4022084,1133.25
18196,181.96,248.5411698,1133.25
18197,181.97,248.680112,1133.25
18198,181.98,248.8190326,1133.25
18199,181.99,248.9579295,1133.25
18200,182,249.0968004,1133.25
18201,182.01,249.2356434,1133.25
18202,182.02,249.3744562,1133.25
18203,182.03,249.5132366,1133.25
18204,182.04,249.6519825,1133.25
18205,182.05,249.7906919,1133.25
18206,182.06,249.9293625,1133.25
18207,182.07,250.0679922,1133.25
18208,182.08,250.206579,1133.25
18209,182.09,250.3451199,1133.25
18210,182.1,250.4836105,1133.25
18211,182.11,250.6220448,1133.25
18212,182.12,250.760415,1133.25
18213,182.13,250.8987117,1133.25
18214,182.14,251.0369241,1133.25
18215,182.15,251.1750402,1133.25
18216,182.16,251.313047,1133.25
18217,182.17,251.4509306,1133.25
18218,182.18,251.5886766,1133.25
18219,182.19,251.7262701,1133.25
18220,182.2,251.8636961,1133.25
18221,182.21,252.0009391,1133.25
18222,182.22,252.1379838,1133.25
18223,182.23,252.2748149,1133.25
18224,182.24,252.411417,1133.25
18225,182.25,252.5477751,1133.25
18226,182.26,252.6838747,1133.25
18227,182.27,252.8197028,1133.25
18228,182.28,252.9552483,1133.25
18229,182.29,253.0905016,1133.25
18230,182.3,253.2254548,1133.25
18231,182.31,253.3601014,1133.25
18232,182.32,253.4944363,1133.25
18233,182.33,253.6284555,1133.25
18234,182.34,253.7621557,1133.25
18235,182.35,253.8955344,1133.25
18236,182.36,254.0285895,1133.25
18237,182.37,254.1613196,1133.25
18238,182.38,254.2937233,1133.25
18239,182.39,254.4257997,1133.25
18240,182.4,254.5575481,1133.25
18241,182.41,254.6889678,1133.25
18242,182.42,254.8200582,1133.25
18243,182.43,254.950819,1133.25
18244,182.44,255.0812498,1133.25
18245,182.45,255.2113502,1133.25
18246,182.46,255.34112,1133.25
18247,182.47,255.470559,1133.25
18248,182.48,255.5996671,1133.25
18249,182.49,255.728444,1133.25
18250,182.5,255.8568897,1133.25
18251,182.51,255.9850042,1133.25
18252,182.52,256.1127875,1133.25
18253,182.53,256.2402395,1133.25
18254,182.54,256.3673602,1133.25
18255,182.55,256.4941499,1133.25
18256,182.56,256.6206085,1133.25
18257,182.57,256.7467362,1133.25
18258,182.58,256.8725332,1133.25
18259,182.59,256.9979996,1133.25
18260,182.6,257.1231357,1133.25
18261,182.61,257.2479416,1133.25
18262,182.62,257.3724176,1133.25
18263,182.63,257.4965638,1133.25
18264,182.64,257.6203805,1133.25
18265,182.65,257.7438677,1133.25
18266,182.66,257.8670258,1133.25
18267,182.67,257.989855,1133.25
18268,182.68,258.1123554,1133.25
18269,182.69,258.2345273,1133.25
18270,182.7,258.3563708,1133.25
18271,182.71,258.477886,1133.25
18272,182.72,258.5990733,1133.25
18273,182.73,258.7199326,1133.25
18274,182.74,258.8404642,1133.25
18275,182.75,258.9606682,1133.25
18276,182.76,259.0805447,1133.25
18277,182.77,259.2000938,1133.25
18278,182.78,259.3193156,1133.25
18279,182.79,259.4382103,1133.25
18280,182.8,259.5567779,1133.25
18281,182.81,259.6750185,1133.25
18282,182.82,259.7929321,1133.25
18283,182.83,259.9105188,1133.25
18284,182.84,260.0277786,1133.25
18285,182.85,260.1447117,1133.25
18286,182.86,260.261318,1133.25
18287,182.87,260.3775975,1133.25
18288,182.88,260.4935504,1133.25
18289,182.89,260.6091766,1133.25
18290,182.9,260.7244761,1133.25
18291,182.91,260.839449,1133.25
18292,182.92,260.9540952,1133.25
18293,182.93,261.0684148,1133.25
18294,182.94,261.1824078,1133.25
18295,182.95,261.2960742,1133.25
18296,182.96,261.409414,1133.25
18297,182.97,261.5224272,1133.25
18298,182.98,261.6351138,1133.25
18299,182.99,261.7474737,1133.25
18300,183,261.8595071,1133.25
18301,183.01,261.9712138,1133.25
18302,183.02,262.0825939,1133.25
18303,183.03,262.1936474,1133.25
18304,183.04,262.3043743,1133.25
18305,183.05,262.4147746,1133.25
18306,183.06,262.5248483,1133.25
18307,183.07,262.6345954,1133.25
18308,183.08,262.744016,1133.25
18309,183.09,262.85311,1133.25
18310,183.1,262.9618775,1133.25
18311,183.11,263.0703185,1133.25
18312,183.12,263.178433,1133.25
18313,183.13,263.2862211,1133.25
18314,183.14,263.3936827,1133.25
18315,183.15,263.500818,1133.25
18316,183.16,263.6076269,1133.25
18317,183.17,263.7141094,1133.25
18318,183.18,263.8202657,1133.25
18319,183.19,263.9260958,1133.25
18320,183.2,264.0315997,1133.25
18321,183.21,264.1367774,1133.25
18322,183.22,264.2416289,1133.25
18323,183.23,264.3461545,1133.25
18324,183.24,264.450354,1133.25
18325,183.25,264.5542275,1133.25
18326,183.26,264.6577751,1133.25
18327,183.27,264.7609968,1133.25
18328,183.28,264.8638926,1133.25
18329,183.29,264.9664627,1133.25
18330,183.3,265.0687071,1133.25
18331,183.31,265.1706257,1133.25
18332,183.32,265.2722188,1133.25
18333,183.33,265.3734862,1133.25
18334,183.34,265.4744281,1133.25
18335,183.35,265.5750445,1133.25
18336,183.36,265.6753354,1133.25
18337,183.37,265.7753009,1133.25
18338,183.38,265.8749411,1133.25
18339,183.39,265.9742559,1133.25
18340,183.4,266.0732454,1133.25
18341,183.41,266.1719097,1133.25
18342,183.42,266.2702488,1133.25
18343,183.43,266.3682628,1133.25
18344,183.44,266.4659516,1133.25
18345,183.45,266.5633154,1133.25
18346,183.46,266.6603542,1133.25
18347,183.47,266.757068,1133.25
18348,183.48,266.8534569,1133.25
18349,183.49,266.9495209,1133.25
18350,183.5,267.04526,1133.25
18351,183.51,267.1406744,1133.25
18352,183.52,267.2357639,1133.25
18353,183.53,267.3305288,1133.25
18354,183.54,267.424969,1133.25
18355,183.55,267.5190845,1133.25
18356,183.56,267.6128754,1133.25
18357,183.57,267.7063418,1133.25
18358,183.58,267.7994837,1133.25
18359,183.59,267.892301,1133.25
18360,183.6,267.9847939,1133.25
18361,183.61,268.0769624,1133.25
18362,183.62,268.1688065,1133.25
18363,183.63,268.2603262,1133.25
18364,183.64,268.3515215,1133.25
18365,183.65,268.4423925,1133.25
18366,183.66,268.5329392,1133.25
18367,183.67,268.6231616,1133.25
18368,183.68,268.7130597,1133.25
18369,183.69,268.8026336,1133.25
18370,183.7,268.8918832,1133.25
18371,183.71,268.9808086,1133.25
18372,183.72,269.0694098,1133.25
18373,183.73,269.1576868,1133.25
18374,183.74,269.2456397,1133.25
18375,183.75,269.3332684,1133.25
18376,183.76,269.420573,1133.25
18377,183.77,269.5075534,1133.25
18378,183.78,269.5942098,1133.25
18379,183.79,269.680542,1133.25
18380,183.8,269.7665502,1133.25
18381,183.81,269.8522344,1133.25
18382,183.82,269.9375945,1133.25
18383,183.83,270.0226306,1133.25
18384,183.84,270.1073427,1133.25
18385,183.85,270.1917308,1133.25
18386,183.86,270.2757949,1133.25
18387,183.87,270.3595351,1133.25
18388,183.88,270.4429513,1133.25
18389,183.89,270.5260437,1133.25
18390,183.9,270.6088121,1133.25
18391,183.91,270.6912567,1133.25
18392,183.92,270.7733774,1133.25
18393,183.93,270.8551742,1133.25
18394,183.94,270.9366473,1133.25
18395,183.95,271.0177965,1133.25
18396,183.96,271.098622,1133.25
18397,183.97,271.1791237,1133.25
18398,183.98,271.2593017,1133.25
18399,183.99,271.339156,1133.25
18400,184,271.4186866,1133.25
18401,184.01,271.4978935,1133.25
18402,184.02,271.5767767,1133.25
18403,184.03,271.6553363,1133.25
18404,184.04,271.7335723,1133.25
18405,184.05,271.8114848,1133.25
18406,184.06,271.8890737,1133.25
18407,184.07,271.966339,1133.25
18408,184.08,272.0432812,1133.25
18409,184.09,272.1199008,1133.25
18410,184.1,272.1961975,1133.25
18411,184.11,272.2721707,1133.25
18412,184.12,272.3478206,1133.25
18413,184.13,272.4231469,1133.25
18414,184.14,272.4981498,1133.25
18415,184.15,272.5728292,1133.25
18416,184.16,272.6471851,1133.25
18417,184.17,272.7212176,1133.25
18418,184.18,272.7949268,1133.25
18419,184.19,272.8683127,1133.25
18420,184.2,272.9413753,1133.25
18421,184.21,273.0141147,1133.25
18422,184.22,273.086531,1133.25
18423,184.23,273.1586242,1133.25
18424,184.24,273.2303942,1133.25
18425,184.25,273.3018412,1133.25
18426,184.26,273.3729651,1133.25
18427,184.27,273.4437659,1133.25
18428,184.28,273.5142436,1133.25
18429,184.29,273.5843971,1133.25
18430,184.3,273.6542257,1133.25
18431,184.31,273.7237294,1133.25
18432,184.32,273.7929074,1133.25
18433,184.33,273.8617587,1133.25
18434,184.34,273.930283,1133.25
18435,184.35,273.9984804,1133.25
18436,184.36,274.0663515,1133.25
18437,184.37,274.1338988,1133.25
18438,184.38,274.2011265,1133.25
18439,184.39,274.268039,1133.25
18440,184.4,274.3346416,1133.25
18441,184.41,274.4009395,1133.25
18442,184.42,274.4669361,1133.25
18443,184.43,274.5326329,1133.25
18444,184.44,274.5980303,1133.25
18445,184.45,274.6631287,1133.25
18446,184.46,274.7279279,1133.25
18447,184.47,274.792428,1133.25
18448,184.48,274.8566291,1133.25
18449,184.49,274.9205312,1133.25
18450,184.5,274.9841345,1133.25
18451,184.51,275.047439,1133.25
18452,184.52,275.1104447,1133.25
18453,184.53,275.1731507,1133.25
18454,184.54,275.2355385,1133.25
18455,184.55,275.2975608,1133.25
18456,184.56,275.3591614,1133.25
18457,184.57,275.4202889,1133.25
18458,184.58,275.4809036,1133.25
18459,184.59,275.5409829,1133.25
18460,184.6,275.6005252,1133.25
18461,184.61,275.6595456,1133.25
18462,184.62,275.7180674,1133.25
18463,184.63,275.7761154,1133.25
18464,184.64,275.833711,1133.25
18465,184.65,275.8908667,1133.25
18466,184.66,275.9475878,1133.25
18467,184.67,276.0038777,1133.25
18468,184.68,276.0597401,1133.25
18469,184.69,276.1151716,1133.25
18470,184.7,276.1701709,1133.25
18471,184.71,276.224735,1133.25
18472,184.72,276.2788563,1133.25
18473,184.73,276.3325249,1133.25
18474,184.74,276.3857342,1133.25
18475,184.75,276.4384976,1133.25
18476,184.76,276.4908401,1133.25
18477,184.77,276.5427649,1133.25
18478,184.78,276.5942702,1133.25
18479,184.79,276.6453531,1133.25
18480,184.8,276.6960075,1133.25
18481,184.81,276.7462306,1133.25
18482,184.82,276.7960199,1133.25
18483,184.83,276.8453727,1133.25
18484,184.84,276.8942869,1133.25
18485,184.85,276.9427527,1133.25
18486,184.86,276.9907738,1133.25
18487,184.87,277.0383502,1133.25
18488,184.88,277.0854706,1133.25
18489,184.89,277.1321444,1133.25
18490,184.9,277.1783636,1133.25
18491,184.91,277.2241185,1133.25
18492,184.92,277.2694188,1133.25
18493,184.93,277.3142597,1133.25
18494,184.94,277.3586375,1133.25
18495,184.95,277.402549,1133.25
18496,184.96,277.4459966,1133.25
18497,184.97,277.4889761,1133.25
18498,184.98,277.5314843,1133.25
18499,184.99,277.5735224,1133.25
18500,185,277.615084,1133.25
18501,185.01,277.6561714,1133.25
18502,185.02,277.6967764,1133.25
18503,185.03,277.7369015,1133.25
18504,185.04,277.7765385,1133.25
18505,185.05,277.8156881,1133.25
18506,185.06,277.854342,1133.25
18507,185.07,277.8924989,1133.25
18508,185.08,277.9301505,1133.25
18509,185.09,277.9672932,1133.25
18510,185.1,278.0039185,1133.25
18511,185.11,278.0400208,1133.25
18512,185.12,278.0755926,1133.25
18513,185.13,278.1106304,1133.25
18514,185.14,278.1451358,1133.25
18515,185.15,278.1791168,1133.25
18516,185.16,278.2125832,1133.25
18517,185.17,278.2455465,1133.25
18518,185.18,278.2780213,1133.25
18519,185.19,278.3100243,1133.25
18520,185.2,278.3415746,1133.25
18521,185.21,278.3726924,1133.25
18522,185.22,278.4033986,1133.25
18523,185.23,278.4337135,1133.25
18524,185.24,278.4636568,1133.25
18525,185.25,278.4932466,1133.25
18526,185.26,278.5224994,1133.25
18527,185.27,278.5514299,1133.25
18528,185.28,278.5800514,1133.25
18529,185.29,278.6083756,1133.25
18530,185.3,278.636413,1133.25
18531,185.31,278.6641731,1133.25
18532,185.32,278.6916641,1133.25
18533,185.33,278.7188934,1133.25
18534,185.34,278.7458677,1133.25
18535,185.35,278.7725926,1133.25
18536,185.36,278.7990735,1133.25
18537,185.37,278.8253149,1133.25
18538,185.38,278.851321,1133.25
18539,185.39,278.8770955,1133.25
18540,185.4,278.9026416,1133.25
18541,185.41,278.9279622,1133.25
18542,185.42,278.9530597,1133.25
18543,185.43,278.9779363,1133.25
18544,185.44,279.002594,1133.25
18545,185.45,279.0270345,1133.25
18546,185.46,279.0512593,1133.25
18547,185.47,279.0752698,1133.25
18548,185.48,279.099067,1133.25
18549,185.49,279.1226521,1133.25
18550,185.5,279.1460259,1133.25
18551,185.51,279.169189,1133.25
18552,185.52,279.1921423,1133.25
18553,185.53,279.2148864,1133.25
18554,185.54,279.2374218,1133.25
18555,185.55,279.259749,1133.25
18556,185.56,279.2818685,1133.25
18557,185.57,279.3037806,1133.25
18558,185.58,279.3254857,1133.25
18559,185.59,279.3469841,1133.25
18560,185.6,279.368276,1133.25
18561,185.61,279.3893617,1133.25
18562,185.62,279.4102413,1133.25
18563,185.63,279.430915,1133.25
18564,185.64,279.451383,1133.25
18565,185.65,279.4716453,1133.25
18566,185.66,279.4917021,1133.25
18567,185.67,279.5115533,1133.25
18568,185.68,279.5311989,1133.25
18569,185.69,279.550639,1133.25
18570,185.7,279.5698734,1133.25
18571,185.71,279.5889021,1133.25
18572,185.72,279.6077249,1133.25
18573,185.73,279.6263417,1133.25
18574,185.74,279.6447523,1133.25
18575,185.75,279.6629564,1133.25
18576,185.76,279.6809538,1133.25
18577,185.77,279.6987443,1133.25
18578,185.78,279.7163277,1133.25
18579,185.79,279.7337036,1133.25
18580,185.8,279.7508718,1133.25
18581,185.81,279.767832,1133.25
18582,185.82,279.7845838,1133.25
18583,185.83,279.8011269,1133.25
18584,185.84,279.8174611,1133.25
18585,185.85,279.8335859,1133.25
18586,185.86,279.8495011,1133.25
18587,185.87,279.8652063,1133.25
18588,185.88,279.8807012,1133.25
18589,185.89,279.8959854,1133.25
18590,185.9,279.9110586,1133.25
18591,185.91,279.9259206,1133.25
18592,185.92,279.9405709,1133.25
18593,185.93,279.9550093,1133.25
18594,185.94,279.9692356,1133.25
18595,185.95,279.9832494,1133.25
18596,185.96,279.9970505,1133.25
18597,185.97,280.0106432,1133.25
18598,185.98,280.0240444,1133.25
18599,185.99,280.0372797,1133.25
18600,186,280.0503771,1133.25
18601,186.01,280.0633636,1133.25
18602,186.02,280.0762635,1133.25
18603,186.03,280.0890975,1133.25
18604,186.04,280.1018822,1133.25
18605,186.05,280.1146307,1133.25
18606,186.06,280.1273527,1133.25
18607,186.07,280.1400551,1133.25
18608,186.08,280.1527423,1133.25
18609,186.09,280.1654172,1133.25
18610,186.1,280.1780811,1133.25
18611,186.11,280.1907342,1133.25
18612,186.12,280.203376,1133.25
18613,186.13,280.2160056,1133.25
18614,186.14,280.2286218,1133.25
18615,186.15,280.2412231,1133.25
18616,186.16,280.2538079,1133.25
18617,186.17,280.2663745,1133.25
18618,186.18,280.2789213,1133.25
18619,186.19,280.2914465,1133.25
18620,186.2,280.303949,1133.25
18621,186.21,280.3164273,1133.25
18622,186.22,280.3288802,1133.25
18623,186.23,280.3413066,1133.25
18624,186.24,280.3537056,1133.25
18625,186.25,280.3660761,1133.25
18626,186.26,280.3784175,1133.25
18627,186.27,280.3907289,1133.25
18628,186.28,280.4030096,1133.25
18629,186.29,280.4152591,1133.25
18630,186.3,280.4274768,1133.25
18631,186.31,280.4396623,1133.25
18632,186.32,280.451815,1133.25
18633,186.33,280.4639347,1133.25
18634,186.34,280.4760209,1133.25
18635,186.35,280.4880734,1133.25
18636,186.36,280.5000919,1133.25
18637,186.37,280.5120762,1133.25
18638,186.38,280.524026,1133.25
18639,186.39,280.5359411,1133.25
18640,186.4,280.5478215,1133.25
18641,186.41,280.5596668,1133.25
18642,186.42,280.5714771,1133.25
18643,186.43,280.5832521,1133.25
18644,186.44,280.5949918,1133.25
18645,186.45,280.606696,1133.25
18646,186.46,280.6183648,1133.25
18647,186.47,280.6299981,1133.25
18648,186.48,280.6415957,1133.25
18649,186.49,280.6531577,1133.25
18650,186.5,280.6646841,1133.25
18651,186.51,280.6761747,1133.25
18652,186.52,280.6876295,1133.25
18653,186.53,280.6990486,1133.25
18654,186.54,280.7104319,1133.25
18655,186.55,280.7217794,1133.25
18656,186.56,280.733091,1133.25
18657,186.57,280.7443669,1133.25
18658,186.58,280.755607,1133.25
18659,186.59,280.7668112,1133.25
18660,186.6,280.7779798,1133.25
18661,186.61,280.7891125,1133.25
18662,186.62,280.8002097,1133.25
18663,186.63,280.8112712,1133.25
18664,186.64,280.8222971,1133.25
18665,186.65,280.8332875,1133.25
18666,186.66,280.8442426,1133.25
18667,186.67,280.8551623,1133.25
18668,186.68,280.8660468,1133.25
18669,186.69,280.8768963,1133.25
18670,186.7,280.8877108,1133.25
18671,186.71,280.8984904,1133.25
18672,186.72,280.9092354,1133.25
18673,186.73,280.9199459,1133.25
18674,186.74,280.9306219,1133.25
18675,186.75,280.9412637,1133.25
18676,186.76,280.9518714,1133.25
18677,186.77,280.9624452,1133.25
18678,186.78,280.9729851,1133.25
18679,186.79,280.9834914,1133.25
18680,186.8,280.9939642,1133.25
18681,186.81,281.0044037,1133.25
18682,186.82,281.01481,1133.25
18683,186.83,281.0251833,1133.25
18684,186.84,281.0355237,1133.25
18685,186.85,281.0458314,1133.25
18686,186.86,281.0561066,1133.25
18687,186.87,281.0663493,1133.25
18688,186.88,281.0765599,1133.25
18689,186.89,281.0867383,1133.25
18690,186.9,281.0968848,1133.25
18691,186.91,281.1069995,1133.25
18692,186.92,281.1170825,1133.25
18693,186.93,281.127134,1133.25
18694,186.94,281.1371542,1133.25
18695,186.95,281.1471432,1133.25
18696,186.96,281.1571011,1133.25
18697,186.97,281.167028,1133.25
18698,186.98,281.1769241,1133.25
18699,186.99,281.1867895,1133.25
18700,187,281.1966243,1133.25
18701,187.01,281.2064287,1133.25
18702,187.02,281.2162028,1133.25
18703,187.03,281.2259467,1133.25
18704,187.04,281.2356605,1133.25
18705,187.05,281.2453444,1133.25
18706,187.06,281.2549984,1133.25
18707,187.07,281.2646226,1133.25
18708,187.08,281.2742172,1133.25
18709,187.09,281.2837822,1133.25
18710,187.1,281.2933178,1133.25
18711,187.11,281.302824,1133.25
18712,187.12,281.3123009,1133.25
18713,187.13,281.3217486,1133.25
18714,187.14,281.3311673,1133.25
18715,187.15,281.340557,1133.25
18716,187.16,281.3499181,1133.25
18717,187.17,281.3592511,1133.25
18718,187.18,281.3685566,1133.25
18719,187.19,281.3778351,1133.25
18720,187.2,281.3870874,1133.25
18721,187.21,281.3963141,1133.25
18722,187.22,281.4055159,1133.25
18723,187.23,281.4146933,1133.25
18724,187.24,281.4238471,1133.25
18725,187.25,281.432978,1133.25
18726,187.26,281.4420864,1133.25
18727,187.27,281.4511731,1133.25
18728,187.28,281.4602387,1133.25
18729,187.29,281.4692836,1133.25
18730,187.3,281.4783085,1133.25
18731,187.31,281.4873139,1133.25
18732,187.32,281.4963004,1133.25
18733,187.33,281.5052684,1133.25
18734,187.34,281.5142184,1133.25
18735,187.35,281.5231511,1133.25
18736,187.36,281.5320667,1133.25
18737,187.37,281.5409658,1133.25
18738,187.38,281.5498488,1133.25
18739,187.39,281.5587162,1133.25
18740,187.4,281.5675683,1133.25
18741,187.41,281.5764057,1133.25
18742,187.42,281.5852286,1133.25
18743,187.43,281.5940375,1133.25
18744,187.44,281.6028328,1133.25
18745,187.45,281.6116149,1133.25
18746,187.46,281.6203841,1133.25
18747,187.47,281.6291407,1133.25
18748,187.48,281.6378851,1133.25
18749,187.49,281.6466177,1133.25
18750,187.5,281.6553388,1133.25
18751,187.51,281.6640487,1133.25
18752,187.52,281.6727477,1133.25
18753,187.53,281.6814361,1133.25
18754,187.54,281.6901143,1133.25
18755,187.55,281.6987824,1133.25
18756,187.56,281.7074409,1133.25
18757,187.57,281.71609,1133.25
18758,187.58,281.7247299,1133.25
18759,187.59,281.7333609,1133.25
18760,187.6,281.7419833,1133.25
18761,187.61,281.7505974,1133.25
18762,187.62,281.7592033,1133.25
18763,187.63,281.7678013,1133.25
18764,187.64,281.7763917,1133.25
18765,187.65,281.7849746,1133.25
18766,187.66,281.7935503,1133.25
18767,187.67,281.802119,1133.25
18768,187.68,281.8106809,1133.25
18769,187.69,281.8192362,1133.25
18770,187.7,281.8277852,1133.25
18771,187.71,281.8363279,1133.25
18772,187.72,281.8448646,1133.25
18773,187.73,281.8533954,1133.25
18774,187.74,281.8619206,1133.25
18775,187.75,281.8704403,1133.25
18776,187.76,281.8789546,1133.25
18777,187.77,281.8874638,1133.25
18778,187.78,281.895968,1133.25
18779,187.79,281.9044672,1133.25
18780,187.8,281.9129618,1133.25
18781,187.81,281.9214518,1133.25
18782,187.82,281.9299373,1133.25
18783,187.83,281.9384185,1133.25
18784,187.84,281.9468956,1133.25
18785,187.85,281.9553686,1133.25
18786,187.86,281.9638376,1133.25
18787,187.87,281.9723029,1133.25
18788,187.88,281.9807644,1133.25
18789,187.89,281.9892223,1133.25
18790,187.9,281.9976768,1133.25
18791,187.91,282.0061278,1133.25
18792,187.92,282.0145756,1133.25
18793,187.93,282.0230203,1133.25
18794,187.94,282.0314618,1133.25
18795,187.95,282.0399003,1133.25
18796,187.96,282.048336,1133.25
18797,187.97,282.0567689,1133.25
18798,187.98,282.065199,1133.25
18799,187.99,282.0736265,1133.25
18800,188,282.0820515,1133.25
18801,188.01,282.090474,1133.25
18802,188.02,282.0988941,1133.25
18803,188.03,282.1073119,1133.25
18804,188.04,282.1157274,1133.25
18805,188.05,282.1241408,1133.25
18806,188.06,282.1325521,1133.25
18807,188.07,282.1409614,1133.25
18808,188.08,282.1493688,1133.25
18809,188.09,282.1577742,1133.25
18810,188.1,282.1661779,1133.25
18811,188.11,282.1745798,1133.25
18812,188.12,282.1829799,1133.25
18813,188.13,282.1913785,1133.25
18814,188.14,282.1997755,1133.25
18815,188.15,282.208171,1133.25
18816,188.16,282.216565,1133.25
18817,188.17,282.2249577,1133.25
18818,188.18,282.233349,1133.25
18819,188.19,282.241739,1133.25
18820,188.2,282.2501277,1133.25
18821,188.21,282.2585153,1133.25
18822,188.22,282.2669018,1133.25
18823,188.23,282.2752872,1133.25
18824,188.24,282.2836716,1133.25
18825,188.25,282.292055,1133.25
18826,188.26,282.3004374,1133.25
18827,188.27,282.308819,1133.25
18828,188.28,282.3171997,1133.25
18829,188.29,282.3255796,1133.25
18830,188.3,282.3339588,1133.25
18831,188.31,282.3423372,1133.25
18832,188.32,282.350715,1133.25
18833,188.33,282.3590922,1133.25
18834,188.34,282.3674687,1133.25
18835,188.35,282.3758447,1133.25
18836,188.36,282.3842202,1133.25
18837,188.37,282.3925952,1133.25
18838,188.38,282.4009697,1133.25
18839,188.39,282.4093439,1133.25
18840,188.4,282.4177176,1133.25
18841,188.41,282.4260911,1133.25
18842,188.42,282.4344642,1133.25
18843,188.43,282.442837,1133.25
18844,188.44,282.4512096,1133.25
18845,188.45,282.4595819,1133.25
18846,188.46,282.4679541,1133.25
18847,188.47,282.4763261,1133.25
18848,188.48,282.484698,1133.25
18849,188.49,282.4930697,1133.25
18850,188.5,282.5014414,1133.25
18851,188.51,282.509813,1133.25
18852,188.52,282.5181846,1133.25
18853,188.53,282.5265561,1133.25
18854,188.54,282.5349277,1133.25
18855,188.55,282.5432993,1133.25
18856,188.56,282.551671,1133.25
18857,188.57,282.5600427,1133.25
18858,188.58,282.5684146,1133.25
18859,188.59,282.5767865,1133.25
18860,188.6,282.5851586,1133.25
18861,188.61,282.5935309,1133.25
18862,188.62,282.6019033,1133.25
18863,188.63,282.610276,1133.25
18864,188.64,282.6186488,1133.25
18865,188.65,282.6270219,1133.25
18866,188.66,282.6353952,1133.25
18867,188.67,282.6437687,1133.25
18868,188.68,282.6521426,1133.25
18869,188.69,282.6605167,1133.25
18870,188.7,282.6688912,1133.25
18871,188.71,282.677266,1133.25
18872,188.72,282.6856411,1133.25
18873,188.73,282.6940165,1133.25
18874,188.74,282.7023924,1133.25
18875,188.75,282.7107686,1133.25
18876,188.76,282.7191451,1133.25
18877,188.77,282.7275221,1133.25
18878,188.78,282.7358996,1133.25
18879,188.79,282.7442774,1133.25
18880,188.8,282.7526557,1133.25
18881,188.81,282.7610344,1133.25
18882,188.82,282.7694136,1133.25
18883,188.83,282.7777933,1133.25
18884,188.84,282.7861734,1133.25
18885,188.85,282.7945541,1133.25
18886,188.86,282.8029352,1133.25
18887,188.87,282.8113169,1133.25
18888,188.88,282.8196991,1133.25
18889,188.89,282.8280818,1133.25
18890,188.9,282.8364651,1133.25
18891,188.91,282.8448489,1133.25
18892,188.92,282.8532333,1133.25
18893,188.93,282.8616183,1133.25
18894,188.94,282.8700039,1133.25
18895,188.95,282.87839,1133.25
18896,188.96,282.8867768,1133.25
18897,188.97,282.8951641,1133.25
18898,188.98,282.9035521,1133.25
