,num,Time,traj_tx,traj_ty
24714,247.14000000000001,1133.2385197150134,363.5612381184773,1133.25
24715,247.15,1133.2383474147284,363.57513319410236,1133.25
24716,247.16,1133.238174021778,363.58902825693855,1133.25
24717,247.17000000000002,1133.2379995300412,363.60292330678203,1133.25
24718,247.18,1133.2378239432253,363.6168183435324,1133.25
24719,247.19,1133.2376472719122,363.63071336723,1133.25
24720,247.20000000000002,1133.2374695282776,363.6446083779902,1133.25
24721,247.21,1133.2372907205483,363.65850337592474,1133.25
24722,247.22,1133.2371108491473,363.6723983610722,1133.25
24723,247.23000000000002,1133.2369299062123,363.68629333336725,1133.25
24724,247.24,1133.2367478783688,363.70018829261994,1133.25
24725,247.25,1133.236564751379,363.7140832385491,1133.25
24726,247.26000000000002,1133.2363805148536,363.72797817087974,1133.25
24727,247.27,1133.2361951655348,363.74187308942425,1133.25
24728,247.28,1133.236008707905,363.755767994088,1133.25
24729,247.29,1133.2358211516491,363.76966288485386,1133.25
24730,247.3,1133.2356325068067,363.78355776173834,1133.25
24731,247.31,1133.2354427787789,363.797452624727,1133.25
24732,247.32,1133.2352519651306,363.81134747371834,1133.25
24733,247.33,1133.2350600555194,363.82524230850356,1133.25
24734,247.34,1133.2348670347699,363.8391371287828,1133.25
24735,247.35,1133.2346728874288,363.85303193421765,1133.25
24736,247.36,1133.2344776022192,363.8669267244937,1133.25
24737,247.37,1133.2342811746887,363.8808214993735,1133.25
24738,247.38,1133.2340836073224,363.8947162587229,1133.25
24739,247.39000000000001,1133.2338849069822,363.9086110024945,1133.25
24740,247.4,1133.2336850804222,363.9225057306797,1133.25
24741,247.41,1133.2334841300603,363.9364004432399,1133.25
24742,247.42000000000002,1133.233282051502,363.9502951400529,1133.25
24743,247.43,1133.2330788339202,363.96418982089483,1133.25
24744,247.44,1133.2328744630065,363.97808448546726,1133.25
24745,247.45000000000002,1133.2326689263687,363.99197913349883,1133.25
24746,247.46,1133.232462220408,364.0058737648134,1133.25
24747,247.47,1133.2322543494631,364.0197683793717,1133.25
