num,time,x,y,yaw,carv,ang,vel,acc,devDist,devAng,alHori,roll,rl,rr,fl,fr
0.0,0.0,2.971465477840387,-9.999993718910554,5.906473577653713e-08,13.88888888888889,0.0,0.0,0.0,-0.015567517347213433,-8.854486801643922e-06,0.0002444433671580689,-0.0015896072133372782,0.001996927745750752,-0.001533068878525471,0.0,0.0
1.0,0.01,3.110292125955622,-9.999993589503626,4.344544900844502e-06,13.87371234491584,0.14986066818237306,-0.40520334234406263,-43.24036035897178,0.0843354157022501,-8.202613238392477e-06,-0.0005754802810972867,0.00041146080576299386,0.0112537336906522,0.007907618212974452,0.0005379853594268454,0.0005379853594268454
2.0,0.02,3.248867183731878,-9.999985723123494,1.7815784041057882e-05,13.843210610666432,0.03873549699783327,-0.5882675689536936,-17.25757451362782,0.15678832871870965,5.953461828329592e-06,-0.0019604167609153984,0.0013927323470718602,0.004145388084303552,0.0009438895590466946,0.00018794355498798643,0.00018794355498798643
3.0,0.03,3.3871122022305986,-9.99996368692779,4.123658100535514e-05,13.808956092445738,-0.10670851171016688,-0.4850083185370672,24.463791276432158,0.08690583259799352,4.0190757376091814e-05,-0.002843552862883061,0.0014975832331912793,-0.0051671899518805145,-0.008366805154527772,-0.000324413565687602,-0.000324413565687602
4.0,0.04,3.5250095837071136,-9.999934183304177,6.955068487779e-05,13.774014720271444,-0.18440377414226522,-0.10648795768120047,43.57885981578378,-0.07401415402963857,7.888502439542901e-05,-0.0032231587522575534,0.0014637906538001884,-0.010043439508803147,-0.01330158314033775,-0.0005764068543563203,-0.0005764068543563203
5.0,0.05,3.6625594066216998,-9.999912813267155,9.410636115022006e-05,13.73954718870389,-0.18632910847663858,0.3657025521845294,47.20973174083394,-0.23771405413213112,9.505711120978061e-05,-0.0032573163957766806,0.001549147154125849,-0.009869440338708206,-0.013205717199597337,-0.0005601633240119428,-0.0005601633240119428
6.0,0.06,3.7997707600085997,-9.999915189303508,0.00010688743449496733,13.706311840967286,-0.07600852847099288,0.735828310527093,25.897306226917117,-0.30738029903027814,6.690966090358146e-05,-0.0029680029301492796,0.0018516655673198516,-0.0024412646146195326,-0.005827528872225475,-0.0002405917476770001,-0.0002405917476770001
7.0,0.07,3.9366590567287485,-9.999948104641637,0.00010473700683946747,13.67482952165913,-0.01879191398620586,0.7665882913424272,-8.215910475712844,-0.28291113701087034,-8.883273845953154e-06,-0.002825639985723237,0.001959148861959075,0.0014038278212142531,-0.0020957128523190517,-6.205464335120591e-05,-6.205464335120591e-05
8.0,0.08,4.073243273812846,-10.000009859910378,8.862657473835974e-05,13.645325849210217,-0.10485009849071475,0.6731031213228136,-6.544699902355505,-0.2827204208775347,-0.00012288803345066092,-0.0030188884498960683,0.0016972374413870288,-0.004007469225909643,-0.007641349300027704,-0.0002226321771162002,-0.0002226321771162002
9.0,0.09,4.209543423597982,-10.00010104842659,5.818605957783302e-05,13.617816931674701,-0.2416519135236737,0.7170361153607939,13.19398889166916,-0.3910105553078925,-0.000272260901354442,-0.0032889605130838858,0.0013207430095162978,-0.012714504171543895,-0.01655753522778305,-0.00048094254351101445,-0.00048094254351101445
10.0,0.1,4.345578677838461,-10.000231891879896,8.573884427827093e-06,13.592141634769257,-0.2849006831645965,0.9640377954760739,30.11910462170911,-0.5471389317434554,-0.000471903467453443,-0.003278377059792906,0.0011742116726004854,-0.015244209352487102,-0.01926921136585219,-0.0005386370699768435,-0.0005386370699768435
11.0,0.11,4.481365996025025,-10.000416954552001,-6.670641567958169e-05,13.568058251315984,-0.16041541099548337,1.2342465448723627,18.809157344021315,-0.6096559785757557,-0.000739223055272258,-0.002945786458111472,0.0013077348099743787,-0.006816076447066989,-0.010926546118067967,-0.00030107937145972094,-0.00030107937145972094
12.0,0.12,4.616920191735014,-10.000661826479307,-0.0001694490193263944,13.545368734144587,-0.0237733125686646,1.1681320731795517,-22.26363633218589,-0.5182268991871046,-0.0010710155840143586,-0.0026134842998108525,0.0014226062998793825,0.002113853220450131,-0.002107747539518784,-5.892925473432229e-05,-5.892925473432229e-05
