#{"t_start": 1694516181.7282107, "env_id": null}
r,l,t
-620000.0,217,42.658726
-892000.0,286,50.034873
-508000.0,189,60.254054
-1072000.0,330,67.563894
-884000.0,252,77.047889
-888000.0,253,84.584963
-900000.0,256,95.344347
-920000.0,261,103.009865
-924000.0,262,113.624249
-540000.0,198,119.524149
-520000.0,161,128.916164
-512000.0,159,134.833856
-508000.0,158,144.031188
-508000.0,158,149.836486
-504000.0,157,158.937781
-504000.0,157,164.668065
-504000.0,157,173.688393
-504000.0,157,179.505869
-504000.0,157,188.882518
-504000.0,157,194.693195
-504000.0,157,203.839431
-504000.0,157,209.821645
-508000.0,158,218.8747
-504000.0,157,224.763448
-504000.0,157,233.625917
-508000.0,158,239.536376
-508000.0,158,248.49553
-508000.0,158,254.369031
-512000.0,159,263.306447
-516000.0,160,269.101447
-516000.0,160,278.907761
-516000.0,160,284.913049
-528000.0,163,294.250241
-524000.0,162,300.18015
-528000.0,163,309.799064
-516000.0,160,315.56198
-520000.0,161,324.601971
-516000.0,160,330.390615
-512000.0,159,339.924275
-512000.0,159,345.632213
-512000.0,159,355.241198
-512000.0,159,360.948468
-512000.0,159,370.871307
-512000.0,159,376.638525
-508000.0,158,392.438699
-512000.0,159,398.545665
-504000.0,157,408.687947
-504000.0,157,414.581027
-504000.0,157,424.661225
-504000.0,157,430.591531
-504000.0,157,441.007566
-504000.0,157,446.939112
-504000.0,157,457.003062
-504000.0,157,462.931988
-504000.0,157,473.107222
-504000.0,157,479.031821
-504000.0,157,488.784408
-504000.0,157,494.514487
-504000.0,157,504.206236
-504000.0,157,510.33154
-504000.0,157,520.36989
-504000.0,157,526.282502
-504000.0,157,535.95854
-504000.0,157,541.882517
-504000.0,157,551.781475
-508000.0,158,557.68981
-516000.0,160,567.790452
-520000.0,161,573.687896
-516000.0,160,583.266311
-516000.0,160,589.203247
-516000.0,160,598.543599
-516000.0,160,604.412228
-524000.0,162,614.279927
-520000.0,161,620.118987
-520000.0,161,629.802104
-536000.0,165,635.766758
-528000.0,163,645.844384
-512000.0,159,651.707018
-520000.0,161,661.462413
-512000.0,159,667.300329
-520000.0,161,676.786812
-516000.0,160,682.516397
-520000.0,161,691.922171
-516000.0,160,697.731092
-512000.0,159,707.075809
-512000.0,159,712.855733
-512000.0,159,722.274567
-512000.0,159,728.005364
-512000.0,159,737.118892
-512000.0,159,742.888749
-512000.0,159,752.293755
-516000.0,160,758.050913
-508000.0,158,767.864859
-512000.0,159,773.638851
-504000.0,157,783.137201
-504000.0,157,788.96555
-504000.0,157,798.298854
-504000.0,157,804.0934
-504000.0,157,813.349558
-504000.0,157,819.11008
-504000.0,157,828.662469
-504000.0,157,834.403037
-504000.0,157,843.928728
-504000.0,157,849.714448
-504000.0,157,859.026527
-504000.0,157,864.77785
-504000.0,157,874.364805
-504000.0,157,880.171941
-504000.0,157,889.402353
-504000.0,157,895.172602
-504000.0,157,904.078059
-504000.0,157,909.819362
-504000.0,157,919.533815
-504000.0,157,925.29337
-504000.0,157,934.772317
-504000.0,157,940.595599
-504000.0,157,950.050849
-504000.0,157,955.782893
-504000.0,157,965.438734
-504000.0,157,971.255862
-504000.0,157,980.624976
-504000.0,157,986.393377
-508000.0,158,995.912875
-508000.0,158,1001.700281
-504000.0,157,1010.710746
-504000.0,157,1016.49283
-508000.0,158,1026.302787
-504000.0,157,1032.07342
-516000.0,160,1041.465205
-508000.0,158,1047.184511
-516000.0,160,1057.004732
-516000.0,160,1062.764585
-528000.0,163,1072.67779
-528000.0,163,1078.4489
-528000.0,163,1088.332931
-520000.0,161,1094.013132
-520000.0,161,1103.321835
-516000.0,160,1108.989616
-516000.0,160,1118.360348
-528000.0,163,1124.076225
-520000.0,161,1133.802238
-520000.0,161,1139.518387
-516000.0,160,1148.700406
-516000.0,160,1154.397174
-512000.0,159,1164.076139
-512000.0,159,1169.776634
-516000.0,160,1179.141485
-516000.0,160,1184.851355
-516000.0,160,1194.481755
-516000.0,160,1200.229814
-512000.0,159,1209.493613
-512000.0,159,1215.215315
-512000.0,159,1224.864538
-512000.0,159,1230.583308
-516000.0,160,1240.334208
-512000.0,159,1246.028928
-516000.0,160,1255.523401
-512000.0,159,1261.255788
-512000.0,159,1270.283893
-512000.0,159,1275.935767
-508000.0,158,1285.242735
-512000.0,159,1290.926681
-512000.0,159,1300.477241
-508000.0,158,1306.108714
-504000.0,157,1315.671331
-512000.0,159,1321.436864
-512000.0,159,1330.526447
-508000.0,158,1336.215128
-508000.0,158,1345.467249
-504000.0,157,1351.17323
-508000.0,158,1360.739032
-508000.0,158,1366.33866
-504000.0,157,1375.722753
-504000.0,157,1381.390378
-508000.0,158,1390.809636
-504000.0,157,1396.468024
-508000.0,158,1406.527238
-508000.0,158,1412.156543
-508000.0,158,1421.902758
-504000.0,157,1427.520942
-504000.0,157,1435.725273
-504000.0,157,1441.350806
-504000.0,157,1449.976726
-504000.0,157,1455.529483
-504000.0,157,1464.413824
-504000.0,157,1470.033115
-504000.0,157,1478.841474
-508000.0,158,1484.46883
-508000.0,158,1494.559607
-508000.0,158,1500.182255
-516000.0,160,1509.259316
-512000.0,159,1514.860134
-508000.0,158,1523.151454
-512000.0,159,1528.763568
-508000.0,158,1538.168576
-512000.0,159,1543.81432
-508000.0,158,1553.111942
-516000.0,160,1558.860312
-508000.0,158,1568.442437
-516000.0,160,1574.226009
-512000.0,159,1583.584819
-512000.0,159,1589.329279
-516000.0,160,1599.105776
-512000.0,159,1604.874061
-508000.0,158,1614.419866
-516000.0,160,1620.111347
-508000.0,158,1629.918966
-512000.0,159,1635.731873
-512000.0,159,1645.096471
-504000.0,157,1650.913431
-512000.0,159,1660.353276
-508000.0,158,1666.111854
-516000.0,160,1675.649402
-508000.0,158,1681.329471
-512000.0,159,1690.960529
-512000.0,159,1696.683871
-512000.0,159,1706.055557
-504000.0,157,1711.667821
-524000.0,162,1721.32801
-532000.0,164,1721.32801
-528000.0,163,1731.371936
-532000.0,164,1736.989573
-528000.0,163,1745.832171
-540000.0,166,1751.433745
-544000.0,167,1761.143581
-556000.0,170,1766.808126
-628000.0,188,1777.422466
-664000.0,197,1783.145702
-700000.0,206,1793.898619
-2412000.0,634,1810.300476
-2500000.0,700,1823.212902
-2060000.0,694,1839.356869
-1276000.0,702,1851.649252
-1048000.0,699,1868.851353
-3244000.0,1142,1892.334456
-768000.0,284,1904.976202
-3612000.0,1013,1910.840127
-888000.0,284,1923.897225
-1604000.0,463,1933.721525
-872000.0,279,1942.133949
-960000.0,271,1951.848126
-880000.0,282,1960.716247
-996000.0,280,1970.538303
-984000.0,277,1979.119429
-940000.0,266,1988.795749
-932000.0,264,1997.3828
-880000.0,251,2006.137239
-920000.0,261,2014.723968
-908000.0,258,2023.67924
-880000.0,251,2032.315344
-876000.0,250,2042.018264
-872000.0,249,2050.803655
-876000.0,250,2060.602614
-912000.0,259,2070.313683
-872000.0,249,2079.431868
-892000.0,254,2089.078765
-1068000.0,298,2100.259092
-1332000.0,364,2111.315674
-872000.0,249,2118.661829
-908000.0,258,2130.445558
-884000.0,252,2137.321001
-908000.0,258,2148.604724
-980000.0,276,2156.099077
-1024000.0,287,2167.76975
-980000.0,276,2174.946405
-1032000.0,289,2188.443989
-1324000.0,362,2194.745285
-888000.0,253,2205.966215
-920000.0,261,2212.190607
-880000.0,251,2222.813386
-888000.0,253,2229.106565
-916000.0,260,2240.319742
-896000.0,255,2246.807891
-912000.0,259,2258.839807
-904000.0,257,2265.652289
-888000.0,253,2278.501617
-896000.0,255,2284.882786
-884000.0,252,2297.105295
-884000.0,252,2303.631636
-880000.0,251,2315.771294
-884000.0,252,2322.209459
-892000.0,254,2334.516744
-904000.0,257,2341.149888
-896000.0,255,2353.247718
-904000.0,257,2360.312708
-888000.0,253,2371.925848
-888000.0,253,2378.479616
-892000.0,254,2390.233911
-888000.0,253,2396.646581
-892000.0,254,2408.184882
-896000.0,255,2414.521992
-884000.0,252,2425.935704
-900000.0,256,2432.636731
-884000.0,252,2445.227281
-904000.0,257,2452.214808
-884000.0,252,2463.440807
-888000.0,253,2470.381341
-888000.0,253,2481.876384
-892000.0,254,2488.792138
-884000.0,252,2501.223999
-884000.0,252,2508.194939
-876000.0,250,2520.132913
-888000.0,253,2527.529991
-880000.0,251,2539.815126
-896000.0,255,2547.376732
-892000.0,254,2559.595728
-888000.0,253,2567.028754
-876000.0,250,2578.556441
-880000.0,251,2585.53616
-876000.0,250,2596.6748
-864000.0,247,2603.658784
-872000.0,249,2615.507767
-868000.0,248,2622.332753
-872000.0,249,2634.455868
-868000.0,248,2641.456872
-880000.0,251,2653.214635
-884000.0,252,2660.032688
-876000.0,250,2672.097837
-876000.0,250,2679.012038
-884000.0,252,2690.811541
-880000.0,251,2697.737004
-876000.0,250,2710.141559
-872000.0,249,2717.167727
-880000.0,251,2728.658592
-884000.0,252,2735.610477
-880000.0,251,2747.609735
-876000.0,250,2754.616114
-876000.0,250,2766.025031
-880000.0,251,2772.940794
-880000.0,251,2784.256277
-880000.0,251,2791.137273
-892000.0,254,2803.172748
-880000.0,251,2809.992155
-888000.0,253,2820.716477
