,traj_tx,traj_ty
0,2.203155930538533,-5.25
1,2.2586881077766217,-5.25
2,2.314187492941913,-5.25
3,2.3696339299069296,-5.25
4,2.4249925008223645,-5.25
5,2.480213663684862,-5.25
6,2.535238671754853,-5.25
7,2.5900142743139987,-5.25
8,2.644500276830029,-5.25
9,2.698671095805686,-5.25
10,2.7525138091731858,-5.25
11,2.8060246991508877,-5.25
12,2.8592057418189363,-5.25
13,2.912061899401732,-5.25
14,2.9645994541638205,-5.25
15,3.0168251932587165,-5.25
16,3.0687460518859133,-5.25
17,3.12036885603613,-5.25
18,3.171700121330363,-5.25
19,3.2227458186043347,-5.25
20,3.2735111426611763,-5.25
21,3.324000547763198,-5.25
22,3.3742178104786547,-5.25
23,3.4241661647456514,-5.25
24,3.473848526935964,-5.25
25,3.523267668150065,-5.25
26,3.5724262863191214,-5.25
27,3.6213270127621,-5.25
28,3.669972384354929,-5.25
29,3.718364811117836,-5.25
30,3.766506557960516,-5.25
31,3.81439974644734,-5.25
32,3.862046371128172,-5.25
33,3.909448209965202,-5.25
34,3.956606933061716,-5.25
35,4.003524309859985,-5.25
36,4.050202056737344,-5.25
37,4.096641955799884,-5.25
38,4.142845831219022,-5.25
39,4.188815569975738,-5.25
40,4.234553055854569,-5.25
41,4.2800601713848,-5.25
42,4.325338794969443,-5.25
43,4.370390864250059,-5.25
44,4.415218388952365,-5.25
45,4.459823450491241,-5.25
46,4.504208212719104,-5.25
47,4.548374934023492,-5.25
48,4.592325975473707,-5.25
49,4.636063802839649,-5.25
50,4.67959098499777,-5.25
51,4.722910190077009,-5.25
52,4.766024180787781,-5.25
53,4.808935810272649,-5.25
54,4.851648018328976,-5.25
55,4.894163829214012,-5.25
56,4.936486350462177,-5.25
57,4.978618771401074,-5.25
58,5.0205643620048575,-5.25
59,5.06232647144798,-5.25
60,5.103908525933725,-5.25
61,5.145314025845538,-5.25
62,5.186546542288188,-5.25
63,5.22760971315668,-5.25
64,5.26850723889139,-5.25
65,5.309242878064109,-5.25
66,5.349820442892212,-5.25
67,5.390243794758943,-5.25
68,5.43051683980745,-5.25
69,5.470643524731186,-5.25
70,5.510627832400244,-5.25
71,5.550473777791358,-5.25
72,5.5901854042456165,-5.25
73,5.62976677992561,-5.25
74,5.669221994514776,-5.25
75,5.70855515617768,-5.25
76,5.747770388800725,-5.25
77,5.786871829528051,-5.25
78,5.825863626572685,-5.25
79,5.864749937144207,-5.25
80,5.903534925754992,-5.25
81,5.942222762751882,-5.25
82,5.980817623021534,-5.25
83,6.019323684883578,-5.25
84,6.057745129240399,-5.25
85,6.096086138791342,-5.25
86,6.134350897246842,-5.25
87,6.172543588951095,-5.25
88,6.21066839901559,-5.25
89,6.2487295129022025,-5.25
90,6.286731116601692,-5.25
91,6.324677396830142,-5.25
92,6.3625725442058565,-5.25
93,6.40042113120944,-5.25
94,6.438228302092456,-5.25
95,6.475998915605672,-5.25
96,6.513737325534493,-5.25
97,6.551447326212317,-5.25
98,6.589132162249511,-5.25
99,6.6267945815639,-5.25
100,6.664436911022517,-5.25
101,6.702061136441076,-5.25
102,6.739668975362665,-5.25
103,6.777261938106399,-5.25
104,6.814841378577492,-5.25
105,6.85240853356189,-5.25
106,6.889964555332032,-5.25
107,6.927510644325116,-5.25
108,6.965048293624712,-5.25
109,7.002578995823457,-5.25
110,7.040104162098059,-5.25
111,7.0776251629875855,-5.25
112,7.115143339304348,-5.25
113,7.152660003859053,-5.25
114,7.190176444065616,-5.25
115,7.227693924934062,-5.25
116,7.265213691362618,-5.25
117,7.3027369692730595,-5.25
118,7.340264965725701,-5.25
119,7.377798868562345,-5.25
120,7.415339846490725,-5.25
121,7.4528890490230495,-5.25
122,7.490447606657371,-5.25
123,7.528016631240213,-5.25
124,7.565597216281633,-5.25
125,7.603190437038512,-5.25
126,7.640797350318417,-5.25
127,7.6784189940371075,-5.25
128,7.716056386665132,-5.25
129,7.753710526676588,-5.25
130,7.791382392016258,-5.25
131,7.829072939606854,-5.25
132,7.866783104853384,-5.25
133,7.904513801107928,-5.25
134,7.942265919328308,-5.25
135,7.980040327823977,-5.25
136,8.017837871687957,-5.25
137,8.05565937229806,-5.25
138,8.093505626942916,-5.25
139,8.131377408620907,-5.25
140,8.169275465937387,-5.25
141,8.20720052311725,-5.25
142,8.245153280103716,-5.25
143,8.283134412714729,-5.25
144,8.321144572911367,-5.25
145,8.359184388990274,-5.25
146,8.397254465892322,-5.25
147,8.435355385573478,-5.25
148,8.473487707440746,-5.25
149,8.51165196889251,-5.25
150,8.549848686050618,-5.25
151,8.588078355323601,-5.25
152,8.626341454465548,-5.25
153,8.664638443665133,-5.25
154,8.702969766763685,-5.25
155,8.741335852575713,-5.25
156,8.779737116243082,-5.25
157,8.81817396029582,-5.25
158,8.856646775771237,-5.25
159,8.895155943275979,-5.25
160,8.933701834421543,-5.25
161,8.972284812770825,-5.25
162,9.01090523446442,-5.25
163,9.049563448867165,-5.25
164,9.088259799275209,-5.25
165,9.12699462350939,-5.25
166,9.16576825456181,-5.25
167,9.204581021118168,-5.25
168,9.243433248500253,-5.25
169,9.282325259330342,-5.25
170,9.32125737361704,-5.25
171,9.360229908911998,-5.25
