#{"t_start": 1698652272.9650524, "env_id": null}
r,l,t
-1799090.5,363,41.803221
-2431288.8,268,55.780677
-2461241.0,268,69.590885
-2470704.0,268,83.219469
-24609862.0,1340,93.380709
-2471942.0,268,100.893731
-2470147.5,268,110.907871
-2466517.0,268,118.237802
-2479119.0,269,128.311075
-2473358.8,269,135.446598
-2470383.5,269,145.976681
-2466112.5,269,153.286041
-2475119.5,270,163.438972
-2473281.2,270,170.659667
-2471286.5,270,180.718882
-2470535.5,270,187.867781
-2469509.0,270,198.100971
-2465293.0,270,205.315479
-2404435.8,268,215.237287
-2289969.5,265,222.305003
-2258974.5,264,232.411947
-2254970.8,264,239.416111
-1953852.6,255,249.623595
-2258345.2,266,263.234944
-2285798.2,266,276.70482
-2305972.2,264,289.995335
-2188993.5,260,303.227897
-2182551.2,259,316.561794
-2063922.9,252,329.700696
-2099000.0,253,342.892443
-2129043.2,254,355.994496
-2202300.0,257,369.229533
-2271365.8,260,382.47183
-56697292.0,2759,386.244273
-2334441.2,263,399.689881
-2333073.2,263,403.511846
-2342928.2,263,416.639195
-2364809.8,264,420.426087
-2413691.5,266,434.222795
-2413618.2,266,438.01006
-2415061.8,266,451.34743
-2415110.5,266,455.14482
-2418484.8,266,468.59412
-2416010.0,266,472.412331
-2441808.0,267,485.93945
-2441662.0,267,489.733743
-2416268.8,266,502.977009
-2415877.2,266,506.77713
-2442195.0,267,520.268698
-2417852.5,266,524.015906
-2416510.0,266,537.632525
-2414693.8,266,541.380724
-2410385.0,266,554.850525
-2414009.2,266,558.623456
-2415452.8,266,572.061697
-2413654.8,266,575.850471
-2413500.2,266,589.399724
-2412618.0,266,593.175729
-2409310.0,266,606.684474
-2385283.2,265,610.441669
-2411921.0,266,623.890436
-2411636.8,266,627.573461
-2411234.5,266,640.950686
-2411747.2,266,644.707939
-2406705.5,266,658.149996
-2382835.2,265,661.861239
-2374900.0,265,675.568466
-2350113.0,264,679.221747
-2315437.8,263,692.786799
-2314961.0,263,696.446892
-2311920.0,263,710.035538
-2313318.0,263,713.67938
-2312588.0,263,726.988645
-2309411.8,263,730.685403
-2310307.0,263,744.062906
-2314365.5,263,747.676984
-2307789.8,263,761.057182
-2309233.2,263,764.690858
-2299398.2,263,778.291488
-2308439.5,263,781.954627
-2269435.8,262,795.164482
-2272952.0,262,798.785961
-2202937.2,262,812.495197
-2192604.8,261,816.106994
-2287898.5,271,829.216352
-2306611.0,273,832.786867
-2438772.8,270,845.719218
-2442151.0,270,849.35098
-2450194.0,270,862.230867
-2444995.2,270,865.894331
-2419089.8,269,878.721438
-2440643.0,270,878.721438
-2429483.5,270,892.745687
-2438593.2,270,892.745687
-2413205.8,269,906.494361
-2439312.0,270,910.083303
-2429631.2,269,922.6644
-2443388.5,270,926.298178
-2449204.0,270,939.826659
-2450889.0,270,943.492279
-2434724.5,269,957.304595
-2433099.2,269,960.958101
-2415902.2,267,974.592392
-2440230.2,268,978.308952
-2444424.8,268,992.24753
-2437697.8,268,995.882518
-2443238.8,268,1009.72603
-2440797.8,268,1013.438872
-2438408.8,268,1027.031534
-2422397.0,267,1030.728633
-2441943.0,268,1044.410938
-2439620.8,268,1048.015775
-2431105.2,268,1061.675089
-2437578.5,268,1065.30178
-2405621.0,267,1078.913511
-2437170.2,268,1082.674353
-2431043.2,268,1096.368472
-2431125.0,268,1100.089913
-2400477.8,267,1113.864422
