#{"t_start": 1700857281.6492145, "env_id": null}
r,l,t
-553090.9,374,60.59407
-706600.94,517,70.568512
-464655.44,262,79.392538
-474592.66,259,90.236991
-480901.25,260,100.327346
-482392.38,260,111.248462
-483916.22,260,120.801343
-484047.78,260,131.780647
-484165.8,260,141.977186
-484090.03,260,152.644331
-484044.7,260,162.422884
-484073.53,260,173.066622
-485860.25,261,182.49464
-485390.62,261,193.30585
-484250.88,261,202.99611
-485767.75,262,213.326689
-485578.38,262,223.325874
-485305.72,262,233.647519
-485718.72,262,243.247409
-485398.5,262,253.604789
-485676.34,262,263.340091
-484793.0,261,273.935071
-484096.16,260,283.425288
-483806.12,260,293.888158
-481827.56,259,303.059777
-481577.47,259,313.072986
-481627.88,259,322.627001
-481762.44,259,332.96806
-481693.0,259,342.310232
-481558.97,259,352.595376
-481718.7,259,362.202242
-480788.28,259,372.492898
-478217.06,259,382.510445
-477085.25,258,392.350353
-474727.78,258,401.72097
-472450.6,258,412.180874
-476222.56,260,421.865741
-472415.9,259,432.04154
-472256.06,259,441.417553
-472102.56,259,451.623216
-471811.28,259,461.349611
-472330.8,259,471.488356
-476185.25,260,481.116645
-476639.2,260,491.342944
-473340.03,259,501.156321
-476666.1,260,511.602861
-478235.16,260,521.539622
-478464.16,260,531.853654
-477712.72,258,540.981819
-478298.8,260,551.022687
-478109.56,259,560.555361
-481089.03,260,570.79588
-480890.78,259,580.610664
-477716.56,258,590.942116
-477815.2,258,600.353087
-477886.12,258,610.514096
-477537.03,258,620.165941
-477765.12,258,630.282724
-477647.88,260,640.193857
-477592.06,258,650.240863
-474306.0,258,660.168738
-476600.7,259,670.566291
-477069.2,260,680.303667
-477112.06,260,690.489018
-476586.0,260,700.356866
-473421.56,259,710.464773
-475964.88,260,720.509827
-477486.88,261,729.722699
-472938.53,258,739.289809
-475917.25,260,749.68017
-476014.62,260,759.145556
-477220.97,259,769.570608
-474209.5,258,778.391543
-476625.7,259,788.245626
-472401.6,257,797.531841
-472775.78,257,807.855573
-472279.84,258,817.361279
-472177.38,257,827.571294
-470867.88,257,836.944198
-471282.75,258,847.026993
-469636.0,258,857.070961
-470880.2,257,867.27205
-472488.66,259,876.9418
-470019.75,257,887.146086
-468560.0,257,896.940333
-468796.9,257,906.993016
-466009.34,256,916.654747
-464318.4,257,926.882411
-465906.94,259,936.458533
-466105.8,259,946.702936
-463652.5,257,956.198011
-462832.5,258,966.482677
-465188.94,259,975.83837
-465180.66,258,986.125636
-462005.6,256,996.034711
-462544.5,255,1005.788714
-465973.56,257,1014.914733
-466284.72,256,1024.729098
-465005.22,256,1034.232253
-465498.4,256,1044.478189
-464274.38,256,1054.00559
-464966.0,257,1064.306744
-461282.9,255,1073.577725
-462177.12,256,1083.826344
-459345.72,255,1093.298324
-458679.88,255,1103.293632
-455423.72,255,1112.300063
-454010.12,255,1122.542706
-444908.47,252,1131.536609
-456117.75,256,1141.8258
-456785.0,255,1151.182195
-457960.28,255,1161.537743
-456607.88,254,1170.984105
-458532.28,255,1181.608206
-457673.06,254,1190.525011
-453757.72,253,1200.842419
-454889.72,255,1210.443697
-436347.1,249,1220.660017
-432972.6,249,1229.968278
-438243.53,250,1239.829533
-442729.2,252,1248.541628
-447594.22,253,1258.394056
-443361.94,253,1267.805057
-426303.34,245,1277.83629
-413609.8,242,1286.819664
-408807.22,239,1295.979078
-406455.97,239,1304.968877
-449186.56,269,1316.182931
-446896.53,271,1325.418299
-506730.62,319,1338.462327
-434735.4,257,1344.817868
-422563.94,244,1357.630368
-418789.2,243,1363.293225
-431222.1,255,1376.666092
-457384.53,275,1383.865725
-484659.9,299,1398.225135
-487523.75,302,1405.457116
-480965.53,301,1419.740702
-487296.47,312,1427.640862
-499494.2,327,1442.385215
-471695.78,314,1449.698877
-478296.72,327,1465.234487
-517037.88,365,1473.713299
-597570.75,433,1491.575477
-560880.75,406,1514.412889
-1198785.4,1101,1536.241977
-1801578.4,2079,1616.50144
-1699962.8,2075,1636.754332
-1506253.2,2063,1715.286131
-1632427.6,2067,1735.40523
-1695845.6,2071,1813.158743
-1661710.6,2056,1832.221582
-1661323.9,2087,1913.913926
-1716471.4,2066,1931.977716
-1825528.1,2059,2012.042115
-1918890.9,2081,2031.612011
-3441931.8,3318,2167.09348
-3391777.8,3449,2192.362496
-3784255.8,3451,2327.996738
-3036623.0,3450,2352.939501
-2136839.0,2206,2433.107464
-1877244.9,2100,2453.818899
-1520516.2,2059,2532.88919
-1801875.5,2108,2555.424922
-1381921.9,2056,2632.2445
-1308600.2,2054,2654.784511
-1282957.6,2064,2731.942194
-1279285.4,2075,2754.918864
-1210674.0,2056,2830.746951
-1124315.2,2051,2853.706414
-1177357.9,2058,2929.593789
-1066990.0,2042,2951.878791
-1057680.8,2044,3028.178051
-1080773.6,2040,3049.450268
-1072021.0,2038,3125.34327
-1061960.6,2034,3147.012266
-995665.06,2037,3223.414371
-1017361.6,2036,3245.049311
-1065632.2,2039,3322.683254
-1063746.4,2036,3344.393995
-1043089.5,2043,3420.939529
-959812.75,2035,3442.089741
-979307.7,2042,3520.032358
-1003212.6,2044,3541.256568
-976941.0,2050,3619.229078
-877840.4,2046,3639.925392
-994267.3,2046,3717.61285
-939003.7,2052,3738.774086
-999917.5,2052,3816.460598
-981378.06,2047,3837.960846
-701970.56,2056,3915.804492
-693799.5,2047,3936.737627
-685265.3,2049,4014.623304
-701006.44,2046,4035.149505
-692371.06,2052,4113.394552
-717968.94,2045,4134.141421
-681294.9,2049,4212.684352
-691644.9,2053,4233.465163
-693439.5,2044,4311.843174
-696517.56,2047,4332.562178
-650748.94,2049,4410.932608
-677390.7,2046,4431.681838
-675915.44,2047,4508.795821
-649417.7,2047,4529.312757
-719386.94,2045,4608.083986
-723882.5,2043,4628.315623
-711695.3,2046,4705.965699
-713918.94,2043,4726.541663
-718426.2,2040,4804.641663
-719269.06,2040,4825.25319
-702380.3,2041,4902.960596
-718253.25,2041,4922.991515
-725469.5,2040,5001.694407
-724628.4,2038,5022.12803
-722729.06,2039,5100.13762
-721641.56,2042,5120.594331
-734970.56,2045,5198.6974
-757512.8,2040,5218.711239
-778290.2,2036,5298.069984
-755972.0,2038,5319.185821
-747814.94,2043,5398.044958
-739448.25,2045,5418.057127
-834591.94,2065,5496.704079
-792840.8,2032,5515.462027
-754327.1,2041,5595.113044
-771337.25,2034,5613.393656
-750176.2,2039,5692.320254
-732105.1,2045,5710.846171
-736978.4,2033,5789.960955
-719334.8,2037,5809.134518
-724166.0,2034,5888.28075
-736331.44,2030,5907.119154
-754319.06,2031,5986.571156
-708193.3,2027,6004.919945
-672427.9,2025,6084.258819
-655625.56,2026,6103.268398
-719693.44,2027,6181.936856
-686639.25,2024,6200.593768
-768624.4,2021,6279.652254
-738249.44,2022,6298.206195
-712440.94,2024,6377.770112
-764645.4,2028,6396.580184
-777158.1,2025,6475.349931
-727474.5,2026,6494.25285
-763632.9,2022,6572.005412
-759905.2,2024,6591.152962
-765147.5,2024,6670.57357
-783795.1,2026,6689.449775
-748498.4,2023,6767.617466
-752825.7,2023,6786.564108
-818732.0,2026,6865.012367
-774787.1,2022,6883.999052
-832627.4,2041,6963.084374
-774323.75,2027,6981.378981
-779936.25,2028,7061.972524
-821671.25,2030,7080.136007
-769567.0,2052,7160.397018
-694494.75,2027,7177.669096
-697674.7,2028,7261.643192
-821858.25,2027,7279.148445
-770467.8,2018,7360.386755
-748690.25,2042,7378.51386
-753687.44,2036,7458.079463
-698695.4,2036,7476.193187
-774519.3,2027,7555.023385
-761332.0,2039,7574.444188
-751496.4,2034,7654.264105
-820272.56,2033,7672.994825
-774452.9,2042,7752.79373
-751084.25,2025,7770.161337
-810928.4,2043,7849.359045
-827303.6,2056,7867.637564
-787802.2,2025,7946.815533
-810790.3,2030,7965.431361
-791764.2,2039,8044.77406
-838076.56,2049,8063.854876
-770883.9,2088,8143.760873
-799182.5,2036,8160.737615
-837493.6,2052,8242.598659
-815804.7,2026,8258.29251
-875982.5,2063,8341.472788
-803574.3,2035,8355.911186
-802883.7,2068,8441.646676
-730939.0,2027,8454.274938
-890308.94,2058,8540.463957
-864794.75,2059,8553.352362
-873253.06,2063,8641.354675
-879671.2,2061,8654.115582
-887158.25,2062,8741.267958
-857910.7,2040,8752.987787
-893124.1,2053,8839.345484
-851641.2,2051,8850.856134
-892205.25,2051,8937.790684
-805981.25,2025,8948.337888
-812988.75,2030,9035.727342
-859139.06,2035,9046.538774
-799261.0,2026,9134.316273
-812999.25,2028,9146.402441
-815420.75,2022,9233.53266
-843332.94,2032,9244.890618
-756566.2,2015,9330.811126
-777842.5,2015,9342.075874
-854070.8,2055,9430.14503
-811330.06,2007,9439.233047
-737868.94,2013,9527.664616
-747186.06,2013,9536.754085
-738683.44,2012,9624.418903
-732494.44,2013,9633.465106
-764155.75,2013,9720.436364
-740583.7,2014,9729.400439
-734359.7,2014,9818.191123
-735461.2,2015,9827.310855
-830811.06,2015,9915.640463
-756519.06,2016,9924.89842
-768545.2,2015,10012.699429
-743162.4,2016,10022.179169
-824838.4,2025,10111.507087
-853279.7,2039,10121.209961
-890147.8,2046,10209.543271
-831828.8,2028,10218.604635
-837169.75,2070,10308.451031
-822620.5,2027,10315.793302
-759697.6,2017,10406.779905
-747660.25,2015,10415.145642
-824160.3,2023,10505.714593
-718191.06,2018,10512.579957
-721822.0,2022,10603.077275
-736205.06,2027,10610.219703
-695379.8,2017,10700.066154
-784016.44,2038,10708.236142
-712953.94,2021,10798.38624
-706925.56,2019,10806.385431
-709818.3,2017,10895.497437
-674170.8,2015,10903.379311
-655439.4,2019,10993.375913
-674173.5,2018,11001.168325
-719156.25,2019,11090.692367
-714507.2,2019,11098.576778
-693426.56,2019,11188.347523
-686362.56,2021,11196.253722
-751407.75,2025,11286.558085
-663540.75,2019,11294.125673
-680308.9,2024,11384.487029
-682438.06,2021,11392.104718
