#{"t_start": 1699954477.2785892, "env_id": null}
r,l,t
-851460.7,445,68.323997
-962158.1,548,76.048114
-4742463.0,1089,122.020871
-5296830.0,1192,122.020871
-5369540.5,1212,172.895421
-5484636.0,1236,177.494621
-5597243.5,1568,241.626565
-6042872.5,1673,250.374724
-2586834.8,1035,289.629407
-1090623.0,502,313.224068
-6187994.5,3106,382.528213
-4876808.0,2159,404.10471
-1352523.1,755,419.125955
-2000821.2,940,447.947337
-2149624.5,1038,467.29915
-2247549.8,886,490.133437
-7123422.5,1749,543.280298
-7211539.5,1803,617.37239
-1626634.9,847,654.365805
-29664606.0,4836,694.580408
-18597272.0,5002,859.422577
-9122064.0,4111,864.446084
-5141566.0,1411,923.696374
-5626839.5,1510,929.680879
-5669032.0,1485,990.999228
-1761128.6,1422,1050.004806
-15349276.0,3505,1074.371787
-1892758.0,1529,1138.478006
-7439690.5,2097,1143.083572
-1217308.6,569,1167.956847
-3400713.8,3626,1291.844724
-2808776.5,3640,1317.362252
-931448.8,3624,1446.112782
-1034754.9,3625,1473.163699
-1514715.5,3625,1597.483543
-1470007.2,3625,1623.019291
-1500864.6,3626,1745.8856
-1635577.8,3625,1771.618172
-1552121.4,3626,1896.924571
-1680706.4,3626,1922.091065
-962183.9,3626,2045.964143
-609987.44,3625,2071.554729
-498053.3,3626,2195.669526
-826947.44,3626,2220.920983
-522550.53,3626,2347.130765
-507589.6,3625,2372.551904
-710749.06,3626,2497.541481
-713967.44,3625,2522.941757
-837095.6,3626,2648.397635
-758571.1,3625,2673.578984
-548351.94,3625,2799.092319
-769456.8,3625,2824.556092
-827287.44,3626,2951.610442
-940986.2,3626,2977.385236
-714621.9,3624,3104.67084
-684267.6,3625,3130.205748
-761579.7,3625,3257.547146
-966764.06,3626,3283.367865
-961055.5,3626,3412.433329
-609718.3,3624,3438.580441
-773712.25,3626,3567.785644
-835105.2,3625,3594.281656
-533534.0,3625,3723.735971
-698690.94,3625,3749.459773
-769650.44,3625,3881.647915
-939471.0,3626,3907.990661
-611442.8,3624,4039.008137
-601230.2,3625,4065.611635
-661905.9,3624,4196.136318
-621311.7,3625,4222.409673
