#{"t_start": 1702715580.7143073, "env_id": "None"}
r,l,t
-442848.3,286,508.136736
-401843.06,287,511.974826
-376577.5,244,523.347467
-374816.06,247,527.176053
-460921.12,301,541.409785
-470327.03,304,545.261067
-577436.8,372,561.754533
-572901.9,369,565.649061
-482060.3,297,579.716575
-490208.75,302,583.722259
-371360.72,229,595.099446
-368100.34,226,598.909163
-364685.66,223,610.274367
-364934.66,223,614.047556
-360129.5,220,625.09929
-360681.9,220,628.899988
-360244.25,219,639.931294
-361891.28,219,643.751615
-367057.47,221,654.715128
-365066.88,221,658.468179
-383450.1,229,669.796924
-382111.72,228,673.540227
-397525.8,239,685.301428
-394572.22,237,688.951541
-410922.56,253,701.357607
-408121.38,251,704.918532
-423729.72,262,716.519469
-424748.38,262,720.135436
-448939.6,281,732.634547
-450236.4,284,736.272345
-470917.22,302,750.350658
-474468.22,302,754.003785
-465621.72,324,768.824205
-479083.28,336,772.711192
-1352785.2,1259,819.723232
-1445849.4,1260,823.774345
-1509668.8,1241,870.057596
-1238999.6,1259,873.920578
-527601.06,399,891.01396
-533650.3,407,895.102452
-447367.28,317,909.144859
-465568.5,335,913.846208
-458626.22,323,927.470077
-466416.44,329,932.350265
-478364.28,334,945.966832
-467344.0,336,950.954936
-511678.47,359,965.533834
-517426.78,364,970.753374
-1173356.0,875,1003.173729
-1564158.0,1262,1021.745184
-1469078.0,1164,1050.758598
-1553597.6,1241,1072.296582
-1470699.2,1191,1100.085074
-1384533.2,1151,1120.253703
-1437614.2,1182,1148.667876
-1411801.4,1163,1168.129834
-1391146.0,1151,1196.080621
-1357274.9,1129,1214.808585
-1197012.4,1024,1239.382846
-1172237.6,976,1256.28498
-971151.4,748,1273.29096
-674572.25,496,1281.518645
-594559.9,427,1295.627358
-1293925.4,1071,1326.320125
-1217200.9,1051,1339.663953
-1150475.9,989,1368.036945
-1130998.4,962,1380.4849
-1138591.9,965,1409.037702
-1132898.4,955,1421.166525
-608772.56,423,1440.159995
-1125166.1,926,1452.920743
-1131813.9,959,1480.982037
-1147392.0,980,1494.507091
-1320023.2,1112,1526.964584
-1504557.9,1265,1545.983815
-1168926.0,781,1561.833
-841299.5,610,1574.805374
-715324.2,528,1587.679282
-664076.7,493,1599.505181
-1289617.5,1079,1632.914634
-1152771.0,907,1638.559834
-698570.9,491,1657.105968
-722246.56,506,1663.310732
-842141.3,603,1685.674659
-1102917.6,819,1699.453748
-1268478.8,1093,1731.571256
-1268531.2,1056,1744.008719
-1346253.8,1122,1778.202534
-1370071.9,1131,1790.831497
-1641248.5,1264,1829.761496
-1573887.6,1262,1842.379593
-1553421.0,1262,1881.758113
-1556542.9,1260,1894.412628
-1417332.4,1156,1929.449264
-1617725.9,1265,1945.880541
-1579781.9,1231,1979.764003
-1630012.0,1243,1996.619688
-1508927.2,1185,2028.856663
-1602467.6,1221,2047.130682
-1503026.2,1181,2077.712815
-1531292.5,1262,2098.742612
-1545297.0,1263,2129.519454
-1282309.1,845,2135.773374
-1156441.4,753,2163.231029
-1290603.2,838,2172.548517
-771162.7,566,2190.405355
-751769.06,543,2198.853951
-740927.6,530,2216.281173
-667451.75,471,2222.643677
-653672.0,461,2239.660413
-682837.8,490,2247.080081
-639415.94,460,2262.888872
-626435.44,451,2270.093549
-556437.06,398,2284.368099
-533869.4,382,2291.050622
-559344.06,400,2305.777691
-578006.56,415,2312.922633
-557169.4,398,2326.993656
-549292.7,394,2333.829292
-537130.7,384,2347.564848
-523763.16,373,2354.04456
-521124.28,374,2367.887317
-506323.62,359,2374.294243
-498904.94,352,2387.74763
-488981.9,345,2393.52462
-511351.12,362,2407.632116
-511742.78,364,2413.439464
-509127.78,363,2427.463128
-494848.75,352,2432.935464
-503999.06,360,2447.387684
-508860.66,362,2452.985443
-501437.03,356,2467.189722
-504029.2,359,2472.754726
-493605.12,347,2486.772778
-501516.12,353,2492.662597
-504311.56,357,2506.614059
-507345.5,359,2512.488262
-528428.75,380,2527.254425
-523937.47,377,2533.007129
-534756.8,388,2548.01234
-545550.7,399,2554.124111
-530420.0,383,2568.523271
-526727.5,382,2574.711614
-493132.12,351,2588.429258
-495807.97,352,2594.639596
-486738.72,344,2607.554832
-493088.34,352,2614.134441
-481941.12,340,2626.783575
-482253.84,338,2633.230443
-484428.12,341,2646.15451
-503155.22,361,2653.331836
-483124.47,344,2665.501596
-480650.0,342,2672.447202
-531396.06,388,2686.144366
-483263.8,343,2691.590965
-546780.25,406,2707.754674
-543513.06,403,2713.060889
-542755.5,403,2729.136746
-542788.44,405,2734.538542
-555875.7,414,2750.779845
-545937.44,406,2755.921441
-547375.94,409,2772.352752
-550855.1,411,2777.670957
-558549.56,417,2794.263028
-556184.0,417,2799.486231
-570085.6,430,2816.526842
-586875.3,445,2822.326022
-595900.56,453,2839.933501
-595802.1,452,2845.676613
