#{"t_start": 1697198033.7870033, "env_id": null}
r,l,t
-4257311.0,314,85.375797
-3577484.8,349,95.036589
-3206200.5,229,110.812621
-3169064.0,225,120.067209
-3669829.8,225,135.833409
-3658373.8,224,144.969484
-4820034.0,343,166.240153
-5642977.5,423,176.205182
-3152606.8,223,191.094324
-3167952.8,224,201.140711
-3128551.5,223,215.905313
-3108502.2,222,225.889955
-3442493.8,249,241.688293
-3158677.8,226,250.738037
-3112473.5,222,266.507894
-3148731.2,224,275.628221
-3108219.2,222,291.228122
-3138618.5,225,300.483328
-3118272.8,222,316.061519
-3148729.8,225,325.328977
-3108363.5,222,340.632662
-3128562.5,223,350.609979
-3149013.2,226,369.525781
-3148733.5,225,378.882381
-3118705.8,222,394.461048
-3118790.0,223,403.937943
-3209836.8,231,419.591542
-3110328.2,222,428.611522
-3142047.2,226,444.39554
-3140747.0,225,453.414161
-3162255.8,227,469.428429
-3121277.2,222,478.26304
-3162438.8,228,494.405668
-3151848.2,227,503.357171
-3152117.8,226,519.465913
-3132469.5,225,528.446645
-3173547.0,229,544.608171
-3153474.2,227,553.269071
-3116145.2,222,569.357633
-3144630.2,225,578.144534
-3139287.5,225,594.306281
-3128690.0,226,603.238176
-3146180.2,225,619.409612
-3165556.8,226,628.21679
-3146180.2,227,644.332899
-3167051.2,228,653.177319
-3135064.0,224,669.195444
-3230382.0,235,678.552816
-3147185.2,225,694.325608
-3139460.0,222,703.67287
-3138602.2,222,719.524835
-3148701.8,224,728.827462
-3180050.2,227,744.737709
-3158694.2,224,753.887587
-3159787.0,224,769.860351
-3159394.0,226,779.097754
-3168434.0,225,794.78945
-3137178.0,222,804.030285
-3158369.0,225,820.986567
-3157620.8,225,837.959294
-3152291.8,227,854.909203
-11889991.0,711,863.107927
-3142596.8,227,880.044594
-3164798.0,223,888.056286
-3142148.8,226,900.803779
-3173082.8,229,908.83644
-3122230.5,224,925.630403
-3354752.2,243,934.248631
-3131658.2,225,950.728607
-3145060.0,226,959.525304
-3121770.2,224,975.645261
-3112383.0,224,984.33266
-3122032.8,224,1000.444081
-3121443.0,224,1009.188627
-3162345.0,228,1025.522687
-3131294.8,223,1034.030937
-3121896.5,223,1050.08047
-3141768.0,225,1058.763383
-3131736.0,226,1075.009141
-3121887.8,225,1083.567768
-3162252.0,227,1099.935034
-3233062.5,235,1108.832617
-3122167.2,226,1124.909221
-3163842.8,228,1133.841456
-3133794.0,224,1149.819293
-3115242.0,223,1158.76777
-3167623.2,227,1174.861361
-3147986.0,225,1183.659818
-3117217.0,221,1199.518098
-3360611.5,243,1209.247344
-3126641.2,222,1224.208684
-3171368.2,226,1234.090755
-3157388.5,226,1249.11646
-3157952.0,226,1260.099525
-3147331.5,223,1276.367933
-3167961.5,226,1286.381258
-3167006.5,227,1306.982995
-3168441.8,226,1319.047069
-3158120.0,226,1335.156228
-3209047.0,231,1349.973611
-3157750.8,226,1366.896853
-3117653.8,222,1381.834776
-3167525.5,224,1400.063435
-3167193.2,225,1412.026226
-3131267.5,223,1427.074703
-3150777.0,224,1439.009011
-3131430.0,223,1454.949745
-3141591.5,226,1467.160927
-3130428.5,223,1483.959503
-3112569.2,221,1494.368363
-3151263.5,224,1509.329352
-3141331.5,226,1519.518511
-3438552.8,248,1535.169875
-3154201.2,227,1544.455216
-3137927.2,223,1559.973947
