#{"t_start": 1694588279.8190665, "env_id": null}
r,l,t
-3072308.8,264,61.836238
-2779562.8,178,75.273694
-5901340.5,573,86.270194
-2734261.5,166,93.699466
-2418200.5,160,104.448694
-2389324.2,158,111.423281
-2379637.0,157,122.20963
-2387108.0,157,129.23675
-2386480.8,157,139.819481
-2389912.8,157,146.89914
-2386308.2,157,157.396333
-2380335.0,157,164.37951
-2378723.8,158,175.016278
-2377607.0,158,182.026376
-2378342.5,159,192.722687
-2373522.0,159,199.625993
-2370406.8,159,210.089093
-2378567.8,159,217.103565
-2371155.5,159,227.590662
-2373119.2,159,234.435662
-2369802.0,159,244.969722
-2370502.8,159,252.009365
-2369657.2,159,262.617573
-2371993.8,159,269.600107
-2373150.2,159,280.074263
-2372477.0,159,287.190191
-2391860.2,158,297.872988
-2372547.2,157,304.649102
-2375101.8,157,315.291668
-2374894.0,157,322.274756
-2374161.2,157,332.785301
-2379834.2,157,339.770654
-2381192.5,157,350.570639
-2380902.2,157,357.591394
-2377647.2,157,368.163864
-2380414.0,157,375.052703
-2376688.0,157,385.725981
-2381671.8,157,392.596056
-2376121.2,157,403.152517
-2380917.0,157,410.207004
-2373552.8,157,421.032638
-2375676.8,157,427.929301
-2379162.8,158,438.382056
-2372327.2,158,445.377584
-2372032.8,159,456.197639
-2380950.2,159,463.117515
-2378133.2,159,473.655749
-2375618.0,159,480.601579
-2378850.0,159,491.232215
-2379138.0,159,498.259785
-2378717.0,159,509.075366
-2378300.5,159,515.966441
-2378822.2,159,526.607397
-2378797.0,159,533.511218
-2377989.0,159,544.401781
-2380730.2,159,551.392931
-2379189.8,159,562.164467
-2378488.8,159,569.087437
-2380913.2,159,579.557224
-2370192.5,158,586.468988
-2383977.8,158,596.883122
-2397293.5,158,603.738899
-2389946.0,157,614.390801
-2385740.5,157,621.374026
-2389521.2,157,631.979031
-2389043.2,157,638.930943
-2390442.5,157,649.543532
-2388872.0,157,656.484271
-2389707.8,157,666.909574
-2390501.8,157,673.840223
-2385302.8,157,684.732197
-2389070.2,157,691.71463
-2388560.2,157,702.543603
-2389898.0,157,709.439022
-2387984.0,157,719.946273
-2387546.2,157,726.851241
-2378617.0,157,737.600698
-2397001.0,157,744.547561
-2389535.0,157,755.058114
-2385243.5,157,761.944535
-2383616.2,158,772.411674
-2396369.8,159,779.368711
-2394302.8,159,790.030339
-2400960.0,159,796.995702
-2443849.2,160,807.468893
-2442518.8,161,814.431433
-2446094.0,161,825.201648
-2494006.0,170,832.490721
-2418293.2,159,842.775641
-2439718.2,161,850.193803
-2491543.2,161,861.634348
-2536643.0,168,869.609184
-2533028.0,170,879.429204
-2551765.0,184,887.703113
-2603592.5,167,897.446691
-2534789.0,163,905.902277
-2673256.2,193,916.614737
-2695069.2,194,924.881945
-2663202.8,176,935.047653
-2675093.8,181,943.525563
-3073616.5,232,955.293617
-3413321.0,391,969.860029
-5987983.0,451,984.313829
-6200818.5,523,1001.296135
-5424140.5,312,1007.456678
-6289191.0,429,1029.188027
-6234766.0,428,1035.345161
-6269936.0,413,1056.590528
-6456663.5,407,1062.492066
-11135378.0,610,1092.184189
-11575969.0,648,1099.760544
-6179610.0,331,1116.39982
-6114560.0,321,1123.448206
-5933821.5,269,1138.12076
-5859192.0,272,1145.220731
-5715111.5,262,1159.643702
-5802452.5,263,1166.811398
-5718274.0,262,1181.233455
-5878214.5,260,1188.490966
-5798145.5,260,1203.001972
-5768942.5,257,1209.973675
-5790268.0,257,1224.677804
-5852945.5,254,1231.493294
-5776666.5,257,1245.577528
-5855098.0,260,1252.604143
-6268803.5,283,1268.16851
-6280978.5,282,1275.199424
-6048015.5,269,1291.441565
-6930473.0,317,1297.769937
-6012171.5,273,1313.112213
-6769301.5,326,1321.43685
-6755736.0,342,1337.960853
-6533917.0,309,1344.958745
-6285314.0,329,1364.232505
-11233935.0,592,1378.682802
-11868520.0,621,1400.494662
-13835031.0,693,1417.619674
-9353937.0,596,1434.603437
-9281137.0,593,1451.695915
-9252526.0,590,1468.744744
-11447473.0,662,1488.573775
-9112582.0,595,1502.931164
-11796926.0,664,1525.645068
-11155210.0,661,1539.888611
-12288063.0,693,1563.676564
-13825727.0,749,1579.892833
-6633819.5,425,1591.094275
-11090821.0,707,1619.020916
-11172145.0,792,1634.252869
-7116188.0,766,1662.97644
-6728170.5,859,1681.962442
-7029196.5,831,1708.673977
-7567097.5,734,1724.247302
-6634593.0,803,1754.11797
-6399762.0,898,1772.857465
-5896078.5,944,1803.658153
-5085792.0,926,1822.140534
-4134124.2,897,1851.823262
-4075308.5,904,1869.810187
-3948684.2,899,1899.494973
-3754748.8,884,1917.308785
-3556778.5,872,1946.785259
-3096200.8,852,1964.447459
-3635316.0,873,1994.511204
-3365173.0,862,2011.235063
-3327814.8,847,2041.671622
-3166077.0,844,2058.263603
-3002448.2,845,2088.618328
-2988969.5,839,2105.09496
-3049898.5,847,2134.88733
-4327302.0,836,2150.952133
-3065985.8,850,2181.70957
-3100050.0,845,2197.875251
-3209403.8,850,2228.802534
-3140633.8,844,2244.346885
-3058469.8,858,2275.724917
-3097598.8,856,2291.338951
-2992586.0,865,2322.936367
-5838881.0,878,2339.225363
-4327920.0,833,2369.107746
-3839180.5,842,2385.804068
-3781622.8,844,2416.041891
-3201639.0,880,2434.059394
-3232090.0,873,2464.001309
-3157205.5,863,2481.678681
-3197523.2,864,2511.850533
-3312845.0,867,2529.530272
-3910219.0,849,2558.844765
-3237050.0,865,2577.350173
-3426550.2,848,2605.951702
-2980617.2,854,2624.831665
-4295119.5,830,2652.673515
-5079275.5,821,2670.968401
-5967466.0,790,2696.826254
-5586559.5,776,2714.589442
-5219482.5,756,2740.599893
-5965950.0,748,2758.044594
-5409306.0,761,2784.074552
-5813048.5,749,2800.739065
-5968624.0,738,2825.989209
-5602221.0,736,2842.545292
-5047641.5,742,2868.193172
-5718469.5,730,2884.533267
-5264274.0,758,2911.633384
-4594505.0,784,2929.008422
-3401542.2,841,2958.415732
-5106115.0,784,2973.682959
-3624313.2,836,3005.534217
-4116329.0,847,3020.569993
-3067168.5,864,3052.762048
-3520958.5,864,3067.827181
-2958553.8,862,3099.741482
-3018074.0,866,3115.219728
-3068334.5,875,3147.555709
-3025795.5,865,3162.76713
-3099774.8,891,3196.032514
-3105944.2,885,3211.136668
-3043714.5,869,3244.101454
-3203499.8,886,3259.412848
-3149281.0,876,3291.472311
-3087847.5,871,3306.204238
-3148015.0,887,3338.400748
-3120161.2,873,3353.705568
-3129552.5,877,3386.50916
-3095061.0,872,3401.014318
-3109432.2,868,3434.194282
-3309183.2,879,3449.521404
-3224562.8,880,3482.603446
-3198127.0,874,3496.931028
-3195705.8,884,3529.973847
-3140242.2,875,3544.409919
