time,x,y,yaw,carv,ang,vel,acc,devDist,devAng,alHori,roll,rl,rr,fl,fr
0.0,2.9716824863008595,-9.99999373258554,5.64833348443182e-08,13.88888888888889,0.0,0.0,0.0,-0.01196701840644145,-8.827584470464972e-06,0.00017486455797018703,-0.0014950710010810963,0.0017942015118393318,-0.0012790418054465802,0.0,0.0
0.01,3.110544025297886,-9.999994355340137,3.6982094930789397e-06,13.88179597623346,0.005207005888223648,-0.36076627588541743,-29.853167720541,-0.0063188149924485295,-9.526319421408565e-06,-0.0005822599025452666,-0.0006971146251397761,0.0020671166492466087,-0.0009968469820742058,1.893370317834955e-05,1.893370317834955e-05
0.02,3.2492462105133555,-9.999995395071991,1.3206055908011553e-05,13.858892781393731,0.09916338399052618,-0.36259442218497495,-12.081925376576752,0.04768492131482117,-7.531741320265357e-06,-0.0018218983834748861,0.0012945351893027448,0.007883549756101543,0.004843865343229003,0.0003484367137602174,0.0003484367137602174
0.03,3.38767390720218,-9.999991414646912,3.056672220530352e-05,13.829173076484098,0.0701556421816349,-0.4687969298084611,-6.478690717613994,0.12628981226885078,8.215123917061923e-06,-0.0026484454967440497,0.002119836709408643,0.006771380811744395,0.0037241883194961685,0.00026778353623271617,0.00026778353623271617
0.04,3.5257955205582543,-9.999974973832929,5.767049274373909e-05,13.798182966482777,0.13729921057820324,-0.5518928783113936,-17.120903300832254,0.1804467210762328,4.1038582532284355e-05,-0.002743384445927588,0.002662173950353809,0.009098232317392325,0.005991147304415655,0.0004489587756810085,0.0004489587756810085
0.05,3.6636070570347883,-9.999939801788482,9.808403561526554e-05,13.76728531109035,0.194646493345499,-0.7361519973436974,-13.597841107243479,0.30335280063124165,0.00010720978867130861,-0.002681990377119342,0.0029362483571064393,0.01453806797111948,0.011300145074206172,0.000606547810428335,0.000606547810428335
0.06,3.801112549704536,-9.99987398110996,0.0001556647313830902,13.736949468439445,0.26693510189652436,-0.9677904776612182,-35.17626904909342,0.43281214809919927,0.00021829118991121296,-0.0025486196583050986,0.0031326072638516674,0.017222010063733192,0.013831882874512536,0.0007758486198986866,0.0007758486198986866
0.07,3.9383190560167467,-9.999763659282939,0.00023761250481390831,13.707499686807536,0.39277846589684473,-1.360122222359038,-38.83959909406461,0.6295566642199918,0.000394224007733142,-0.0022785646220018782,0.0033649079772796187,0.02564605545624487,0.02198589577193448,0.0010532199509925438,0.0010532199509925438
0.08,4.075237651214805,-9.999589588748673,0.00035182879897680366,13.679274930762052,0.43801986202597615,-1.793402681515009,-49.91926756259253,0.8394698408496141,0.0006578676685327188,-0.002217127407801566,0.0033332077624666596,0.0276517987768904,0.02380898095075837,0.0011105972280413192,0.0011105972280413192
0.09,4.211880257867324,-9.999330528529756,0.0005078359470487976,13.65222394347511,0.4774707265198229,-2.3082284349438797,-48.690556163799535,1.0286319516606413,0.0010248599028548277,-0.0021917680770222265,0.0032440009460258544,0.029108946955284074,0.02503971771770821,0.0011186135910768386,0.0011186135910768386
0.1,4.348259676892914,-9.998968339399347,0.0007133176350614106,13.626581685873576,0.4464580893516539,-2.641876933241969,-15.827902953902115,1.167722933891343,0.001507386557153171,-0.002268023550296794,0.0030218185685861724,0.027315774918718307,0.02311018103453505,0.0009768371812640332,0.0009768371812640332
