time,ang,vel,acc,x,y,yaw,carv,alHori,roll
6.89,-0.010287775,8.726646,8.88E-13,75.94955559,-10.05254545,-0.013713387,13.99574933,-0.022015717,-0.000201042
6.9,-0.00516993,8.726646,-8.88E-13,76.08948506,-10.05454906,-0.01376989,13.99326205,0.002434647,-3.71E-05
6.91,-5.21E-05,8.726646,-8.88E-13,76.2293897,-10.05655203,-0.013810329,13.99078439,0.027759462,0.000125967
6.92,0.005065761,8.726646,0,76.36926967,-10.05855183,-0.013834597,13.98831577,0.053752523,0.000288098
6.93,0.010183606,8.726646,-8.88E-13,76.50912508,-10.06054589,-0.013842566,13.98585576,0.080233633,0.000449303
6.94,0.015301452,8.726646,8.88E-13,76.64895604,-10.06253154,-0.013834091,13.98340404,0.10703568,0.000609729
6.95,0.020419297,8.726646,-8.88E-13,76.78876269,-10.06450612,-0.013809017,13.98096028,0.133997554,0.000769588
6.96,0.025537142,8.726646,0,76.92854514,-10.06646694,-0.013767185,13.97852428,0.160986134,0.000929109
6.97,0.030654987,8.726646,0,77.0683035,-10.0684113,-0.013708438,13.97609603,0.187895962,0.001088501
6.98,0.035772833,8.726646,1.78E-12,77.20803787,-10.07033651,-0.013632624,13.97367551,0.214649254,0.001247932
6.99,0.040890678,8.726646,-1.78E-12,77.34774839,-10.07223991,-0.013539603,13.97126274,0.241192777,0.001407514
7,0.046783181,8.726646,0,77.48743515,-10.07411883,-0.013429237,13.96885765,0.267995497,0.001567311
7.01,0.052675684,8.726646,0,77.62709825,-10.0759706,-0.01330136,13.96646013,0.29541476,0.001727422
7.02,0.058568187,8.726646,1.78E-12,77.76673782,-10.07779247,-0.013155759,13.96407016,0.323253262,0.001888015
7.03,0.06446069,8.726646,8.88E-13,77.90635395,-10.07958166,-0.012992186,13.9616877,0.351340435,0.002049299
7.04,0.070353194,8.726646,0,78.04594674,-10.08133537,-0.012810373,13.95931276,0.379539457,0.002211492
7.05,0.076245697,8.726646,0,78.1855163,-10.08305078,-0.012610041,13.95694531,0.407743951,0.002374786
7.06,0.0821382,8.726646,-8.88E-13,78.32506273,-10.08472508,-0.012390909,13.95458536,0.435885002,0.002539321
7.07,0.088030703,8.726646,8.88E-13,78.46458612,-10.08635546,-0.012152707,13.95223291,0.463910733,0.002705175
7.08,0.093923206,8.726646,0,78.60408656,-10.08793913,-0.011895176,13.94988797,0.491812996,0.00287235
7.09,0.099815709,8.726646,0,78.74356414,-10.0894733,-0.011618078,13.94755056,0.519584197,0.003040787
7.1,0.106331699,8.726646,-8.88E-13,78.88301896,-10.0909552,-0.01132119,13.94522061,0.547637987,0.00321038
7.11,0.112847688,8.726646,-5.33E-12,79.02245109,-10.09238204,-0.011004282,13.94289799,0.576292945,0.003381051
7.12,0.119363678,8.726646,0,79.16186062,-10.09375096,-0.0106671,13.94058264,0.605418886,0.003552789
7.13,0.125879667,8.726646,0,79.30124762,-10.09505907,-0.010309379,13.93827455,0.634901312,0.003725637
7.14,0.132395656,8.726646,5.33E-12,79.44061216,-10.09630341,-0.009930851,13.93597369,0.664644035,0.003899662
7.15,0.138911646,8.726646,-5.33E-12,79.57995431,-10.09748104,-0.009531254,13.93368007,0.694570165,0.004074941
7.16,0.145427635,8.726646,0,79.71927414,-10.09858898,-0.009110341,13.93139366,0.724622242,0.004251531
7.17,0.151943625,8.726646,0,79.8585717,-10.09962423,-0.008667882,13.92911448,0.754758454,0.004429467
7.18,0.158459614,8.726646,0,79.99784705,-10.1005838,-0.00820367,13.92684252,0.784953092,0.004608747
7.19,0.164975604,8.726646,5.33E-12,80.13710025,-10.10146468,-0.007717525,13.92457781,0.815189725,0.004789334
7.2,0.171232377,8.726646,-5.33E-12,80.27633133,-10.10226387,-0.007209295,13.92232039,0.845303293,0.004971155
7.21,0.177489151,8.726646,0,80.41554034,-10.10297839,-0.00667887,13.92007039,0.875167708,0.00515408
7.22,0.183745925,8.726646,0,80.55472732,-10.10360526,-0.00612619,13.91782787,0.904865156,0.005337919
7.23,0.190002698,8.726646,5.33E-12,80.69389229,-10.10414153,-0.005551236,13.91559287,0.934454737,0.005522439
7.24,0.196259472,8.621926248,-52.359876,80.83303529,-10.10458428,-0.004954028,13.91336545,0.963725187,0.005707392
7.25,0.202516246,8.098327488,-52.359876,80.97215633,-10.10493057,-0.004334642,13.91114591,0.992692713,0.005892279
7.26,0.208773019,7.574728728,-52.359876,81.11125544,-10.10517757,-0.003693256,13.90893426,1.020307682,0.006076135
7.27,0.215029793,7.051129968,-52.359876,81.25033262,-10.10532254,-0.003030155,13.90673065,1.04708554,0.006257907
7.28,0.221286566,6.527531208,-52.359876,81.38938788,-10.10536284,-0.002345707,13.90453524,1.073341336,0.006436526
7.29,0.22754334,6.003932448,-52.359876,81.52842122,-10.10529588,-0.001640347,13.90234814,1.09931801,0.006610978
7.3,0.233588943,5.508893377,-42.20473641,81.66743264,-10.1051191,-0.000914552,13.90016946,1.125101965,0.006780388
7.31,0.239634546,5.114898302,-40.33965291,81.80642215,-10.10482994,-0.000168826,13.89799929,1.150745116,0.006944116
7.32,0.245680149,4.824764694,-17.73033779,81.94538971,-10.10442588,0.000596326,13.89583769,1.176806389,0.007101879
7.33,0.251725752,4.722102693,5.685163675,82.08433531,-10.10390433,0.001380431,13.89368455,1.20334891,0.007253771
7.34,0.257771355,4.757025957,-12.48062229,82.22325893,-10.10326266,0.00218309,13.89153972,1.23067336,0.007400411
7.35,0.263816958,4.871715499,25.76173755,82.36216053,-10.10249813,0.003004,13.88940317,1.259026077,0.007542801
7.36,0.269862561,5.146089334,26.97432342,82.50104006,-10.10160794,0.003842972,13.8872746,1.287991139,0.007682248
7.37,0.275908164,5.505236919,48.36008951,82.63989747,-10.10058918,0.004699936,13.8851539,1.317924275,0.007820372
7.38,0.281953767,5.857934692,36.40573427,82.77873268,-10.09943885,0.005574946,13.88304085,1.34816745,0.007958898
