time,x,y,yaw,carv,ang,vel,acc,devDist,devAng,alHori,roll,rl,rr,fl,fr
13.88888888888889,-3.7099269811612706e-07,0.00017486455797018703,-0.0014950710010810963,0.0017941988845877163,-0.0012790444320266955,-0.001682486301213322,-6.267319427088085e-06,3.008317513698782,-6.4373340686765655e-06,5.998317513698778,-6.606219044872431e-06,8.998317513698774,-6.7756688537646045e-06,11.99831751369877,-6.9451186626567774e-06
13.88179617584982,-0.00011352474851222135,-0.0006015598525559203,-0.0007164172592224862,0.0017873940443290741,-0.0012773665904151747,-0.0005440260133466907,-5.627730515234003e-06,2.9994559739663673,-1.6660353840462715e-05,6.009455973946012,-2.7729752576775514e-05,9.009455973925725,-3.8762375902004225e-05,12.009455973905439,-4.979499922723293e-05
13.858899943501948,-0.0006263684258058679,-0.0021726956814077276,0.0009437086626706465,0.001751129950678102,-0.001274303090699608,0.0007537647409293915,-4.057917993600752e-06,3.0007537645029494,-4.1845222496130146e-05,6.000753764264969,-7.963252699865953e-05,9.000753764026989,-0.00011741983150118893,12.000753763789008,-0.00015520713600371833
13.829169952123594,-0.001592176904382702,-0.0029233677286061278,0.001845069827285882,0.0017097772567506065,-0.0013193876408387254,0.0023259924230300266,-2.1147353799516144e-06,3.0023259913905136,-8.082370969613534e-05,6.002325990357996,-0.00015953268401231908,9.00232598932548,-0.0002382416583285028,12.002325988292963,-0.0003169506326446865
13.798209196074612,-0.0027165398589293534,-0.0032044512488291934,0.002201886227842302,0.0016682197598245063,-0.0013944922725438887,0.004204360623365776,-3.035970107590645e-07,3.0042043577141078,-0.00013242305066725634,6.01420435479515,-0.0002649829025026085,9.014204351885892,-0.00039710235615910566,12.014204348976634,-0.0005292218098156029
13.767327949543475,-0.0035626922710692683,-0.0033033115041555213,0.0023193087214493685,0.001651152752271764,-0.0014695890425378908,-0.003607657493070949,1.6654864224536315e-06,2.996392336076154,-0.00019476427259007328,5.996392329645379,-0.00039119403160260024,8.996392323214604,-0.0005876237906151271,11.99639231678383,-0.000784053549627654
13.737031724523913,-0.003759456813227437,-0.0033396777379553267,0.0023501243103560324,0.0016832049397753918,-0.001512105050288063,-0.0011136268019832076,2.4692224266957256e-06,2.9988863610324303,-0.00026770390307247725,5.998886348866845,-0.0005378770285716503,8.99888633670126,-0.0008080501540708233,11.998886324535674,-0.0010782232795699962
13.707723095826148,-0.003699686973713938,-0.0033457047540744883,0.0023120033549529455,0.001740542783951044,-0.0015419645842417132,0.0016781811351656692,2.307676123071214e-06,3.001678160500545,-0.0003495555429512786,6.011678139797141,-0.0007025916394225428,9.01167811916252,-0.0010544548584968925,12.011678098527899,-0.0014063180775712423
13.67964920888121,-0.0036514465198949934,-0.003339894576438138,0.0022309565557905326,0.001794992125616301,-0.0015883513854788487,0.004756531256013754,9.442658785168926e-07,3.0047564989711733,-0.0004391796281217514,6.004756466686333,-0.0008793035221220196,9.004756434401493,-0.0013194274161222879,12.004756402116653,-0.0017595513101225561
13.652970566451343,-0.003527614469101518,-0.003322260911627437,0.002129163186025983,0.0018641991818792438,-0.0016287086397858068,-0.0018919772732028343,-4.3567527515709116e-08,2.9981079752384656,-0.0005338319023876447,5.998107927750135,-0.0010676202372477738,8.998107880261804,-0.0016014085721079024,11.998107832773472,-0.002135196906968031
