time,x,y,yaw,carv,ang,vel,acc,devDist,devAng,alHori,roll,rl,rr,fl,fr
0.0,2.1976004311968524,-10.000002547881891,-6.981261086940176e-10,0.0,0.0,0.0,0.0,0.0,4.442070887933079e-06,-0.0027512735922541245,0.0027447785613684134,-0.0011559973953865232,0.001174074825369785,0.0,0.0
0.01,2.197592563683023,-10.00000226740419,-5.0944429654881634e-08,0.0016222272398661126,-2.524717679846584e-10,-4.886577534365496e-08,-6.237355390917811e-06,-0.0011282659869589718,4.903391342748554e-06,-0.0027244353401863477,0.0027178466698064337,-0.0010007104908816885,0.0010191727309796907,7.0439366635443225e-15,7.0439366635443225e-15
0.02,2.197574299167382,-10.000001457334756,-1.7745072737756997e-07,0.002895750694898152,-7.212518581137668e-10,-2.654681576621991e-08,7.789427074514e-06,-0.0005551795155553122,6.1963035621004415e-06,-0.002706453091650789,0.0027000099421926565,-0.0009351846258079209,0.0009539414300831109,5.671051681326649e-14,5.671051681326649e-14
0.03,2.1975461851616718,-10.00000013393932,-3.7425105521035414e-07,0.004130639441099289,-2.2832923919321715e-10,1.0865387969129669e-07,1.5555331288315837e-05,-2.18808931951699e-05,8.27293610558877e-06,-0.002694583205158388,0.002688181483299202,-0.0009109047120193424,0.0009298525628161655,5.46353594127302e-14,5.46353594127302e-14
0.04,2.1975085240871883,-9.999998344635566,-6.443015364673095e-07,0.005443833025815073,1.7534220822214153e-09,2.55373815529663e-07,1.3966124227707266e-05,0.0008046654900981777,1.090282452506899e-05,-0.002687497360259108,0.002681108986823596,-0.0009020841528780516,0.0009211595520731697,-2.0190147759449513e-13,-2.0190147759449513e-13
0.05,2.197461281266689,-9.999996166497057,-9.916769501119428e-07,0.006864921709223382,5.110566203626613e-09,3.8728950230069714e-07,1.2578333225241282e-05,0.0017817086007978259,1.3761465777329003e-05,-0.002683713305957888,0.00267727129042277,-0.000898804197151251,0.0009179598201433993,-8.918330240024016e-13,-8.918330240024016e-13
0.06,2.1974043168438224,-9.99999370801562,-1.4097475069837138e-06,0.008337485358612949,9.770311309902016e-09,5.220408633359564e-07,1.4463794993815308e-05,0.0026120283788700566,1.6508640862509932e-05,-0.0026812974488809316,0.0026747217273926445,-0.0008960933274768088,0.0009152595010972059,-2.1880249879325915e-12,-2.1880249879325915e-12
0.07,2.197337751755515,-9.999991092696563,-1.8810727986145543e-06,0.009764332807054297,1.5780397367725772e-08,6.468713519070778e-07,1.043037720926955e-05,0.003257851157022071,1.8850541556396564e-05,-0.002678440374541218,0.0026716539638109707,-0.0008920256474398742,0.0009111898141237661,-4.268770411202371e-12,-4.268770411202371e-12
0.08,2.1972619124368897,-9.999988442681241,-2.390847135264336e-06,0.011079257893342583,2.275784162532697e-08,7.263381287433407e-07,6.406515952348439e-06,0.003753037195105853,2.056924903047933e-05,-0.002674298820308757,0.0026672275884824705,-0.0008867780216123161,0.0009059423662504225,-7.144185190187172e-12,-7.144185190187172e-12
0.09,2.1971771981245407,-9.999985866480468,-2.925265145550055e-06,0.01224893240591265,3.0341069787218444e-08,7.775104536803681e-07,4.556752994086763e-06,0.004046609135336009,2.1536465846858266e-05,-0.002668674612148958,0.0026612540140876374,-0.0008809849755696827,0.0009001481454200001,-1.0696805012900691e-11,-1.0696805012900691e-11
0.1,2.1970840775313976,-9.99998345025252,-3.4686489794725915e-06,0.013268001106516459,3.83822204883311e-08,8.22114201148307e-07,4.587586100043687e-06,0.00411140967259771,2.1706219092844224e-05,-0.0026618054125568213,0.0026539956693659265,-0.0008752177920860203,0.0008943736360074002,-1.4814349432847948e-11,-1.4814349432847948e-11
0.11,2.196983076140639,-9.999981252479321,-4.002583153629326e-06,0.014148004666136138,4.690040389345498e-08,8.727869133703189e-07,5.4214804672740584e-06,0.003946204769801751,2.1101379208936706e-05,-0.002654121291772949,0.0026459158592098686,-0.0008698542049314424,0.0008889959787494436,-1.9443010739938085e-11,-1.9443010739938085e-11
0.12,2.196874745376961,-9.999979301938708,-4.50673809872531e-06,0.014905420415348872,5.2040487044856093e-08,3.393713079957795e-07,-2.2663920544202392e-05,0.0035717128258198694,1.9801513617846176e-05,-0.0026460250042330026,0.0026374457242534332,-0.0008650878971176755,0.0008842124221730888,-2.3324658081443554e-11,-2.3324658081443554e-11
0.13,2.1967596893762433,-9.999977598700902,-4.960750563583425e-06,0.015529361001088576,5.873410142753364e-08,8.666684340513431e-07,3.744769118745862e-05,0.0026236413941752687,1.7932002323413486e-05,-0.0026369318075849624,0.0026280071838912585,-0.0008610232228585215,0.0008801356477774286,-2.7010607637631707e-11,-2.7010607637631707e-11
0.14,2.1966410923858795,-9.99997611501991,-5.34886286327068e-06,0.015691127213551696,6.958988679579678e-08,1.1988998961632731e-06,1.9395339545516842e-05,0.0009431252520021811,1.565748572412045e-05,-0.0026059489597689946,0.002596681632559211,-0.0008592333421209276,0.0008783408977968023,-3.2294210016406074e-11,-3.2294210016406074e-11
0.15,2.1965266658336744,-9.999974792824151,-5.666978808999785e-06,0.015231149308772255,8.174803718993717e-08,1.1894872788923975e-06,-1.2180909052711123e-05,-0.0008798158606602125,1.317582485859192e-05,-0.002547890278541,0.002538403482386193,-0.0008626192001729239,0.0008817188825887508,-3.718169520971604e-11,-3.718169520971604e-11
