time,ang,vel,acc,x,y,yaw,carv,alHori,roll
1,0,0.021287952,0.032034266,3.21437412,-9.999924948,-8.36E-05,2.977836535,-0.00041278,1.27E-05
1.01,0,0.021578533,0.025076049,3.244449163,-9.999924201,-8.56E-05,3.031878401,-0.000442022,1.27E-05
1.02,0,0.021250136,-0.096367791,3.275066021,-9.999923485,-8.76E-05,3.086148625,-0.000535361,1.26E-05
1.03,0,0.019361634,-0.207141165,3.306226186,-9.999922808,-8.96E-05,3.140512988,-0.000680386,1.25E-05
1.04,0,0.017567437,-0.164688041,3.337930224,-9.999922187,-9.16E-05,3.194911209,-0.000844571,1.23E-05
1.05,0,0.016458744,-0.074229114,3.370178324,-9.999921637,-9.36E-05,3.249319807,-0.000985861,1.21E-05
1.06,0,0.016311223,0.022594581,3.402970539,-9.999921175,-9.56E-05,3.303730367,-0.001081715,1.18E-05
1.07,0,0.016954364,0.086882511,3.436306871,-9.999920814,-9.76E-05,3.35814062,-0.001124297,1.14E-05
1.08,0,0.017978599,0.106961967,3.470187317,-9.999920559,-9.97E-05,3.412550445,-0.001118448,1.10E-05
1.09,0,0.019015185,0.100384579,3.504611875,-9.999920413,-0.000101677,3.466960071,-0.001077319,1.05E-05
1.1,0,0.019938805,0.087023109,3.539580541,-9.999920373,-0.000103679,3.521369429,-0.00101643,9.92E-06
1.11,0,0.020738832,0.075699332,3.575093312,-9.999920436,-0.000105669,3.575778118,-0.000949041,9.38E-06
1.12,0,0.021443228,0.067184787,3.611150176,-9.999920596,-0.000107649,3.6301856,-0.000885089,8.85E-06
1.13,0,0.022216892,0.086116643,3.64775112,-9.999920849,-0.000109618,3.684591407,-0.000832266,8.36E-06
1.14,0,0.023018423,0.075402946,3.684896123,-9.99992119,-0.00011158,3.73899524,-0.000791085,7.92E-06
1.15,0,0.02372548,0.066539884,3.722585164,-9.999921617,-0.000113538,3.793396966,-0.000764616,7.54E-06
1.16,0,0.024317788,0.051825553,3.760818221,-9.999922127,-0.000115494,3.847796558,-0.000753416,7.22E-06
1.17,0,0.02478724,0.047354867,3.799595272,-9.999922721,-0.000117452,3.902194027,-0.00075714,6.96E-06
1.18,0,0.025270636,0.048895069,3.838916296,-9.999923399,-0.000119416,3.956589375,-0.000773715,6.75E-06
1.19,0,0.025757538,0.048150709,3.87878127,-9.999924164,-0.00012139,4.010982587,-0.000798219,6.60E-06
1.2,0,0.026223848,0.045397786,3.919190172,-9.99992502,-0.000123375,4.06537364,-0.000826721,6.49E-06
1.21,0,0.026655463,0.041570372,3.96014298,-9.99992597,-0.000125374,4.119762518,-0.000856116,6.42E-06
1.22,0,0.027045469,0.03725043,4.001639671,-9.999927018,-0.00012739,4.174149229,-0.00088407,6.37E-06
1.23,0,0.027391405,0.032832975,4.043680224,-9.999928168,-0.000129423,4.228533808,-0.00090902,6.35E-06
1.24,0,0.027699113,0.029799085,4.086264616,-9.999929424,-0.000131476,4.28291633,-0.000930184,6.33E-06
1.25,0,0.027975112,0.025726888,4.129392828,-9.999930788,-0.000133548,4.337296871,-0.000947304,6.33E-06
1.26,0,0.028208408,0.021897279,4.173064839,-9.999932265,-0.000135641,4.391675473,-0.000960276,6.33E-06
1.27,0,0.028412781,0.019684536,4.21728063,-9.999933855,-0.000137755,4.446052212,-0.000970082,6.33E-06
1.28,0,0.028603711,0.018857822,4.262040183,-9.999935561,-0.000139889,4.500427184,-0.000977866,6.33E-06
1.29,0,0.028792774,0.019064764,4.30734348,-9.999937386,-0.000142045,4.554800495,-0.000984979,6.32E-06
1.3,0,0.028989767,0.020270255,4.353190504,-9.99993933,-0.000144221,4.60917225,-0.000993315,6.31E-06
1.31,0,0.02920697,0.022948328,4.39958124,-9.999941396,-0.00014642,4.663542549,-0.001006136,6.30E-06
1.32,0,0.02947848,0.030489886,4.446515675,-9.999943584,-0.00014864,4.717911482,-0.0010309,6.28E-06
1.33,0,0.030846216,0.34527848,4.49399375,-9.999945897,-0.000150882,4.77226027,-0.0018761,6.26E-06
1.34,0,0.034865818,0.285366523,4.542015087,-9.999948337,-0.000153144,4.826578049,-0.002409262,6.23E-06
1.35,0,0.036826296,0.113854934,4.590579594,-9.999950904,-0.000155426,4.880894144,-0.002669982,6.20E-06
1.36,0,0.03634234,-0.151026278,4.639687258,-9.999953598,-0.000157724,4.935209433,-0.002511887,6.17E-06
1.37,0,0.033701274,-0.316326984,4.689338075,-9.999956417,-0.000160039,4.989524402,-0.002036969,6.15E-06
1.38,0,0.030506687,-0.292642893,4.739532042,-9.999959363,-0.00016237,5.04383926,-0.001543439,6.14E-06
1.39,0,0.028631049,-0.108724684,4.790269158,-9.999962441,-0.000164721,5.098154004,-0.001256188,6.12E-06
1.4,0,0.028647154,0.063751739,4.841549422,-9.999965657,-0.000167094,5.152468546,-0.001179402,6.09E-06
1.41,0,0.02978929,0.133688455,4.89337283,-9.999969018,-0.000169494,5.206782802,-0.001195704,6.04E-06
1.42,0,0.031102461,0.123010202,4.94573938,-9.99997253,-0.000171924,5.261096745,-0.00121948,5.97E-06
1.43,0,0.032122547,0.08759253,4.998649068,-9.999976197,-0.000174385,5.3154104,-0.001230772,5.88E-06
1.44,0,0.032810971,0.05777554,5.052101892,-9.999980023,-0.000176878,5.369723819,-0.001237142,5.76E-06
1.45,0,0.033263469,0.038055726,5.10609785,-9.999984012,-0.000179404,5.424037061,-0.001245605,5.62E-06
1.46,0,0.033562826,0.024732487,5.16063694,-9.999988164,-0.000181962,5.478350174,-0.001258531,5.47E-06
1.47,0,0.033733819,0.013611926,5.215719161,-9.999992485,-0.000184552,5.532663189,-0.001276464,5.31E-06
1.48,0,0.033857668,0.011796657,5.271344512,-9.999996976,-0.000187174,5.586976099,-0.001300331,5.15E-06
1.49,0,0.033975208,0.011804773,5.327512992,-10.00000164,-0.000189827,5.641288897,-0.001329179,4.98E-06
1.5,0,0.034097032,0.012541541,5.3842246,-10.00000648,-0.000192509,5.695601583,-0.001362091,4.80E-06
1.51,0,0.034230642,0.014003255,5.441479334,-10.00001151,-0.00019522,5.749914162,-0.001398387,4.62E-06
1.52,0,0.034382632,0.016063522,5.499277193,-10.00001672,-0.00019796,5.804226643,-0.001437358,4.44E-06
1.53,0,0.034557988,0.018628028,5.557618177,-10.00002213,-0.000200728,5.858539032,-0.001478243,4.25E-06
1.54,0,0.034763319,0.021658533,5.616502284,-10.00002774,-0.000203522,5.912851334,-0.001520302,4.06E-06
1.55,0,0.034993287,0.023916233,5.675929514,-10.00003355,-0.000206342,5.967163547,-0.001562706,3.86E-06
1.56,0,0.035246058,0.026186951,5.735899866,-10.00003957,-0.000209187,6.021475669,-0.001604907,3.65E-06
1.57,0,0.035521124,0.028358821,5.796413338,-10.0000458,-0.000212057,6.075787697,-0.001646415,3.44E-06
1.58,0,0.035816439,0.030270756,5.85746993,-10.00005226,-0.000214951,6.130099628,-0.00168686,3.22E-06
1.59,0,0.036128876,0.031845095,5.919069641,-10.00005894,-0.000217869,6.184411457,-0.001726012,2.99E-06
1.6,0,0.036454489,0.032836894,5.98121247,-10.00006585,-0.000220809,6.238723184,-0.001763769,2.76E-06
1.61,0,0.036781585,0.032925936,6.043898415,-10.000073,-0.000223773,6.293034805,-0.001800112,2.53E-06
1.62,0,0.037120423,0.034404182,6.107127476,-10.0000804,-0.000226758,6.34734632,-0.001835298,2.29E-06
1.63,0,0.037470583,0.035334521,6.170899652,-10.00008804,-0.000229765,6.401657726,-0.001869321,2.06E-06
1.64,0,0.037826706,0.035748093,6.235214941,-10.00009593,-0.000232794,6.455969024,-0.001902316,1.82E-06
1.65,0,0.03818503,0.035860969,6.300073342,-10.00010408,-0.000235844,6.510280211,-0.00193447,1.58E-06
1.66,0,0.038543446,0.035813609,6.365474855,-10.0001125,-0.000238916,6.564591287,-0.00196597,1.35E-06
1.67,0,0.038899234,0.035266919,6.431419477,-10.00012118,-0.000242009,6.618902253,-0.001996981,1.12E-06
1.68,0,0.039249239,0.035081168,6.497907209,-10.00013013,-0.000245123,6.67321311,-0.00202768,8.95E-07
1.69,0,0.03960163,0.035315501,6.564938049,-10.00013936,-0.000248258,6.727523857,-0.002058214,6.75E-07
1.7,0,0.039954935,0.035299929,6.632511995,-10.00014887,-0.000251415,6.781834499,-0.002088612,4.60E-07
1.71,0,0.040306736,0.035080246,6.700629048,-10.00015867,-0.000254594,6.836145036,-0.002118932,2.53E-07
1.72,0,0.040655662,0.034760389,6.769289205,-10.00016875,-0.000257794,6.890455472,-0.002149224,5.13E-08
1.73,0,0.041001141,0.034405188,6.838492466,-10.00017914,-0.000261016,6.944765809,-0.002179525,-1.43E-07
1.74,0,0.041356879,0.036177909,6.908238829,-10.00018982,-0.000264259,6.999076052,-0.002209898,-3.32E-07
1.75,0,0.041707522,0.034369585,6.978528295,-10.0002008,-0.000267525,7.053386205,-0.00224015,-5.13E-07
1.76,0,0.042042876,0.033043685,7.049360861,-10.0002121,-0.000270814,7.10769627,-0.002270439,-6.89E-07
1.77,0,0.042368953,0.032373706,7.120736528,-10.00022371,-0.000274125,7.162006255,-0.002300835,-8.60E-07
1.78,0,0.042690756,0.032086363,7.192655294,-10.00023564,-0.000277458,7.216316161,-0.002331346,-1.03E-06
1.79,0,0.043010884,0.031981104,7.265117159,-10.0002479,-0.000280815,7.270625996,-0.002361966,-1.19E-06
1.8,0,0.043331439,0.032310339,7.338122122,-10.00026048,-0.000284194,7.324935764,-0.002392459,-1.34E-06
1.81,0,0.043659462,0.032887458,7.411670181,-10.0002734,-0.000287597,7.379245472,-0.002423554,-1.50E-06
1.82,0,0.043985097,0.032295802,7.485761338,-10.00028665,-0.000291022,7.433555124,-0.002454325,-1.65E-06
1.83,0,0.044304265,0.031702423,7.560395591,-10.00030025,-0.000294472,7.487864721,-0.002485299,-1.80E-06
1.84,0,0.0446192,0.031395267,7.635572939,-10.0003142,-0.000297944,7.542174266,-0.002516516,-1.95E-06
1.85,0,0.044932686,0.031347181,7.711293383,-10.00032849,-0.000301441,7.596483766,-0.002547977,-2.09E-06
1.86,0,0.045245533,0.030843548,7.787556921,-10.00034315,-0.000304961,7.650793228,-0.00257967,-2.24E-06
1.87,0,0.045536745,0.028878899,7.864363554,-10.00035817,-0.000308504,7.705102658,-0.002611589,-2.39E-06
1.88,0,0.045840722,0.031173415,7.941713281,-10.00037356,-0.000312072,7.75941206,-0.002643956,-2.54E-06
1.89,0,0.046162494,0.032689565,8.019606101,-10.00038932,-0.000315663,7.81372144,-0.002676601,-2.69E-06
1.9,0,0.046493619,0.033318787,8.098042015,-10.00040546,-0.000319279,7.8680308,-0.002709504,-2.84E-06
1.91,0,0.046827981,0.033480473,8.177021023,-10.00042199,-0.000322918,7.922340144,-0.002742701,-3.00E-06
1.92,0,0.047162773,0.033469854,8.256543124,-10.0004389,-0.000326581,7.976649474,-0.002776249,-3.15E-06
1.93,0,0.0474955,0.033160524,8.336608318,-10.0004562,-0.000330268,8.030958795,-0.002810201,-3.31E-06
1.94,0,0.047828829,0.03343932,8.417216605,-10.00047391,-0.000333979,8.085268108,-0.002844623,-3.48E-06
1.95,0,0.048164748,0.033689495,8.498367986,-10.00049202,-0.000337714,8.139577416,-0.002879536,-3.65E-06
1.96,0,0.048502901,0.033899894,8.580062459,-10.00051054,-0.000341472,8.193886723,-0.002914957,-3.82E-06
1.97,0,0.048843169,0.034114785,8.662300025,-10.00052947,-0.000345255,8.248196029,-0.002950898,-3.99E-06
1.98,0,0.049185736,0.034355501,8.745080684,-10.00054883,-0.000349061,8.302505336,-0.002987367,-4.17E-06
1.99,0,0.049555373,0.03839333,8.828404436,-10.00056861,-0.000352891,8.356814647,-0.003024392,-4.35E-06
2,0,0.049925499,0.036189752,8.912271282,-10.00058883,-0.000356744,8.411123961,-0.003061752,-4.53E-06
2.01,0,0.050278275,0.034765646,8.99668122,-10.00060948,-0.000360621,8.465433281,-0.0030996,-4.72E-06
2.02,0,0.050622253,0.03417082,9.081634252,-10.00063058,-0.000364522,8.519742606,-0.003138,-4.91E-06
2.03,0,0.050965824,0.034465899,9.167130376,-10.00065212,-0.000368446,8.574051938,-0.003176958,-5.10E-06
2.04,0,0.051314551,0.035189789,9.253169594,-10.00067412,-0.000372393,8.628361275,-0.003216433,-5.30E-06
2.05,0,0.051657943,0.0340755,9.339751905,-10.00069659,-0.000376364,8.68267062,-0.003256355,-5.50E-06
