`,traj_tx,traj_ty,traj_tz
1139,834.2013516,-97.56034619,-1.41565823
1140,834.2250075,-97.72565152,-1.418198478
1141,834.2483386,-97.89100316,-1.420740479
1142,834.2713447,-98.05640018,-1.423284229
1143,834.2940253,-98.22183966,-1.425829692
1144,834.3163802,-98.38732059,-1.428376859
1145,834.3384095,-98.55284235,-1.430925732
1146,834.3601128,-98.71840431,-1.433476309
1147,834.3814902,-98.88400585,-1.436028588
1148,834.4025415,-99.04964637,-1.43858257
1149,834.4232667,-99.21532523,-1.441138253
1150,834.4436655,-99.38104183,-1.443695637
1151,834.4637379,-99.54679587,-1.446254721
1152,834.4834842,-99.71258901,-1.448815505
1153,834.5029043,-99.87842105,-1.451377986
1154,834.5219982,-100.0442914,-1.453942166
1155,834.540766,-100.2101993,-1.456508042
1156,834.5592075,-100.3761443,-1.459075614
1157,834.5773228,-100.5421257,-1.461644882
1158,834.5951118,-100.7081428,-1.464215845
1159,834.6125745,-100.8741951,-1.466788502
1160,834.6297109,-101.0402819,-1.469362852
1161,834.6465209,-101.2064026,-1.471938894
1162,834.6630046,-101.3725565,-1.474516629
1163,834.6791619,-101.5387431,-1.477096055
1164,834.6949928,-101.7049617,-1.479677171
1165,834.7104973,-101.8712117,-1.482259977
1166,834.7256753,-102.0374924,-1.484844472
1167,834.7405268,-102.2038033,-1.487430656
1168,834.7550517,-102.3701436,-1.490018527
1169,834.7692501,-102.5365129,-1.492608085
1170,834.783122,-102.7029104,-1.495199329
1171,834.7966672,-102.8693355,-1.497792259
1172,834.8098859,-103.0357876,-1.500386874
1173,834.8227778,-103.2022661,-1.502983173
1174,834.8353431,-103.3687704,-1.505581155
1175,834.8475817,-103.5352998,-1.508180821
1176,834.8594935,-103.7018536,-1.510782169
1177,834.8710786,-103.8684314,-1.513385198
1178,834.8823369,-104.0350324,-1.515989908
1179,834.8932684,-104.201656,-1.518596298
1180,834.903873,-104.3683016,-1.521204368
1181,834.9141507,-104.5349685,-1.523814117
1182,834.9241016,-104.7016563,-1.526425544
1183,834.9337254,-104.8683641,-1.529038649
1184,834.9430224,-105.0350914,-1.531653431
1185,834.9519923,-105.2018376,-1.534269889
1186,834.9606352,-105.3686021,-1.536888023
1187,834.968951,-105.5353841,-1.539507831
1188,834.9769398,-105.7021832,-1.542129315
1189,834.9846014,-105.8689986,-1.544752472
1190,834.9919359,-106.0358298,-1.547377302
1191,834.9989433,-106.2026761,-1.550003805
1192,835.0056234,-106.3695368,-1.552631979
1193,835.0119762,-106.5364115,-1.555261825
1194,835.0180018,-106.7032993,-1.557893342
1195,835.0237001,-106.8701998,-1.560526528
1196,835.029071,-107.0371123,-1.563161384
1197,835.0341146,-107.2040361,-1.565797909
1198,835.0388308,-107.3709706,-1.568436101
1199,835.0432195,-107.5379153,-1.571075961
1200,835.0472808,-107.7048694,-1.573717488
1201,835.0510145,-107.8718324,-1.576360681
1202,835.0544208,-108.0388036,-1.57900554
1203,835.0574994,-108.2057824,-1.581652063
1204,835.0602505,-108.3727681,-1.584300251
1205,835.0626739,-108.5397602,-1.586950102
1206,835.0647697,-108.706758,-1.589601616
1207,835.0665377,-108.8737608,-1.592254792
1208,835.067978,-109.0407681,-1.59490963
1209,835.0690905,-109.2077792,-1.597566129
1210,835.0698752,-109.3747935,-1.600224288
1211,835.0703321,-109.5418104,-1.602884107
1212,835.0704611,-109.7088291,-1.605545585
1213,835.0702622,-109.8758492,-1.608208721
1214,835.0697353,-110.0428699,-1.610873515
1215,835.0688805,-110.2098907,-1.613539965
1216,835.0676976,-110.3769108,-1.616208072
1217,835.0661866,-110.5439297,-1.618877834
1218,835.0643476,-110.7109467,-1.621549251
1219,835.0621804,-110.8779612,-1.624222323
1220,835.0596851,-111.0449726,-1.626897048
1221,835.0568616,-111.2119802,-1.629573425
1222,835.0537098,-111.3789834,-1.632251455
1223,835.0502297,-111.5459815,-1.634931135
1224,835.0464213,-111.7129737,-1.637612463
1225,835.0422847,-111.8799571,-1.6402954
1226,835.0378197,-112.0469304,-1.642979937
1227,835.0330264,-112.2138932,-1.645666073
1228,835.0279048,-112.3808446,-1.648353807
1229,835.0224548,-112.5477841,-1.651043139
1230,835.0166765,-112.7147111,-1.653734068
1231,835.0105698,-112.8816249,-1.656426593
1232,835.0041346,-113.0485249,-1.659120714
1233,834.997371,-113.2154107,-1.661816429
1234,834.9902789,-113.3822839,-1.664513738
1235,834.9828583,-113.5491445,-1.66721264
1236,834.9751093,-113.7159918,-1.669913134
1237,834.9670319,-113.8828252,-1.67261522
1238,834.9586263,-114.0496441,-1.675318897
1239,834.9498926,-114.2164478,-1.678024165
1240,834.9408306,-114.3832358,-1.680731021
1241,834.9314407,-114.5500073,-1.683439467
1242,834.9217227,-114.7167619,-1.686149501
1243,834.9116768,-114.8834987,-1.688861122
1244,834.9013031,-115.0502173,-1.691574329
1245,834.8906016,-115.2169169,-1.694289123
1246,834.8795724,-115.3835971,-1.697005503
1247,834.8682155,-115.550257,-1.699723466
1248,834.8565311,-115.7168962,-1.702443014
1249,834.8445192,-115.8835139,-1.705164145
1250,834.8321798,-116.0501095,-1.707886859
1251,834.8195131,-116.2166825,-1.710611154
1252,834.806519,-116.3832322,-1.713337031
1253,834.7931978,-116.5497579,-1.716064488
1254,834.7795493,-116.7162591,-1.718793525
1255,834.7655738,-116.8827351,-1.721524141
1256,834.7512712,-117.0491852,-1.724256335
1257,834.7366417,-117.2156089,-1.726990108
1258,834.7216852,-117.3820056,-1.729725457
1259,834.7064019,-117.5483745,-1.732462383
1260,834.6907919,-117.7147151,-1.735200885
1261,834.6748551,-117.8810267,-1.737940962
1262,834.6585918,-118.0473087,-1.740682614
1263,834.6420018,-118.2135606,-1.743425839
1264,834.6250853,-118.3797816,-1.746170638
1265,834.6078424,-118.5459711,-1.74891701
1266,834.5902732,-118.7121285,-1.751664953
1267,834.5723776,-118.8782532,-1.754414468
1268,834.5541557,-119.0443445,-1.757165553
1269,834.5356077,-119.2104018,-1.759918209
1270,834.5167336,-119.3764246,-1.762672433
1271,834.4975334,-119.5424121,-1.765428227
1272,834.4780073,-119.7083637,-1.768185589
1273,834.4581552,-119.8742788,-1.770944519
1274,834.4379772,-120.0401568,-1.773705015
1275,834.4174735,-120.2059971,-1.776467078
1276,834.396644,-120.371799,-1.779230707
1277,834.3754888,-120.5375618,-1.7819959
1278,834.3540081,-120.703285,-1.784762658
1279,834.3322018,-120.868968,-1.78753098
1280,834.31007,-121.0346101,-1.790300866
1281,834.2876127,-121.2002106,-1.793072314
1282,834.2648302,-121.365769,-1.795845323
1283,834.2417223,-121.5312845,-1.798619895
1284,834.2182892,-121.6967567,-1.801396027
1285,834.1945309,-121.8621848,-1.804173719
1286,834.1704476,-122.0275683,-1.80695297
1287,834.1460391,-122.1929064,-1.809733781
1288,834.1213057,-122.3581986,-1.81251615
1289,834.0962474,-122.5234442,-1.815300076
1290,834.0708641,-122.6886426,-1.81808556
1291,834.0451561,-122.8537932,-1.820872599
1292,834.0191234,-123.0188953,-1.823661195
1293,833.9927659,-123.1839483,-1.826451346
1294,833.9660839,-123.3489516,-1.829243051
1295,833.9390773,-123.5139045,-1.83203631
1296,833.9117461,-123.6788064,-1.834831122
1297,833.8840906,-123.8436567,-1.837627487
1298,833.8561106,-124.0084547,-1.840425403
1299,833.8278064,-124.1731998,-1.843224871
1300,833.7991779,-124.3378914,-1.846025889
1301,833.7702251,-124.5025288,-1.848828457
1302,833.7409483,-124.6671114,-1.851632575
1303,833.7113473,-124.8316385,-1.85443824
1304,833.6814224,-124.9961095,-1.857245454
1305,833.6511735,-125.1605238,-1.860054215
1306,833.6206007,-125.3248805,-1.862864518
1307,833.5897046,-125.4891768,-1.865676325
1308,833.5584852,-125.6534114,-1.868489626
1309,833.5269428,-125.8175837,-1.871304419
1310,833.4950773,-125.9816931,-1.874120703
1311,833.4628888,-126.145739,-1.876938479
1312,833.4303775,-126.3097206,-1.879757745
1313,833.3975433,-126.4736374,-1.8825785
1314,833.3643864,-126.6374888,-1.885400744
1315,833.3309069,-126.8012742,-1.888224475
1316,833.2971043,-126.9649954,-1.891049694
1317,833.2629786,-127.1286522,-1.893876399
1318,833.2285302,-127.2922441,-1.89670459
1319,833.1937591,-127.4557704,-1.899534265
1320,833.1586655,-127.6192305,-1.902365425
1321,833.1232496,-127.7826238,-1.905198067
1322,833.0875115,-127.9459498,-1.908032193
1323,833.0514514,-128.1092076,-1.9108678
1324,833.0150695,-128.2723969,-1.913704889
1325,832.9783659,-128.4355168,-1.916543457
1326,832.9413408,-128.5985669,-1.919383506
1327,832.9039944,-128.7615465,-1.922225033
1328,832.8663268,-128.924455,-1.925068039
1329,832.8283382,-129.0872917,-1.927912522
1330,832.7900288,-129.2500561,-1.930758481
1331,832.7513986,-129.4127475,-1.933605917
1332,832.712448,-129.5753653,-1.936454828
1333,832.673177,-129.7379089,-1.939305213
1334,832.6335859,-129.9003777,-1.942157071
1335,832.5936747,-130.062771,-1.945010403
1336,832.5534436,-130.2250883,-1.947865207
1337,832.5128929,-130.3873289,-1.950721482
1338,832.4720226,-130.5494921,-1.953579229
1339,832.430833,-130.7115775,-1.956438445
1340,832.3893242,-130.8735843,-1.95929913
1341,832.3474964,-131.0355119,-1.962161284
1342,832.3053496,-131.1973597,-1.965024905
1343,832.2628842,-131.3591272,-1.967889994
1344,832.2201002,-131.5208136,-1.970756549
1345,832.1769979,-131.6824183,-1.973624569
1346,832.1335773,-131.8439408,-1.976494054
1347,832.0898387,-132.0053804,-1.979365003
1348,832.0457822,-132.1667365,-1.982237416
1349,832.001408,-132.3280085,-1.985111291
1350,831.9567162,-132.4891957,-1.987986627
1351,831.9117071,-132.6502975,-1.990863426
1352,831.8663806,-132.8113134,-1.993741684
1353,831.8207371,-132.9722426,-1.996621402
1354,831.7747767,-133.1330846,-1.99950258
1355,831.7284996,-133.2938388,-2.002385216
1356,831.6819058,-133.4545045,-2.00526931
1357,831.6349957,-133.6150811,-2.008154861
1358,831.5877692,-133.775568,-2.011041868
1359,831.5402267,-133.9359646,-2.013930331
1360,831.4923682,-134.0962702,-2.01682025
1361,831.4441939,-134.2564843,-2.019711623
1362,831.395704,-134.4166063,-2.02260445
1363,831.3468987,-134.5766354,-2.02549873
1364,831.297778,-134.7365711,-2.028394464
1365,831.2483422,-134.8964128,-2.031291649
1366,831.1985914,-135.0561599,-2.034190285
1367,831.1485258,-135.2158117,-2.037090373
1368,831.0981455,-135.3753676,-2.039991911
1369,831.0474508,-135.534827,-2.042894898
1370,830.9964416,-135.6941893,-2.045799334
1371,830.9451183,-135.8534538,-2.048705219
1372,830.893481,-136.01262,-2.051612552
1373,830.8415298,-136.1716872,-2.054521332
1374,830.7892649,-136.3306549,-2.057431558
1375,830.7366864,-136.4895223,-2.060343231
1376,830.6837945,-136.6482889,-2.063256349
1377,830.6305894,-136.8069541,-2.066170912
1378,830.5770713,-136.9655172,-2.069086919
1379,830.5232402,-137.1239777,-2.072004371
1380,830.4690963,-137.2823348,-2.074923265
1381,830.4146398,-137.4405881,-2.077843603
1382,830.3598709,-137.5987368,-2.080765383
1383,830.3047896,-137.7567804,-2.083688605
1384,830.2493963,-137.9147183,-2.086613268
1385,830.1936909,-138.0725498,-2.089539372
1386,830.1376737,-138.2302743,-2.092466916
1387,830.0813448,-138.3878912,-2.095395901
1388,830.0247045,-138.5453997,-2.09832632
1389,829.9677537,-138.7027969,-2.101258132
1390,829.9104928,-138.8600818,-2.104191328
1391,829.8529218,-139.0172537,-2.107125909
1392,829.7950411,-139.1743122,-2.110061874
1393,829.7368507,-139.3312565,-2.112999222
1394,829.6783508,-139.4880861,-2.115937953
1395,829.6195417,-139.6448003,-2.118878067
1396,829.5604233,-139.8013987,-2.121819562
1397,829.5009959,-139.9578807,-2.124762438
1398,829.4412588,-140.1142481,-2.127706695
1399,829.3812121,-140.2705007,-2.130652333
1400,829.3208561,-140.4266378,-2.133599351
1401,829.2601909,-140.582659,-2.136547748
1402,829.1992169,-140.7385637,-2.139497523
1403,829.1379344,-140.8943512,-2.142448678
1404,829.0763434,-141.050021,-2.14540121
1405,829.0144444,-141.2055725,-2.148355121
1406,828.9522376,-141.3610052,-2.151310408
1407,828.8897232,-141.5163184,-2.154267071
1408,828.8269015,-141.6715117,-2.157225111
1409,828.7637727,-141.8265844,-2.160184527
1410,828.7003371,-141.9815359,-2.163145317
1411,828.6365949,-142.1363657,-2.166107481
1412,828.5725464,-142.2910731,-2.169071019
1413,828.5081919,-142.4456576,-2.172035931
1414,828.4435316,-142.6001186,-2.175002214
1415,828.3785657,-142.7544555,-2.177969869
1416,828.3132946,-142.9086677,-2.180938895
1417,828.2477185,-143.0627546,-2.18390929
1418,828.1818376,-143.2167156,-2.186881055
1419,828.1156523,-143.3705501,-2.189854187
1420,828.0491627,-143.5242576,-2.192828686
1421,827.9823691,-143.6778373,-2.195804552
1422,827.9152719,-143.8312886,-2.198781782
1423,827.8478712,-143.9846111,-2.201760375
1424,827.7801674,-144.1378039,-2.204740331
1425,827.7121608,-144.2908666,-2.207721648
1426,827.6438515,-144.4437985,-2.210704323
1427,827.5752399,-144.5965989,-2.213688357
1428,827.5063262,-144.7492672,-2.216673747
1429,827.4371108,-144.9018028,-2.219660491
1430,827.3675939,-145.0542049,-2.222648587
1431,827.2977759,-145.206473,-2.225638033
1432,827.2276569,-145.3586064,-2.228628827
1433,827.1572374,-145.5106043,-2.231620966
1434,827.0865176,-145.6624662,-2.234614449
1435,827.0154978,-145.8141913,-2.237609272
1436,826.9441784,-145.965779,-2.240605435
1437,826.8725595,-146.1172286,-2.243602933
1438,826.8006415,-146.2685394,-2.246601766
1439,826.7284248,-146.4197108,-2.249601929
1440,826.6559096,-146.570742,-2.25260342
1441,826.5830963,-146.7216323,-2.255606236
1442,826.5099853,-146.8723809,-2.258610372
1443,826.4365767,-147.0229871,-2.261615825
1444,826.3628711,-147.1734503,-2.264622591
1445,826.2888688,-147.3237695,-2.267630666
1446,826.21457,-147.473944,-2.270640045
1447,826.1399752,-147.6239732,-2.273650725
1448,826.0650847,-147.7738561,-2.2766627
1449,825.9898989,-147.923592,-2.279675966
1450,825.9144183,-148.0731802,-2.282690518
1451,825.8386431,-148.2226196,-2.285706349
1452,825.7625738,-148.3719097,-2.288723455
1453,825.6862107,-148.5210495,-2.29174183
1454,825.6095544,-148.6700381,-2.294761467
1455,825.5326051,-148.8188748,-2.29778236
1456,825.4553634,-148.9675586,-2.300804504
1457,825.3778297,-149.1160888,-2.303827891
1458,825.3000043,-149.2644643,-2.306852513
1459,825.2218879,-149.4126843,-2.309878365
1460,825.1434807,-149.5607479,-2.312905437
1461,825.0647834,-149.7086542,-2.315933724
1462,824.9857963,-149.8564023,-2.318963216
1463,824.9065199,-150.0039913,-2.321993906
1464,824.8269548,-150.1514202,-2.325025787
1465,824.7471013,-150.2986881,-2.328058849
1466,824.6669601,-150.445794,-2.331093085
1467,824.5865316,-150.5927371,-2.334128485
1468,824.5058164,-150.7395163,-2.337165041
1469,824.4248149,-150.8861306,-2.340202742
1470,824.3463195,-151.0275606,-2.343137369
1471,824.269131,-151.1660202,-2.346014512
1472,824.1916788,-151.304345,-2.348892977
1473,824.1139629,-151.4425349,-2.351772775
1474,824.0359831,-151.5805901,-2.354653917
1475,823.9577394,-151.7185103,-2.35753641
1476,823.879232,-151.856295,-2.360420254
1477,823.800461,-151.9939435,-2.363305447
1478,823.7214269,-152.1314552,-2.366191981
1479,823.6414372,-152.2700355,-2.369079852
1480,823.5574157,-152.415385,-2.371969054
1481,823.4733873,-152.5607463,-2.37485958
1482,823.3893521,-152.706119,-2.377751426
1483,823.3053103,-152.8515032,-2.380644587
1484,823.2212619,-152.9968985,-2.383539059
1485,823.1372071,-153.1423049,-2.386434838
1486,823.0531459,-153.2877221,-2.389331919
1487,822.9690785,-153.43315,-2.392230298
1488,822.8850049,-153.5785884,-2.395129969
1489,822.8009257,-153.7240364,-2.398030913
1490,822.7168417,-153.8694926,-2.400933102
1491,822.6327536,-154.0149556,-2.403836507
1492,822.5486621,-154.1604243,-2.406741106
1493,822.4645676,-154.3058982,-2.409646885
1494,822.3804702,-154.451377,-2.412553837
1495,822.2963699,-154.5968606,-2.415461962
1496,822.2122666,-154.7423493,-2.41837126
1497,822.1281603,-154.8878429,-2.421281731
1498,822.044051,-155.0333416,-2.424193374
1499,821.9599387,-155.1788455,-2.427106191
1500,821.8758232,-155.3243546,-2.430020181
1501,821.7917046,-155.469869,-2.432935345
1502,821.7075828,-155.6153888,-2.435851683
1503,821.6234577,-155.7609142,-2.438769198
1504,821.5393292,-155.9064453,-2.441687891
1505,821.4551973,-156.0519822,-2.444607762
1506,821.3710618,-156.197525,-2.447528813
1507,821.2869229,-156.3430738,-2.450451045
1508,821.2027803,-156.4886287,-2.453374458
1509,821.118634,-156.6341898,-2.456299053
1510,821.0344841,-156.7797572,-2.45922483
1511,820.9503304,-156.9253309,-2.46215179
1512,820.8661729,-157.070911,-2.465079932
1513,820.7820115,-157.2164977,-2.468009258
1514,820.6978464,-157.3620908,-2.470939765
1515,820.6136773,-157.5076904,-2.473871455
1516,820.5295044,-157.6532966,-2.476804324
1517,820.4453277,-157.7989094,-2.479738373
1518,820.3611471,-157.9445287,-2.4826736
1519,820.2769626,-158.0901545,-2.485610004
1520,820.1927743,-158.2357868,-2.488547584
1521,820.1085821,-158.3814257,-2.491486338
1522,820.0243861,-158.5270711,-2.494426264
1523,819.9401862,-158.6727229,-2.497367361
1524,819.8559826,-158.8183812,-2.500309628
1525,819.7717751,-158.964046,-2.503253063
1526,819.6875638,-159.1097171,-2.506197663
1527,819.6033488,-159.2553947,-2.509143428
1528,819.51913,-159.4010786,-2.512090355
1529,819.4349075,-159.5467689,-2.515038443
1530,819.3506812,-159.6924655,-2.517987691
1531,819.2664512,-159.8381684,-2.520938097
1532,819.1822175,-159.9838776,-2.52388966
1533,819.09798,-160.1295931,-2.526842378
1534,819.0137388,-160.2753149,-2.529796251
1535,818.9294939,-160.4210431,-2.532751277
1536,818.8452453,-160.5667775,-2.535707455
1537,818.7609929,-160.7125183,-2.538664784
1538,818.6767368,-160.8582654,-2.541623262
1539,818.5924769,-161.0040188,-2.544582889
1540,818.5082134,-161.1497785,-2.547543663
1541,818.4239461,-161.2955446,-2.550505583
1542,818.3396751,-161.4413169,-2.553468647
1543,818.2554003,-161.5870956,-2.556432856
1544,818.1711218,-161.7328806,-2.559398207
1545,818.0868396,-161.8786719,-2.562364699
1546,818.0025536,-162.0244695,-2.565332332
1547,817.9182639,-162.1702735,-2.568301104
1548,817.8339705,-162.3160838,-2.571271014
1549,817.7496733,-162.4619005,-2.574242062
1550,817.6653723,-162.6077235,-2.577214245
1551,817.5810676,-162.7535528,-2.580187562
1552,817.4967592,-162.8993885,-2.583162014
1553,817.412447,-163.0452306,-2.586137597
1554,817.3281311,-163.191079,-2.589114311
1555,817.2438114,-163.3369337,-2.592092154
1556,817.159488,-163.4827947,-2.595071125
1557,817.0751609,-163.6286619,-2.598051222
1558,816.9908301,-163.7745355,-2.601032444
1559,816.9064956,-163.9204153,-2.604014789
1560,816.8221575,-164.0663013,-2.606998255
1561,816.7378156,-164.2121936,-2.60998284
1562,816.6534702,-164.358092,-2.612968544
1563,816.5691211,-164.5039965,-2.615955362
1564,816.4847684,-164.6499071,-2.618943295
1565,816.4004121,-164.7958238,-2.621932339
1566,816.3160523,-164.9417464,-2.624922493
1567,816.231689,-165.087675,-2.627913754
1568,816.1473222,-165.2336096,-2.63090612
1569,816.0629519,-165.37955,-2.633899588
1570,815.9785782,-165.5254962,-2.636894158
1571,815.894201,-165.6714481,-2.639889825
1572,815.8098205,-165.8174058,-2.642886589
1573,815.7254367,-165.9633691,-2.645884446
1574,815.6410495,-166.1093379,-2.648883394
1575,815.5566591,-166.2553123,-2.651883431
1576,815.4722655,-166.4012922,-2.654884554
1577,815.3878686,-166.5472775,-2.657886762
1578,815.3034685,-166.6932682,-2.66089005
1579,815.2190653,-166.8392642,-2.663894418
1580,815.134659,-166.9852654,-2.666899863
1581,815.0502496,-167.1312718,-2.669906383
1582,814.9658372,-167.2772834,-2.672913974
1583,814.8814218,-167.4233,-2.675922635
1584,814.7970033,-167.5693217,-2.678932364
1585,814.7125819,-167.7153484,-2.681943157
1586,814.6281576,-167.86138,-2.684955014
1587,814.5437304,-168.0074165,-2.687967931
1588,814.4593003,-168.1534578,-2.690981906
1589,814.3748673,-168.2995039,-2.693996938
1590,814.2904316,-168.4455548,-2.697013023
1591,814.205993,-168.5916103,-2.70003016
1592,814.1215517,-168.7376705,-2.703048346
1593,814.0371077,-168.8837352,-2.706067579
1594,813.952661,-169.0298045,-2.709087857
1595,813.8682115,-169.1758783,-2.712109178
1596,813.7837595,-169.3219566,-2.715131538
1597,813.6993048,-169.4680392,-2.718154937
1598,813.6148476,-169.6141262,-2.721179371
1599,813.5303878,-169.7602174,-2.724204838
1600,813.4459254,-169.9063129,-2.727231336
1601,813.3614606,-170.0524126,-2.730258862
1602,813.2769933,-170.1985164,-2.733287415
1603,813.1925236,-170.3446243,-2.736316992
1604,813.1080515,-170.4907362,-2.73934759
1605,813.023577,-170.6368521,-2.742379206
1606,812.9391002,-170.7829719,-2.745411839
1607,812.8546212,-170.9290954,-2.748445484
1608,812.7701398,-171.0752227,-2.751480141
1609,812.6856563,-171.2213537,-2.754515805
1610,812.6011707,-171.3674883,-2.757552473
1611,812.5166829,-171.5136263,-2.760590144
1612,812.4321931,-171.6597679,-2.763628814
1613,812.3477012,-171.8059128,-2.76666848
1614,812.2632074,-171.9520609,-2.76970914
1615,812.1787116,-172.0982123,-2.77275079
1616,812.094214,-172.2443668,-2.775793426
1617,812.0097146,-172.3905242,-2.778837046
1618,811.9252134,-172.5366846,-2.781881646
1619,811.8407106,-172.6828477,-2.784927221
1620,811.7562062,-172.8290134,-2.787973769
1621,811.6717002,-172.9751817,-2.791021285
1622,811.5871928,-173.1213524,-2.794069766
1623,811.5026839,-173.2675254,-2.797119208
1624,811.4181738,-173.4137005,-2.800169608
1625,811.3336624,-173.5598777,-2.80322096
1626,811.2491498,-173.7060568,-2.806273261
1627,811.1646361,-173.8522376,-2.809326506
1628,811.0801215,-173.99842,-2.81238069
1629,810.995606,-174.1446038,-2.81543581
1630,810.9110897,-174.2907888,-2.818491859
1631,810.8265726,-174.436975,-2.821548834
1632,810.742055,-174.5831621,-2.82460673
1633,810.6575368,-174.7293499,-2.827665542
1634,810.5730182,-174.8755383,-2.830725264
1635,810.4884994,-175.0217271,-2.833785891
1636,810.4039804,-175.1679161,-2.836847418
1637,810.3194613,-175.3141051,-2.839909839
1638,810.2349422,-175.4602939,-2.84297315
1639,810.1504232,-175.6064823,-2.846037346
1640,810.0659046,-175.7526702,-2.849102419
1641,809.9813863,-175.8988573,-2.852168366
1642,809.8968685,-176.0450433,-2.855235179
1643,809.8123514,-176.1912281,-2.858302851
1644,809.727835,-176.3374114,-2.861371377
1645,809.6433197,-176.4835929,-2.864440749
1646,809.5588055,-176.6297724,-2.867510961
1647,809.4742925,-176.7759495,-2.870582004
1648,809.387012,-176.9269134,-2.873754536
1649,809.2974526,-177.0818186,-2.87701087
1650,809.2078831,-177.2367413,-2.880268556
1651,809.1183043,-177.39168,-2.883527561
1652,809.0287171,-177.5466331,-2.88678785
1653,808.9391222,-177.7015992,-2.890049396
1654,808.8495203,-177.8565774,-2.893312173
1655,808.7599119,-178.0115667,-2.896576163
1656,808.6702973,-178.1665667,-2.899841352
1657,808.5838486,-178.315939,-2.903107731
1658,808.4988391,-178.4621846,-2.906375288
1659,808.4135324,-178.6082703,-2.909644013
1660,808.3279291,-178.754195,-2.912913893
1661,808.2420299,-178.8999576,-2.916184916
1662,808.1558353,-179.0455571,-2.919457068
1663,808.069346,-179.1909922,-2.922730339
1664,807.9825627,-179.336262,-2.926004716
1665,807.8954858,-179.4813654,-2.929280191
1666,807.8081161,-179.6263017,-2.932556754
1667,807.7204535,-179.7710706,-2.935834414
1668,807.6324978,-179.9156724,-2.939113191
1669,807.5442488,-180.0601075,-2.942393107
1670,807.4557065,-180.204376,-2.945674174
1671,807.366871,-180.3484775,-2.948956397
1672,807.2777429,-180.4924111,-2.952239768
1673,807.1883227,-180.6361758,-2.955524276
1674,807.0986112,-180.7797704,-2.958809908
1675,807.0086089,-180.9231939,-2.962096652
1676,806.9183167,-181.066445,-2.965384494
1677,806.827735,-181.2095229,-2.968673424
1678,806.7368646,-181.3524264,-2.97196343
1679,806.645706,-181.4951545,-2.9752545
1680,806.55426,-181.6377062,-2.978546622
1681,806.4625272,-181.7800803,-2.981839785
1682,806.3705082,-181.9222759,-2.985133977
1683,806.2782039,-182.0642919,-2.988429185
1684,806.1856147,-182.2061273,-2.991725398
1685,806.0927414,-182.3477809,-2.995022605
1686,805.9995846,-182.489252,-2.998320796
1687,805.9061449,-182.6305394,-3.001619959
1688,805.8124231,-182.7716423,-3.004920086
1689,805.7184196,-182.9125596,-3.008221166
1690,805.6241351,-183.0532906,-3.011523191
1691,805.5295703,-183.1938343,-3.014826152
1692,805.4347257,-183.3341899,-3.018130041
1693,805.3396018,-183.4743564,-3.021434849
1694,805.2441994,-183.614333,-3.024740568
1695,805.1485189,-183.7541189,-3.028047192
1696,805.0525609,-183.8937133,-3.031354712
1697,804.9563261,-184.0331154,-3.034663122
1698,804.8598149,-184.1723243,-3.037972415
1699,804.763028,-184.3113393,-3.041282585
1700,804.6659657,-184.4501596,-3.044593626
1701,804.5686288,-184.5887846,-3.047905533
1702,804.4710177,-184.7272133,-3.051218299
1703,804.3731329,-184.8654452,-3.054531919
1704,804.2749751,-185.0034795,-3.057846389
1705,804.1765446,-185.1413154,-3.061161703
1706,804.077842,-185.2789524,-3.064477855
1707,803.9788679,-185.4163895,-3.067794843
1708,803.8796227,-185.5536263,-3.07111266
1709,803.7801069,-185.6906619,-3.074431302
1710,803.6803211,-185.8274957,-3.077750765
1711,803.5802658,-185.964127,-3.081071043
1712,803.4799416,-186.100555,-3.084392133
1713,803.3793488,-186.2367792,-3.08771403
1714,803.2784881,-186.3727988,-3.091036728
1715,803.1773599,-186.5086131,-3.094360222
1716,803.0759649,-186.6442214,-3.097684509
1717,802.9743035,-186.779623,-3.101009583
1718,802.8723762,-186.9148173,-3.104335439
1719,802.7701836,-187.0498035,-3.107662074
1720,802.6677262,-187.184581,-3.110989482
1721,802.5650045,-187.3191491,-3.114317659
1722,802.462019,-187.4535071,-3.117646601
1723,802.3587703,-187.5876544,-3.120976303
1724,802.2552589,-187.7215903,-3.12430676
1725,802.1514853,-187.8553141,-3.127637969
1726,802.0474499,-187.9888252,-3.130969925
1727,801.9431534,-188.1221229,-3.134302625
1728,801.8385962,-188.2552065,-3.137636064
1729,801.7337788,-188.3880756,-3.140970238
1730,801.6287019,-188.5207291,-3.144305141
1731,801.5233676,-188.6531647,-3.147640718
1732,801.4177766,-188.7853811,-3.150976956
1733,801.3119295,-188.9173778,-3.154313849
1734,801.2058269,-189.0491541,-3.157651395
1735,801.0994692,-189.1807096,-3.160989592
1736,800.9928568,-189.3120435,-3.164328435
1737,800.8859904,-189.4431555,-3.167667924
1738,800.7788704,-189.5740447,-3.171008055
1739,800.6714969,-189.7047111,-3.174348826
1740,800.563869,-189.835156,-3.177690236
1741,800.455987,-189.9653792,-3.181032281
1742,800.3478514,-190.0953802,-3.184374961
1743,800.2394627,-190.2251585,-3.187718273
1744,800.1308214,-190.3547138,-3.191062216
1745,800.0219281,-190.4840454,-3.194406788
1746,799.9127833,-190.6131531,-3.197751989
1747,799.8033876,-190.7420362,-3.201097816
1748,799.6937413,-190.8706943,-3.204444268
1749,799.5838451,-190.9991271,-3.207791345
1750,799.4736995,-191.1273341,-3.211139045
