`,traj_tx,traj_ty,traj_tz
137,702.2146818,-22.76234377,-0.000272625
138,702.3816323,-22.76424006,-0.000315174
139,702.5485975,-22.76626671,-0.000360796
140,702.7155773,-22.76842272,-0.000409489
141,702.8825717,-22.77070711,-0.00046125
142,703.0495804,-22.77311887,-0.000516077
143,703.2166035,-22.77565701,-0.000573968
144,703.3836409,-22.77832054,-0.00063492
145,703.5506925,-22.78110846,-0.000698932
146,703.7177582,-22.78401977,-0.000766
147,703.884838,-22.78705349,-0.000836123
148,704.0519318,-22.79020861,-0.000909298
149,704.2190395,-22.79348413,-0.000985523
150,704.386161,-22.79687907,-0.001064796
151,704.5532964,-22.80039242,-0.001147114
152,704.7204455,-22.80402319,-0.001232475
153,704.8876083,-22.80777038,-0.001320876
154,705.0547846,-22.81163299,-0.001412316
155,705.2219746,-22.81561002,-0.001506792
156,705.3891781,-22.81970047,-0.001604302
157,705.556395,-22.82390336,-0.001704843
158,705.7236253,-22.82821767,-0.001808412
159,705.8908689,-22.8326424,-0.001915009
160,706.0581259,-22.83717657,-0.002024629
161,706.2253961,-22.84181917,-0.002137271
162,706.3926794,-22.84656919,-0.002252933
163,706.5599759,-22.85142565,-0.002371611
164,706.7272855,-22.85638754,-0.002493305
165,706.8946082,-22.86145385,-0.00261801
166,707.0619438,-22.8666236,-0.002745726
167,707.2292924,-22.87189578,-0.002876449
168,707.3966539,-22.87726938,-0.003010177
169,707.5640283,-22.88274342,-0.003146908
170,707.7314155,-22.88831688,-0.003286639
171,707.8988156,-22.89398877,-0.003429368
172,708.0662284,-22.89975809,-0.003575093
173,708.2336539,-22.90562383,-0.003723811
174,708.4010922,-22.911585,-0.003875519
175,708.5685432,-22.91764059,-0.004030216
176,708.7360069,-22.92378961,-0.004187899
177,708.9034832,-22.93003105,-0.004348566
178,709.0709721,-22.93636391,-0.004512214
179,709.2384737,-22.9427872,-0.00467884
180,709.4059879,-22.9492999,-0.004848443
181,709.5735147,-22.95590103,-0.00502102
182,709.741054,-22.96258957,-0.005196568
183,709.908606,-22.96936454,-0.005375086
184,710.0761705,-22.97622492,-0.005556571
185,710.2437476,-22.98316973,-0.00574102
186,710.4113372,-22.99019795,-0.005928431
187,710.5789395,-22.99730859,-0.006118802
188,710.7465543,-23.00450064,-0.00631213
189,710.9141816,-23.01177311,-0.006508413
190,711.0818216,-23.019125,-0.006707649
191,711.2494741,-23.02655531,-0.006909835
192,711.4171392,-23.03406303,-0.007114969
193,711.5848168,-23.04164717,-0.007323048
194,711.7525071,-23.04930672,-0.007534071
195,711.9202099,-23.05704069,-0.007748034
196,712.0879254,-23.06484808,-0.007964935
197,712.2556535,-23.07272789,-0.008184773
198,712.4233942,-23.08067911,-0.008407544
199,712.5911475,-23.08870074,-0.008633247
200,712.7589135,-23.0967918,-0.008861878
201,712.9266921,-23.10495127,-0.009093436
202,713.0944835,-23.11317817,-0.009327919
203,713.2622875,-23.12147148,-0.009565323
204,713.4301042,-23.12983021,-0.009805647
205,713.5979337,-23.13825337,-0.010048888
206,713.7657759,-23.14673995,-0.010295044
207,713.9336309,-23.15528895,-0.010544113
208,714.1014987,-23.16389937,-0.010796092
209,714.2693793,-23.17257022,-0.011050979
210,714.4372727,-23.1813005,-0.011308772
211,714.605179,-23.19008921,-0.011569468
212,714.7730982,-23.19893535,-0.011833065
213,714.9410303,-23.20783792,-0.01209956
214,715.1089754,-23.21679593,-0.012368953
215,715.2769335,-23.22580838,-0.012641239
216,715.4449045,-23.23487426,-0.012916417
217,715.6128887,-23.24399259,-0.013194485
218,715.7808859,-23.25316236,-0.013475441
219,715.9488962,-23.26238257,-0.013759281
220,716.1169196,-23.27165224,-0.014046004
221,716.2849563,-23.28097036,-0.014335608
222,716.4530061,-23.29033593,-0.014628089
223,716.6210692,-23.29974796,-0.014923447
224,716.7891456,-23.30920545,-0.015221679
225,716.9572354,-23.31870741,-0.015522782
226,717.1253385,-23.32825283,-0.015826754
227,717.293455,-23.33784073,-0.016133594
228,717.461585,-23.34747009,-0.016443298
229,717.6297285,-23.35713994,-0.016755865
230,717.7978856,-23.36684927,-0.017071292
231,717.9660562,-23.37659709,-0.017389578
232,718.1342405,-23.3863824,-0.01771072
233,718.3024386,-23.39620421,-0.018034715
234,718.4706505,-23.40606152,-0.018361562
235,718.6388762,-23.41595334,-0.018691259
236,718.8071159,-23.42587868,-0.019023804
237,718.9753697,-23.43583654,-0.019359193
238,719.1436376,-23.44582593,-0.019697426
239,719.3119197,-23.45584586,-0.020038501
240,719.4802162,-23.46589533,-0.020382414
241,719.648527,-23.47597335,-0.020729165
242,719.8168523,-23.48607892,-0.021078751
243,719.9851921,-23.49621106,-0.021431169
244,720.1535465,-23.50636877,-0.021786418
245,720.3219155,-23.51655105,-0.022144496
246,720.4902991,-23.52675691,-0.022505401
247,720.6586975,-23.53698535,-0.022869129
248,720.8271106,-23.54723537,-0.02323568
249,720.9955385,-23.55750599,-0.023605051
250,721.1639812,-23.5677962,-0.02397724
251,721.3324388,-23.57810501,-0.024352245
252,721.5009112,-23.58843143,-0.024730064
253,721.6693986,-23.59877446,-0.025110694
254,721.837901,-23.6091331,-0.025494134
255,722.0064184,-23.61950635,-0.025880381
256,722.1749508,-23.62989324,-0.026269433
257,722.3434984,-23.64029275,-0.026661289
258,722.5120612,-23.6507039,-0.027055946
259,722.6806392,-23.66112568,-0.027453402
260,722.8492325,-23.67155712,-0.027853655
261,723.0178411,-23.68199721,-0.028256703
262,723.1864652,-23.69244496,-0.028662544
263,723.3551047,-23.70289938,-0.029071176
264,723.5237598,-23.71335946,-0.029482597
265,723.6924304,-23.72382422,-0.029896805
266,723.8611166,-23.73429266,-0.030313798
267,724.0298185,-23.74476378,-0.030733573
268,724.198536,-23.75523659,-0.031156129
269,724.3672692,-23.76571009,-0.031581464
270,724.5360181,-23.77618329,-0.032009575
271,724.7047827,-23.78665519,-0.03244046
272,724.8735631,-23.79712478,-0.032874118
273,725.0423592,-23.80759108,-0.033310545
274,725.211171,-23.81805309,-0.033749741
275,725.3799985,-23.8285098,-0.034191702
276,725.5488418,-23.83896022,-0.034636427
277,725.7177007,-23.84940336,-0.035083913
278,725.8865755,-23.8598382,-0.035534159
279,726.0554659,-23.87026377,-0.035987162
280,726.2243721,-23.88067905,-0.03644292
281,726.3932939,-23.89108305,-0.03690143
282,726.5622315,-23.90147477,-0.037362692
283,726.7311848,-23.91185321,-0.037826701
284,726.9001538,-23.92221738,-0.038293458
285,727.0691385,-23.93256628,-0.038762958
286,727.238139,-23.94289891,-0.039235201
287,727.4071552,-23.95321428,-0.039710184
288,727.5761872,-23.96351138,-0.040187905
289,727.745235,-23.97378922,-0.040668362
290,727.9142985,-23.98404681,-0.041151553
291,728.0833778,-23.99428314,-0.041637475
292,728.2524729,-24.00449721,-0.042126127
293,728.4215838,-24.01468804,-0.042617506
294,728.5907104,-24.02485461,-0.04311161
295,728.7598527,-24.03499593,-0.043608438
296,728.9290107,-24.04511101,-0.044107986
297,729.0981843,-24.05519883,-0.044610252
298,729.2673736,-24.0652584,-0.045115235
299,729.4365784,-24.07528872,-0.045622931
300,729.6057987,-24.08528879,-0.046133339
301,729.7750343,-24.0952576,-0.046646457
302,729.9442853,-24.10519415,-0.047162281
303,730.1135516,-24.11509745,-0.047680809
304,730.282833,-24.12496648,-0.04820204
305,730.4521296,-24.13480025,-0.04872597
306,730.6214412,-24.14459776,-0.049252598
307,730.7907678,-24.15435801,-0.049781921
308,730.9601093,-24.16408,-0.050313936
309,731.1294658,-24.17376272,-0.050848642
310,731.2988371,-24.18340518,-0.051386036
311,731.4682232,-24.19300638,-0.051926116
312,731.6376242,-24.20256533,-0.052468879
313,731.8070399,-24.21208102,-0.053014324
314,731.9764705,-24.22155245,-0.053562448
315,732.1459157,-24.23097864,-0.05411325
316,732.3153758,-24.24035858,-0.054666726
317,732.4848506,-24.24969127,-0.055222874
318,732.6543401,-24.25897573,-0.055781693
319,732.8238443,-24.26821095,-0.05634318
320,732.9933631,-24.27739593,-0.056907333
321,733.1628967,-24.28652967,-0.05747415
322,733.3324449,-24.29561119,-0.058043628
323,733.5020077,-24.30463948,-0.058615766
324,733.6715851,-24.31361355,-0.05919056
325,733.841177,-24.3225324,-0.05976801
326,734.0107835,-24.33139503,-0.060348111
327,734.1804045,-24.34020045,-0.060930863
328,734.35004,-24.34894765,-0.061516263
329,734.5196899,-24.35763565,-0.062104308
330,734.6893542,-24.36626344,-0.062694997
331,734.8590328,-24.37483002,-0.063288327
332,735.0287258,-24.38333441,-0.063884295
333,735.1984331,-24.3917756,-0.0644829
334,735.3681545,-24.4001526,-0.065084139
335,735.5378902,-24.40846441,-0.06568801
336,735.7076401,-24.41671004,-0.066294511
337,735.877404,-24.42488849,-0.066903638
338,736.0471821,-24.43299876,-0.06751539
339,736.2169741,-24.44103985,-0.068129765
340,736.3867801,-24.44901078,-0.06874676
341,736.5566,-24.45691054,-0.069366373
342,736.7264338,-24.46473814,-0.0699886
343,736.8962813,-24.47249259,-0.070613441
344,737.0661425,-24.48017288,-0.071240892
345,737.2360173,-24.48777802,-0.071870951
346,737.4059057,-24.49530701,-0.072503616
347,737.5758076,-24.50275887,-0.073138883
348,737.7457228,-24.51013259,-0.073776751
349,737.9156513,-24.51742717,-0.074417217
350,738.0855929,-24.52464164,-0.075060278
351,738.2555477,-24.53177497,-0.075705932
352,738.4255155,-24.5388262,-0.076354176
353,738.5954962,-24.54579431,-0.077005008
354,738.7654897,-24.55267831,-0.077658425
355,738.9354959,-24.55947722,-0.078314424
356,739.1055147,-24.56619003,-0.078973003
357,739.275546,-24.57281576,-0.079634159
358,739.4455896,-24.57935341,-0.08029789
359,739.6156455,-24.58580199,-0.080964193
360,739.7857135,-24.5921605,-0.081633064
361,739.9557934,-24.59842795,-0.082304502
362,740.1258852,-24.60460335,-0.082978504
363,740.2959887,-24.61068572,-0.083655065
364,740.4661037,-24.61667404,-0.084334185
365,740.63623,-24.62256734,-0.085015859
366,740.8063675,-24.62836462,-0.085700085
367,740.976516,-24.63406489,-0.08638686
368,741.1466751,-24.63966716,-0.08707618
369,741.3168448,-24.64517044,-0.087768043
370,741.4870249,-24.65057374,-0.088462445
371,741.657215,-24.65587607,-0.089159382
372,741.827415,-24.66107644,-0.089858853
373,741.9976245,-24.66617386,-0.090560852
374,742.1678434,-24.67116735,-0.091265378
375,742.3380713,-24.67605591,-0.091972426
376,742.5083079,-24.68083857,-0.092681992
377,742.6785529,-24.68551432,-0.093394073
378,742.8488059,-24.69008219,-0.094108666
379,743.0190667,-24.6945412,-0.094825765
380,743.1893349,-24.69889036,-0.095545369
381,743.35961,-24.70312868,-0.096267471
382,743.5298917,-24.70725519,-0.096992069
383,743.7001796,-24.7112689,-0.097719158
384,743.8704733,-24.71516883,-0.098448734
385,744.0407721,-24.71895401,-0.099180792
386,744.2110758,-24.72262346,-0.099915328
387,744.3813838,-24.72617619,-0.100652337
388,744.5516955,-24.72961124,-0.101391814
389,744.7220104,-24.73292764,-0.102133754
390,744.8923281,-24.7361244,-0.102878153
391,745.0626479,-24.73920057,-0.103625005
392,745.2329692,-24.74215517,-0.104374306
393,745.4032914,-24.74498724,-0.105126049
394,745.573614,-24.74769581,-0.10588023
395,745.7439362,-24.75027993,-0.106636843
396,745.9142573,-24.75273863,-0.107395881
397,746.0845768,-24.75507095,-0.10815734
398,746.2548938,-24.75727595,-0.108921213
399,746.4252076,-24.75935266,-0.109687495
400,746.5955174,-24.76130014,-0.110456178
401,746.7658225,-24.76311745,-0.111227256
402,746.9361219,-24.76480363,-0.112000724
403,747.1064149,-24.76635775,-0.112776573
404,747.2767006,-24.76777887,-0.113554797
405,747.446978,-24.76906606,-0.114335389
406,747.6172462,-24.77021839,-0.115118341
407,747.7875042,-24.77123492,-0.115903646
408,747.9577511,-24.77211474,-0.116691296
409,748.1279857,-24.77285693,-0.117481283
410,748.2982072,-24.77346058,-0.1182736
411,748.4775615,-24.77394575,-0.119111011
412,748.6630638,-24.77428354,-0.119979912
413,748.8486333,-24.77445341,-0.120851959
414,749.0342684,-24.77445393,-0.121727144
415,749.2199679,-24.77428373,-0.12260546
416,749.4057302,-24.77394142,-0.1234869
417,749.5915542,-24.77342559,-0.124371458
418,749.7774388,-24.77273487,-0.125259128
419,749.9633832,-24.77186788,-0.126149905
420,750.1372892,-24.77099239,-0.127043785
421,750.3082563,-24.77045301,-0.127940761
422,750.4792455,-24.77026003,-0.128840828
423,750.6502549,-24.77041353,-0.129743983
424,750.8212832,-24.77091363,-0.13065022
425,750.9923287,-24.77176041,-0.131559532
426,751.1633899,-24.77295396,-0.132471917
427,751.3344654,-24.77449435,-0.133387368
428,751.5055538,-24.77638167,-0.134305882
429,751.6766537,-24.77861597,-0.135227454
430,751.8477641,-24.78119733,-0.136152081
431,752.0188844,-24.78412582,-0.137079764
432,752.1900136,-24.7874015,-0.1380105
433,752.361151,-24.79102446,-0.138944288
434,752.5322954,-24.79499474,-0.139881125
435,752.7034454,-24.7993124,-0.140821006
436,752.8745999,-24.80397749,-0.141763928
437,753.0457572,-24.80899004,-0.142709885
438,753.2169162,-24.81435009,-0.143658873
439,753.3880753,-24.82005767,-0.144610887
440,753.5592333,-24.82611281,-0.145565923
441,753.7303888,-24.83251552,-0.146523976
442,753.9015405,-24.83926582,-0.147485041
443,754.072687,-24.84636371,-0.148449115
444,754.2438269,-24.85380921,-0.149416191
445,754.414959,-24.86160232,-0.150386266
446,754.5860818,-24.86974302,-0.151359335
447,754.7571942,-24.87823131,-0.152335393
448,754.9282947,-24.88706717,-0.153314436
449,755.0993822,-24.8962506,-0.154296458
450,755.2704553,-24.90578157,-0.155281457
451,755.441513,-24.91566006,-0.156269427
452,755.6125538,-24.92588604,-0.157260365
453,755.7835767,-24.93645948,-0.158254265
454,755.9545804,-24.94738035,-0.159251125
455,756.1255637,-24.95864861,-0.160250939
456,756.2965254,-24.97026423,-0.161253703
457,756.4674645,-24.98222715,-0.162259414
458,756.6383797,-24.99453735,-0.163268067
459,756.8092699,-25.00719476,-0.164279659
460,756.9801341,-25.02019935,-0.165294186
461,757.1509711,-25.03355107,-0.166311644
462,757.3217799,-25.04724985,-0.167332029
463,757.4925593,-25.06129566,-0.168355338
464,757.6633085,-25.07568842,-0.169381567
465,757.8340262,-25.09042809,-0.170410713
466,758.0047115,-25.1055146,-0.171442772
467,758.1753633,-25.12094789,-0.17247774
468,758.3459806,-25.1367279,-0.173515614
469,758.5165623,-25.15285456,-0.174556391
470,758.6871076,-25.1693278,-0.175600066
471,758.8576153,-25.18614755,-0.176646638
472,759.0280845,-25.20331375,-0.177696101
473,759.1985142,-25.22082633,-0.178748454
474,759.3689035,-25.2386852,-0.179803692
475,759.5392513,-25.2568903,-0.180861813
476,759.7095568,-25.27544156,-0.181922814
477,759.879819,-25.29433889,-0.18298669
478,760.0500369,-25.31358223,-0.184053441
479,760.2202098,-25.33317149,-0.185123061
480,760.3903365,-25.3531066,-0.186195549
481,760.5604162,-25.37338748,-0.187270901
482,760.730448,-25.39401403,-0.188349113
483,760.9004308,-25.41498617,-0.189430183
484,761.0703638,-25.43630382,-0.190514107
485,761.240246,-25.45796688,-0.191600882
486,761.4100765,-25.47997526,-0.192690506
487,761.5798544,-25.50232888,-0.193782974
488,761.7495787,-25.52502764,-0.194878285
489,761.9192486,-25.54807146,-0.195976434
490,762.0888632,-25.57146022,-0.197077419
491,762.2584208,-25.59519376,-0.198181232
492,762.4279182,-25.6192716,-0.199287855
493,762.5973541,-25.64369362,-0.200397282
494,762.7667278,-25.66845967,-0.20150951
495,762.9360384,-25.69356966,-0.202624537
496,763.1052849,-25.71902347,-0.20374236
497,763.2744666,-25.74482097,-0.204862974
498,763.4435826,-25.77096205,-0.205986379
499,763.6126321,-25.79744658,-0.20711257
500,763.7816154,-25.82427464,-0.208241545
501,763.9505337,-25.85144636,-0.209373301
502,764.1193862,-25.87896153,-0.210507835
503,764.2881721,-25.90681994,-0.211645144
504,764.4568907,-25.93502136,-0.212785227
505,764.6255412,-25.9635656,-0.21392808
506,764.7941227,-25.99245243,-0.215073701
507,764.9626346,-26.02168165,-0.216222087
508,765.1310762,-26.05125305,-0.217373236
509,765.2994465,-26.08116641,-0.218527146
510,765.467745,-26.11142152,-0.219683814
511,765.6359708,-26.14201819,-0.220843237
512,765.8041233,-26.17295619,-0.222005415
513,765.9722017,-26.20423532,-0.223170343
514,766.1402052,-26.23585537,-0.224338021
515,766.3081333,-26.26781614,-0.225508445
516,766.475985,-26.30011741,-0.226681613
517,766.6437597,-26.33275897,-0.227857524
518,766.8114568,-26.36574062,-0.229036176
519,766.9790754,-26.39906216,-0.230217565
520,767.1466148,-26.43272337,-0.23140169
521,767.3140745,-26.46672405,-0.232588548
522,767.4814536,-26.501064,-0.233778139
523,767.6487514,-26.53574301,-0.234970459
524,767.8159673,-26.57076087,-0.236165507
525,767.9831006,-26.60611739,-0.23736328
526,768.1501506,-26.64181235,-0.238563777
527,768.3171165,-26.67784556,-0.239766996
528,768.4839978,-26.71421682,-0.240972935
529,768.6507936,-26.75092591,-0.242181591
530,768.8175034,-26.78797265,-0.243392963
531,768.9841264,-26.82535682,-0.244607049
532,769.1506619,-26.86307822,-0.245823847
533,769.3171093,-26.90113666,-0.247043356
534,769.4834679,-26.93953193,-0.248265572
535,769.649737,-26.97826383,-0.249490495
536,769.8159159,-27.01733216,-0.250718122
537,769.9820039,-27.05673672,-0.251948452
538,770.1480003,-27.0964773,-0.253181483
539,770.3139045,-27.1365537,-0.254417212
540,770.4797158,-27.17696573,-0.255655638
541,770.6454334,-27.21771318,-0.25689676
542,770.8110568,-27.25879584,-0.258140574
543,770.9765851,-27.30021352,-0.259387079
544,771.1420177,-27.34196601,-0.260636274
545,771.307354,-27.38405311,-0.261888156
546,771.4725931,-27.42647462,-0.263142724
547,771.6377345,-27.46923032,-0.264399975
548,771.8027774,-27.51232002,-0.265659908
549,771.9677212,-27.55574351,-0.266922521
550,772.1325651,-27.59950059,-0.268187811
551,772.2973084,-27.64359104,-0.269455777
552,772.4619505,-27.68801468,-0.270726417
553,772.6264906,-27.73277127,-0.271999729
554,772.790928,-27.77786064,-0.27327571
555,772.9552621,-27.82328255,-0.27455436
556,773.1194921,-27.86903682,-0.275835676
557,773.2836173,-27.91512323,-0.277119656
558,773.4476371,-27.96154157,-0.278406298
559,773.6115507,-28.00829164,-0.2796956
560,773.7753574,-28.05537323,-0.28098756
561,773.9390566,-28.10278613,-0.282282177
562,774.1026475,-28.15053014,-0.283579448
563,774.2661294,-28.19860504,-0.284879372
564,774.4295016,-28.24701064,-0.286181946
565,774.5927635,-28.29574671,-0.287487169
566,774.7559143,-28.34481306,-0.288795039
567,774.9189534,-28.39420948,-0.290105553
568,775.0818799,-28.44393575,-0.29141871
569,775.2446933,-28.49399168,-0.292734509
570,775.4073929,-28.54437705,-0.294052946
571,775.5699776,-28.59509158,-0.295374019
572,775.7324445,-28.64613433,-0.296697706
573,775.8947925,-28.69750492,-0.298024002
574,776.0570207,-28.74920311,-0.299352904
575,776.2191285,-28.80122869,-0.30068441
576,776.3811153,-28.85358143,-0.302018518
577,776.5429803,-28.90626111,-0.303355228
578,776.7047229,-28.9592675,-0.304694535
579,776.8663424,-29.01260039,-0.30603644
580,777.0278387,-29.06625971,-0.307380939
581,777.1892132,-29.12024593,-0.308728032
582,777.3504657,-29.17455886,-0.310077715
583,777.5115955,-29.22919816,-0.311429988
584,777.6726021,-29.28416354,-0.312784849
585,777.8334846,-29.33945468,-0.314142295
586,777.9942426,-29.39507127,-0.315502326
587,778.1548754,-29.45101301,-0.316864939
588,778.3153823,-29.50727957,-0.318230132
589,778.4757627,-29.56387066,-0.319597904
590,778.6360161,-29.62078596,-0.320968254
591,778.7961417,-29.67802517,-0.322341178
592,778.9561389,-29.73558798,-0.323716677
593,779.1160071,-29.79347408,-0.325094748
594,779.2757457,-29.85168317,-0.326475389
595,779.4353541,-29.91021494,-0.327858598
596,779.5948315,-29.96906907,-0.329244375
597,779.7541775,-30.02824528,-0.330632718
598,779.9133913,-30.08774324,-0.332023624
599,780.0724724,-30.14756265,-0.333417092
600,780.2314201,-30.20770322,-0.334813121
601,780.3902338,-30.26816463,-0.336211709
602,780.5489128,-30.32894658,-0.337612854
603,780.7074566,-30.39004876,-0.339016555
604,780.8658645,-30.45147087,-0.34042281
605,781.0241358,-30.51321261,-0.341831618
606,781.18227,-30.57527367,-0.343242977
607,781.3402665,-30.63765374,-0.344656885
608,781.4981245,-30.70035253,-0.34607334
609,781.6558435,-30.76336972,-0.347492342
610,781.8134229,-30.82670502,-0.348913889
611,781.970862,-30.89035812,-0.350337979
612,782.1281602,-30.95432872,-0.35176461
613,782.2853314,-31.01858093,-0.353193782
614,782.4424201,-31.08300587,-0.354625491
615,782.5994257,-31.14760563,-0.356059738
616,782.7563439,-31.21239099,-0.35749652
617,782.9131703,-31.27737267,-0.358935836
618,783.0699006,-31.34256139,-0.360377684
619,783.2265303,-31.40796781,-0.361822062
620,783.3830547,-31.47360255,-0.36326897
621,783.5394691,-31.5394762,-0.364718405
622,783.6957689,-31.6055993,-0.366170367
623,783.851949,-31.67198237,-0.367624853
624,784.0080048,-31.73863587,-0.369081862
625,784.163931,-31.80557023,-0.370541392
626,784.3197226,-31.87279585,-0.372003442
627,784.4753744,-31.94032307,-0.373468011
628,784.6308813,-32.00816221,-0.374935097
629,784.7862377,-32.07632352,-0.376404698
630,784.9414383,-32.14481723,-0.377876813
631,785.0964775,-32.21365352,-0.379351441
632,785.2513499,-32.28284255,-0.380828579
633,785.4060496,-32.3523944,-0.382308226
634,785.560571,-32.42231912,-0.383790382
635,785.7149082,-32.49262674,-0.385275044
636,785.8690552,-32.56332722,-0.38676221
637,786.0230061,-32.63443047,-0.38825188
638,786.1767548,-32.70594639,-0.389744051
639,786.3302951,-32.77788481,-0.391238723
640,786.4836208,-32.85025551,-0.392735894
641,786.6367295,-32.92306003,-0.394235561
642,786.7896677,-32.99619752,-0.395737725
643,786.9424505,-33.06963511,-0.397242383
644,787.0950772,-33.1433725,-0.398749533
645,787.2475473,-33.21740937,-0.400259175
646,787.3998601,-33.29174542,-0.401771307
647,787.5520152,-33.36638034,-0.403285927
648,787.7040118,-33.44131383,-0.404803033
649,787.8558496,-33.51654556,-0.406322625
650,788.0075278,-33.59207525,-0.407844701
651,788.1590459,-33.66790257,-0.409369259
652,788.3104027,-33.74402689,-0.410896292
653,788.4615956,-33.82044688,-0.412425776
654,788.6126239,-33.89716216,-0.413957711
655,788.7634871,-33.97417242,-0.415492093
656,788.9141846,-34.05147733,-0.417028922
657,789.0647158,-34.12907656,-0.418568195
658,789.2150802,-34.20696981,-0.420109912
659,789.3652772,-34.28515676,-0.421654071
660,789.5153063,-34.36363707,-0.42320067
661,789.6651678,-34.44241092,-0.424749708
662,789.814863,-34.52147886,-0.426301183
663,789.9643914,-34.60084053,-0.427855093
664,790.1137526,-34.68049552,-0.429411438
665,790.2629459,-34.76044345,-0.430970216
666,790.411971,-34.8406839,-0.432531425
667,790.5608273,-34.92121647,-0.434095063
668,790.7095142,-35.00204078,-0.43566113
669,790.8580314,-35.08315642,-0.437229624
670,791.0063781,-35.16456299,-0.438800543
671,791.1545541,-35.2462601,-0.440373886
672,791.3025586,-35.32824736,-0.441949652
673,791.4503913,-35.41052436,-0.443527838
674,791.5980516,-35.49309071,-0.445108444
675,791.745539,-35.57594601,-0.446691469
