#{"t_start": 1699461340.8817415, "env_id": null}
r,l,t
-420285.78,308,55.636117
-348130.78,423,69.520815
-384575.78,246,79.827386
-383400.97,245,90.850717
-383285.66,246,108.871475
-383677.38,246,119.606737
-383888.25,246,131.002231
-383937.94,246,140.613503
-384495.94,246,150.833144
-384733.2,246,160.467353
-384013.72,246,170.875491
-384268.84,246,180.420938
-384386.78,246,190.43982
-383534.28,246,199.910811
-383590.44,246,210.069597
-383561.34,246,219.541359
-383386.12,246,229.822185
-384338.84,247,239.183024
-384144.3,248,249.298966
-383968.2,248,258.549795
-383550.0,282,270.047594
-384918.5,247,278.029026
-385862.4,246,289.457324
-384045.34,247,297.596673
-385949.7,246,308.87241
-386233.3,246,316.911036
-386200.8,246,328.062475
-386404.62,246,336.253423
-385960.0,246,347.597374
-386553.6,246,355.734435
-386511.62,246,367.269403
-386591.34,246,375.452376
-386546.84,246,387.306392
-386173.34,246,395.460098
-386435.22,246,406.733906
-385000.75,245,414.818676
-385238.72,245,426.292997
-385365.72,245,434.442966
-385522.72,245,445.890997
-385632.3,245,453.970505
-385434.62,245,465.132315
-385589.2,245,473.294473
-385910.94,245,484.685018
-385398.9,245,492.866896
-386006.88,245,504.180784
-385584.06,245,512.265049
-385846.53,245,523.521601
-385782.25,245,531.57178
-385903.06,245,543.092526
-385557.06,245,551.283327
-386049.2,245,562.598673
-386288.38,245,570.64634
-384717.3,245,581.906007
-384409.62,245,589.926614
-384378.44,245,601.463616
-381971.25,244,609.555827
-384831.5,245,621.121372
-382078.78,244,629.191765
-380184.5,243,640.622392
-379876.6,243,648.7123
-380857.56,244,660.115461
-380772.47,243,667.966705
-378052.5,242,679.60307
-376883.28,241,687.455567
-377188.12,241,698.807953
-378516.1,241,706.762419
-375946.7,241,718.24726
-373727.44,241,726.170155
-371388.38,241,737.573347
-377012.66,247,745.807669
-372793.22,241,756.973223
-382033.22,250,765.353527
-384254.03,253,776.606959
-394840.38,268,785.730855
-372433.7,247,796.342334
-400069.97,271,806.303794
-419321.5,288,817.264293
-434303.38,304,827.971745
-501617.0,388,842.012768
-1179392.5,1378,891.625974
-1046542.1,1336,904.597288
-829111.0,1337,953.664311
-829141.5,1341,966.588314
-888698.25,1341,1015.77221
-839885.9,1348,1028.762462
-890903.4,1354,1078.571277
-837196.56,1350,1091.752168
-823012.44,1346,1141.144744
-881879.7,1342,1154.116451
-834848.44,1339,1203.988025
-908599.56,1351,1217.407879
-625677.6,1348,1266.586204
-463865.4,1342,1279.940751
-354019.66,1337,1329.525866
-393914.53,1341,1342.878539
-343832.78,1347,1392.729402
-387335.62,1343,1405.983945
-265300.6,1340,1455.802637
-273520.0,1340,1468.882781
-249758.3,1341,1518.533102
-296970.94,1342,1531.70486
