time,x,y,yaw,carv,ang,vel,acc,devDist,devAng,alHori,roll,rl,rr,fl,fr
0.0,2.9716824863008595,-9.99999373258554,5.708022586319155e-08,13.88888888888889,0.0,0.0,0.0,-0.010720501592361813,-8.825538947468156e-06,0.00017486455797018703,-0.0014950710010810963,0.0018067502503693348,-0.0012666015149851643,0.0,0.0
0.01,3.1105440261100363,-9.999994307040364,3.7102630389956888e-06,13.881796227679505,-0.002090982826843654,-0.3375898482280207,-28.23027430474004,-0.008272805861279466,-9.623493127162757e-06,-0.0006069274860057805,-0.0007217824305251279,0.0016715980054929562,-0.001393582725906557,-5.720157831452378e-06,-5.720157831452378e-06
0.02,3.249246236351924,-9.999995806455281,1.265043522280469e-05,13.858900045272659,-0.00522358322171018,-0.30014029900479466,1.1588122690254508,-0.004067999696366242,-1.2010733762213172e-05,-0.002188530258076069,0.000927877025343242,0.0014607207556478468,-0.0015654179326849522,-1.7945703676836505e-05,-1.7945703676836505e-05
0.03,3.387674009651772,-9.999998001275047,2.616304341258306e-05,13.829170093867136,-0.007813458579381967,-0.22910137474527514,6.927066975355492,-0.003764119503639459,-1.56786989829534e-05,-0.0029450202292963094,0.0018234179086427183,0.0013085484573603192,-0.0017210347399668718,-2.696025026728638e-05,-2.696025026728638e-05
0.04,3.5257956438861786,-10.000000839646573,4.349296542600181e-05,13.798209497818426,-0.009689909858593717,-0.1604145100856977,6.515180242677756,-0.005358760038525345,-1.9989134620269946e-05,-0.003227915968636695,0.0021784488223650362,0.0012189472838555885,-0.0018436163399861275,-3.221275492694275e-05,-3.221275492694275e-05
0.05,3.6636076655399643,-10.00000443168209,6.391444380851556e-05,13.767328348414575,-0.010954787049089863,-0.10586576975461165,4.853013570473702,-0.0074113668034960604,-2.47438115366269e-05,-0.0033268055677177924,0.0022960488624007257,0.0011823286397991887,-0.0019383942053834038,-3.4496980570623156e-05,-3.4496980570623156e-05
0.06,3.8011136393998655,-10.000008955991774,8.675643896794581e-05,13.73703216113055,-0.01175397083686424,-0.06351246860004689,4.018364435597211,-0.008968154092723538,-3.0260977898491413e-05,-0.0033633574493654346,0.002326940167774849,0.0011857710231512602,-0.002011726029449619,-3.474030815316218e-05,-3.474030815316218e-05
0.07,3.938321833030508,-10.000014574313884,0.00011136086334954933,13.707722955481067,-0.012164154611604585,-0.02688413677272899,3.3975955097704325,-0.010519521681334113,-3.656883795055267e-05,-0.003369146556190746,0.0022894239814084385,0.001222092219652544,-0.0020667764887092,-3.3567265130285076e-05,-3.3567265130285076e-05
0.08,4.07524347664783,-10.00002140549539,0.0001371324156433753,13.679648192488363,-0.012254547501446122,0.0014852728923769516,2.417689551622612,-0.012744420321441671,-4.3640860563998224e-05,-0.003361909123637654,0.0022102609909247354,0.0012858059009335041,-0.002107204362248962,-3.1434698895380694e-05,-3.1434698895380694e-05
0.09,4.211891967715245,-10.000029539415358,0.00016359124925920444,13.652968224973929,-0.012118094198172818,0.02104765685782479,1.7713566276165005,-0.012006376504935596,-5.1806730153008e-05,-0.0033423349749557695,0.002110119637059575,0.0013666160556705135,-0.002138167565474189,-2.8788997030963134e-05,-2.8788997030963134e-05
